Triplet;Count;CancerTypes
miR-330-3p/miR-212-3p/SOD2;1;SARC
miR-330-3p/miR-3065-3p/SOD2;1;SARC
miR-330-3p/miR-424-5p/SOD2;1;SARC
miR-330-3p/miR-501-3p/SOD2;1;SARC
miR-331-3p/miR-30c-1-3p/SOD2;1;LIHC
miR-338-5p/miR-424-5p/SOD2;1;SARC
miR-340-5p/miR-212-3p/SOD2;1;SARC
miR-340-5p/miR-338-5p/SOD2;1;SARC
miR-340-5p/miR-425-5p/SOD2;1;SARC
miR-362-3p/miR-212-3p/SOD2;1;SARC
miR-376a-3p/miR-188-3p/SOD2;1;UCS
miR-409-5p/miR-183-5p/SOD2;1;DLBC
miR-410-3p/miR-200a-5p/SOD2;1;HNSC
miR-421/miR-424-5p/SOD2;1;SARC
miR-424-5p/miR-106a-5p/SOD2;1;SARC
miR-424-5p/miR-188-3p/SOD2;1;SARC
miR-424-5p/miR-362-3p/SOD2;1;SARC
miR-432-5p/miR-410-3p/SOD2;1;MESO
miR-500a-3p/miR-106a-5p/SOD2;1;SARC
miR-500a-3p/miR-144-5p/SOD2;1;SARC
miR-500a-3p/miR-212-3p/SOD2;1;SARC
miR-500a-3p/miR-224-5p/SOD2;1;SARC
miR-500a-3p/miR-330-3p/SOD2;1;SARC
miR-500a-3p/miR-421/SOD2;1;SARC
miR-500a-3p/miR-424-5p/SOD2;1;SARC
miR-500a-3p/miR-425-5p/SOD2;1;SARC
miR-502-3p/miR-144-5p/SOD2;1;SARC
miR-502-5p/miR-144-5p/SOD2;1;SARC
miR-502-5p/miR-212-3p/SOD2;1;SARC
miR-577/miR-204-5p/SOD2;1;TGCT
miR-625-5p/miR-144-5p/SOD2;1;SARC
miR-625-5p/miR-22-3p/SOD2;1;SARC
miR-625-5p/miR-421/SOD2;1;SARC
miR-625-5p/miR-424-5p/SOD2;1;SARC
miR-653-5p/miR-144-5p/SOD2;1;SARC
miR-653-5p/miR-330-3p/SOD2;1;SARC
miR-7-1-3p/miR-331-3p/SOD2;1;SARC
miR-9-5p/let-7c-5p/SOD2;1;CESC
miR-99b-3p/miR-409-5p/SOD2;1;CESC
miR-199b-5p/miR-1304-5p/SORL1;1;THYM
miR-30a-3p/miR-127-5p/SORL1;1;BLCA
miR-125b-5p/miR-369-3p/SOX4;1;THYM
miR-125b-5p/miR-376c-3p/SOX4;1;THYM
miR-125b-5p/miR-519a-3p/SOX4;1;THYM
miR-125b-5p/miR-519c-3p/SOX4;1;THYM
miR-125b-5p/miR-519d-3p/SOX4;1;THYM
miR-125b-5p/miR-539-5p/SOX4;1;THYM
miR-3065-5p/miR-30a-5p/SOX4;1;THYM
miR-376c-3p/miR-125a-5p/SOX4;1;THYM
miR-26a-5p/let-7f-5p/SOX5;1;SARC
miR-34a-5p/miR-335-5p/SOX5;1;SARC
miR-128-3p/miR-616-5p/SOX11;1;THYM
miR-204-5p/miR-942-5p/SOX11;1;STAD
miR-27b-3p/miR-221-3p/SOX11;1;SARC
miR-3065-3p/miR-7-5p/SOX11;1;HNSC
miR-338-5p/miR-153-3p/SOX11;1;ESCA
miR-363-3p/miR-616-5p/SOX11;1;THYM
miR-4326/miR-153-3p/SOX11;1;THCA
miR-550a-3p/miR-550a-5p/SOX11;1;OV
miR-616-5p/miR-942-5p/SOX11;1;THYM
let-7f-5p/miR-20a-5p/DST;1;LUAD
miR-129-5p/miR-196a-5p/DST;1;CESC
miR-181c-5p/miR-335-5p/DST;1;SARC
miR-181c-5p/miR-548j-5p/DST;1;THYM
miR-188-3p/miR-129-5p/DST;1;SARC
miR-222-3p/miR-335-5p/DST;1;SARC
miR-29b-2-5p/miR-215-5p/DST;1;SARC
miR-301b-3p/miR-10a-5p/DST;1;SARC
miR-335-5p/miR-342-3p/DST;1;STAD
miR-192-5p/miR-145-5p/SP4;1;STAD
miR-18b-5p/miR-335-3p/SP100;1;TGCT
miR-141-5p/miR-942-5p/SPIB;1;STAD
miR-33a-5p/miR-1301-3p/SPTBN1;1;ESCA
miR-33a-5p/miR-130b-5p/SPTBN1;1;ESCA
miR-33a-5p/miR-205-5p/SPTBN1;1;THYM
miR-192-5p/miR-30c-2-3p/SRD5A1;1;BLCA
miR-181a-5p/miR-10b-5p/BRCA1;1;SARC
miR-181d-5p/miR-20b-5p/BRCA1;1;TGCT
let-7c-5p/miR-483-3p/SREBF1;1;BRCA
miR-342-5p/miR-495-3p/SREBF1;1;TGCT
miR-2355-5p/miR-196a-5p/SRF;1;SARC
miR-191-3p/miR-192-5p/SSTR2;1;UCS
miR-29c-3p/miR-182-5p/ZFP36L1;1;LUSC
miR-30b-5p/miR-548f-3p/ZFP36L1;1;COAD
miR-642a-5p/miR-432-5p/STC1;1;UCEC
miR-9-3p/miR-130a-3p/STC1;1;BRCA
miR-199a-3p/miR-154-5p/AURKA;1;THYM
miR-519a-5p/miR-149-5p/AURKA;1;THYM
miR-519a-5p/miR-518c-5p/AURKA;1;THYM
miR-493-3p/miR-940/SURF6;1;TGCT
miR-142-3p/miR-153-3p/SYT4;1;PRAD
miR-142-3p/miR-3065-5p/SYT4;1;STAD
miR-1271-5p/miR-106a-5p/TACC1;1;BLCA
miR-1271-5p/miR-500a-5p/TACC1;1;BLCA
miR-1271-5p/miR-96-5p/TACC1;1;BLCA
miR-181a-2-3p/miR-616-5p/TACC1;1;BLCA
miR-20b-5p/miR-96-5p/TACC1;1;TGCT
miR-548j-5p/miR-500a-5p/TACC1;1;TGCT
miR-124-3p/miR-518e-3p/KLF9;1;TGCT
miR-9-5p/miR-129-5p/TAGLN;1;SARC
miR-335-5p/miR-424-5p/ZEB1;1;BLCA
miR-1306-3p/let-7c-5p/TFAP2A;1;UCS
miR-195-5p/miR-214-3p/TFAP2A;1;SKCM
miR-937-3p/miR-548f-3p/NR2F2;1;COAD
miR-30c-2-3p/miR-199b-5p/TFDP2;1;THYM
miR-195-5p/miR-100-5p/TFPI;1;THYM
miR-766-3p/miR-432-5p/TFPI;1;LGG
miR-124-3p/miR-615-3p/TFRC;1;TGCT
miR-125b-5p/miR-181c-5p/TFRC;1;THYM
miR-136-5p/miR-450b-5p/TFRC;1;THYM
miR-181d-5p/miR-125b-5p/TFRC;1;THYM
miR-221-3p/miR-766-3p/TFRC;1;SARC
miR-30b-3p/let-7a-3p/TFRC;1;SARC
miR-615-3p/miR-7-5p/TFRC;1;TGCT
miR-20b-5p/miR-17-5p/TGFB1I1;1;THYM
miR-20b-5p/miR-196b-5p/TGFB1I1;1;THYM
miR-93-5p/miR-196b-5p/TGFB1I1;1;THYM
miR-93-5p/miR-20b-5p/TGFB1I1;1;THYM
miR-378a-3p/miR-29c-3p/TGFB2;1;HNSC
miR-181a-5p/miR-340-5p/TGFBR3;1;SARC
miR-130a-5p/let-7c-5p/THBS1;1;HNSC
miR-130a-5p/miR-132-3p/THBS1;1;SARC
miR-135b-5p/miR-550a-3p/THBS1;1;BLCA
miR-136-5p/miR-181a-2-3p/THBS1;1;SARC
miR-193b-3p/miR-193b-5p/THBS1;1;STAD
miR-210-3p/let-7c-5p/THBS1;1;HNSC
miR-210-3p/miR-455-3p/THBS1;1;COAD
miR-23c/miR-20a-3p/THBS1;1;LIHC
miR-29b-3p/miR-487b-3p/THBS1;1;SARC
miR-30a-3p/miR-590-5p/THBS1;1;SARC
miR-34a-3p/miR-320c/THBS1;1;COAD
miR-550a-3p/miR-181b-5p/THBS1;1;BLCA
miR-550a-3p/miR-455-3p/THBS1;1;COAD
miR-628-5p/miR-30a-3p/THBS1;1;SARC
miR-26b-5p/miR-320b/THRB;1;STAD
miR-320b/miR-204-5p/THRB;1;STAD
miR-33b-3p/miR-139-3p/THY1;1;TGCT
miR-19a-3p/miR-215-5p/KLF10;1;BLCA
miR-215-5p/miR-17-5p/KLF10;1;BLCA
miR-215-5p/miR-18a-5p/KLF10;1;BLCA
miR-205-5p/miR-30c-1-3p/TIMP2;1;KIRP
miR-335-5p/miR-155-5p/TLE4;1;STAD
miR-146a-5p/miR-589-3p/TLL1;1;SARC
miR-182-5p/miR-1271-5p/TLN1;1;TGCT
miR-182-5p/miR-370-3p/TLN1;1;TGCT
miR-182-5p/miR-432-5p/TLN1;1;TGCT
miR-20b-5p/miR-345-5p/TSPAN6;1;COAD
miR-766-3p/miR-182-5p/TSPAN4;1;THYM
miR-130a-5p/miR-219a-1-3p/TNFAIP3;1;SARC
miR-219a-1-3p/miR-29b-3p/TNFAIP3;1;SARC
miR-513a-5p/miR-125b-5p/TNFAIP3;1;ACC
miR-940/miR-519a-5p/TNFAIP3;1;TGCT
miR-125a-5p/miR-130a-3p/TNFRSF1B;1;THYM
miR-340-5p/miR-93-3p/TNS1;1;LUAD
miR-22-5p/miR-7-2-3p/TOP2A;1;LGG
miR-22-5p/miR-7-5p/TOP2A;1;LGG
miR-942-5p/miR-7-5p/TOP2A;1;PCPG
miR-29b-3p/miR-96-5p/TP53BP1;1;TGCT
miR-96-5p/miR-29a-3p/TP53BP1;1;TGCT
miR-221-5p/miR-19a-3p/TPD52;1;SARC
miR-138-5p/miR-27a-5p/TPM1;1;LUSC
miR-23a-5p/miR-503-5p/TPM1;1;BLCA
miR-23a-5p/miR-7-5p/TPM1;1;BLCA
miR-33b-5p/miR-33a-5p/TPM1;1;PAAD
miR-127-5p/miR-485-5p/C3;1;TGCT
miR-377-5p/miR-127-5p/C3;1;TGCT
miR-95-3p/miR-182-5p/TRIO;1;SARC
miR-95-3p/miR-708-5p/TRIO;1;SARC
miR-19a-3p/miR-19b-3p/TRPC3;1;SARC
miR-19a-3p/miR-301b-3p/TRPC3;1;THYM
miR-589-3p/miR-130a-5p/TRPC3;1;SARC
miR-130a-3p/miR-29b-3p/TRPS1;1;BLCA
miR-130a-3p/miR-616-5p/TRPS1;1;BLCA
miR-193b-3p/miR-616-5p/TRPS1;1;BLCA
miR-369-3p/miR-30a-3p/TRPS1;1;LIHC
miR-181a-2-3p/miR-92b-3p/TUB;1;THYM
miR-31-5p/let-7f-2-3p/TUB;1;COAD
miR-326/miR-377-5p/TUB;1;SKCM
miR-330-3p/miR-222-3p/TUB;1;BLCA
miR-130b-5p/miR-20b-3p/ZBTB8B;1;THYM
miR-130b-5p/miR-766-3p/ZBTB8B;1;THYM
miR-192-5p/miR-214-3p/ZBTB8B;1;KIRC
miR-192-5p/miR-215-5p/ZBTB8B;1;LUAD
miR-20b-3p/miR-25-5p/ZBTB8B;1;THYM
miR-215-5p/miR-194-3p/ZBTB8B;1;LUAD
miR-23a-5p/miR-550a-5p/ZBTB8B;1;ESCA
miR-363-3p/miR-130b-5p/ZBTB8B;1;THYM
miR-363-3p/miR-20b-3p/ZBTB8B;1;THYM
miR-363-3p/miR-25-3p/ZBTB8B;1;THYM
miR-363-3p/miR-25-5p/ZBTB8B;1;THYM
miR-363-3p/miR-766-3p/ZBTB8B;1;THYM
miR-508-5p/miR-766-3p/ZBTB8B;1;THYM
miR-766-3p/miR-20b-3p/ZBTB8B;1;THYM
miR-766-3p/miR-25-3p/ZBTB8B;1;THYM
miR-766-3p/miR-7-1-3p/ZBTB8B;1;THYM
miR-18a-3p/miR-520g-3p/GTF2H2C;1;THYM
miR-376a-3p/miR-873-5p/ZNF736;1;TGCT
miR-181b-5p/miR-195-5p/VCAM1;1;THYM
miR-335-3p/miR-616-5p/VCL;1;BLCA
miR-302c-3p/miR-122-5p/VDR;1;TGCT
miR-133a-3p/miR-9-5p/VEGFA;1;THYM
miR-20b-5p/miR-150-5p/VEGFA;1;PRAD
miR-330-3p/miR-335-5p/VEGFA;1;PCPG
miR-3662/miR-205-3p/VEGFA;1;THYM
miR-511-5p/miR-1-3p/VEGFA;1;PAAD
miR-1248/miR-767-5p/VHL;1;TGCT
miR-301b-3p/miR-767-5p/VHL;1;TGCT
miR-95-3p/miR-486-5p/VIM;1;BLCA
let-7g-3p/miR-33a-5p/VLDLR;1;COAD
miR-106b-5p/miR-33a-5p/VLDLR;1;SARC
miR-182-5p/miR-199b-3p/VLDLR;1;BLCA
miR-199a-3p/miR-182-5p/VLDLR;1;BLCA
miR-199a-3p/miR-335-5p/VLDLR;1;BLCA
miR-200c-3p/miR-942-5p/VLDLR;1;BLCA
miR-20a-5p/miR-199a-3p/VLDLR;1;UCS
miR-335-5p/miR-199b-3p/VLDLR;1;BLCA
miR-429/miR-135a-5p/VLDLR;1;LIHC
miR-629-3p/miR-33a-5p/VLDLR;1;BLCA
miR-942-5p/miR-33a-5p/VLDLR;1;BLCA
miR-3127-5p/miR-200b-3p/WEE1;1;SARC
miR-29b-3p/miR-215-5p/NSD2;1;SARC
miR-520a-3p/miR-519d-3p/NSD2;1;THYM
miR-520g-3p/miR-519d-3p/NSD2;1;THYM
miR-520h/miR-519d-3p/NSD2;1;THYM
miR-497-5p/miR-144-3p/WNT7A;1;BLCA
miR-215-5p/miR-877-3p/WT1;1;COAD
miR-301b-3p/miR-301a-3p/ZFP36;1;SARC
miR-129-5p/miR-629-3p/ZIC2;1;STAD
miR-326/miR-30a-3p/ZIC2;1;LUAD
miR-1287-5p/miR-628-3p/ZNF711;1;SARC
miR-130b-3p/miR-190a-5p/ZNF711;1;SARC
miR-135b-5p/miR-490-3p/ZNF711;1;BLCA
miR-143-3p/miR-30b-5p/ZNF711;1;LUAD
miR-331-3p/miR-628-3p/ZNF711;1;SARC
miR-497-3p/miR-9-5p/ZNF711;1;THYM
miR-130b-3p/miR-125b-5p/ZNF12;1;STAD
miR-27b-5p/miR-526b-5p/ZNF24;1;SKCM
miR-223-5p/miR-3928-3p/ZNF43;1;STAD
miR-548t-5p/miR-16-1-3p/ZNF99;1;THYM
miR-18a-5p/miR-29a-3p/CA12;1;BLCA
miR-18b-5p/miR-29a-3p/CA12;1;BLCA
miR-2355-3p/miR-335-5p/CA12;1;BLCA
miR-197-3p/miR-675-3p/ZNF208;1;SARC
miR-338-3p/miR-197-3p/ZNF208;1;SARC
miR-584-5p/miR-146b-5p/ZNF208;1;SARC
let-7a-2-3p/miR-30a-5p/ZFAND5;1;THYM
miR-135b-5p/miR-17-5p/ZNF217;1;THYM
miR-135b-5p/miR-20a-5p/ZNF217;1;THYM
miR-141-3p/miR-18a-5p/ZNF217;1;THYM
miR-143-3p/miR-33a-5p/ZNF217;1;STAD
miR-150-3p/miR-663a/ZNF217;1;COAD
miR-192-3p/miR-577/ZNF217;1;TGCT
miR-218-5p/miR-539-5p/DNALI1;1;SARC
miR-203a-3p/miR-218-5p/PTP4A1;1;BLCA
miR-30a-3p/miR-150-5p/PTP4A1;1;THYM
miR-30a-5p/miR-150-5p/PTP4A1;1;THYM
miR-30c-2-3p/miR-196a-5p/PTP4A1;1;SARC
miR-378a-5p/miR-19a-3p/LRP8;1;LIHC
miR-378a-5p/miR-19b-3p/LRP8;1;LIHC
miR-106a-5p/miR-3609/BTG2;1;TGCT
miR-125a-3p/miR-219a-1-3p/BTG2;1;SARC
miR-125a-3p/miR-3199/BTG2;1;BLCA
miR-1266-5p/miR-125a-3p/BTG2;1;COAD
miR-18b-5p/miR-3609/BTG2;1;TGCT
miR-20a-5p/miR-132-5p/BTG2;1;BLCA
miR-214-3p/miR-106a-5p/BTG2;1;LUAD
miR-214-3p/miR-219a-1-3p/BTG2;1;UCS
miR-2355-5p/miR-339-3p/BTG2;1;SARC
miR-330-3p/miR-219a-1-3p/BTG2;1;SARC
miR-339-3p/miR-132-5p/BTG2;1;SARC
miR-339-3p/miR-148b-5p/BTG2;1;SARC
miR-3609/miR-195-5p/BTG2;1;TGCT
miR-3609/miR-9-3p/BTG2;1;TGCT
miR-3609/miR-9-5p/BTG2;1;TGCT
miR-495-3p/miR-339-3p/BTG2;1;SARC
miR-497-5p/miR-3609/BTG2;1;TGCT
miR-616-5p/miR-132-5p/BTG2;1;BLCA
miR-18a-3p/miR-532-5p/PXDN;1;ESCA
miR-29b-3p/let-7f-5p/PXDN;1;SARC
miR-9-5p/miR-33a-3p/PXDN;1;THYM
miR-149-5p/miR-19a-3p/FZD5;1;CESC
miR-130b-5p/miR-3615/GDAP1L1;1;THYM
miR-127-5p/miR-205-5p/AHNAK;1;TGCT
miR-1296-5p/miR-181b-5p/AHNAK;1;BLCA
miR-143-5p/miR-766-3p/AHNAK;1;SARC
miR-145-5p/miR-766-3p/AHNAK;1;SARC
miR-191-5p/miR-196b-5p/AHNAK;1;SARC
miR-197-3p/miR-145-5p/AHNAK;1;SARC
miR-203a-3p/miR-1226-3p/AHNAK;1;COAD
miR-203a-3p/miR-1227-3p/AHNAK;1;COAD
miR-203a-3p/miR-210-3p/AHNAK;1;PCPG
miR-203a-3p/miR-33b-5p/AHNAK;1;COAD
miR-203a-3p/miR-877-5p/AHNAK;1;COAD
miR-205-5p/miR-1305/AHNAK;1;TGCT
miR-22-5p/miR-145-5p/AHNAK;1;SARC
miR-32-3p/miR-324-5p/AHNAK;1;LUAD
miR-33a-5p/miR-143-5p/AHNAK;1;SARC
miR-33a-5p/miR-7-5p/AHNAK;1;PAAD
miR-362-3p/miR-133a-3p/AHNAK;1;SARC
miR-424-3p/miR-330-5p/AHNAK;1;PCPG
miR-424-5p/let-7g-3p/AHNAK;1;COAD
miR-432-5p/miR-9-5p/AHNAK;1;DLBC
miR-487a-3p/miR-205-5p/AHNAK;1;TGCT
miR-7-5p/miR-33b-5p/AHNAK;1;PAAD
miR-223-5p/miR-148a-5p/ZNF655;1;ESCA
miR-142-5p/miR-135a-5p/ST8SIA4;1;PCPG
miR-146b-5p/miR-1226-3p/KCTD15;1;STAD
miR-146b-5p/miR-1292-5p/KCTD15;1;STAD
miR-16-2-3p/miR-454-3p/PRRG4;1;SARC
miR-17-5p/miR-19a-3p/PRRG4;1;SARC
miR-17-5p/miR-362-5p/PRRG4;1;SARC
miR-19a-3p/miR-362-5p/PRRG4;1;SARC
miR-20a-5p/miR-130b-3p/PRRG4;1;UCS
miR-3913-5p/miR-20a-5p/PRRG4;1;BLCA
miR-92b-3p/miR-19b-3p/PRRG4;1;LIHC
miR-491-5p/miR-93-3p/SLC25A23;1;SARC
miR-539-5p/miR-940/CHAC1;1;TGCT
miR-760/miR-212-3p/ATP13A3;1;THYM
miR-93-5p/miR-17-5p/RNF128;1;THYM
miR-93-5p/miR-20a-5p/RNF128;1;THYM
miR-424-5p/miR-708-5p/FAT4;1;STAD
miR-106a-5p/miR-181d-5p/ARSJ;1;KICH
miR-30b-5p/miR-183-5p/PANK3;1;DLBC
miR-496/miR-31-5p/PANK3;1;BLCA
miR-106a-5p/miR-105-5p/PPP1R3B;1;SARC
let-7b-5p/let-7b-3p/C3orf52;1;THYM
miR-301a-3p/miR-130a-3p/STEAP4;1;BLCA
miR-301b-3p/miR-301a-3p/STEAP4;1;SARC
miR-1301-3p/miR-671-5p/MAFK;1;SARC
miR-1301-3p/miR-744-5p/MAFK;1;SARC
miR-1301-3p/miR-92a-3p/MAFK;1;SARC
miR-20b-5p/miR-92b-3p/PEAK1;1;TGCT
miR-454-3p/miR-130a-3p/LONRF3;1;SARC
miR-205-5p/miR-193b-3p/LPCAT1;1;PAAD
miR-20b-5p/miR-106a-5p/CYBRD1;1;SARC
miR-556-5p/miR-188-5p/CYBRD1;1;LIHC
miR-193a-5p/miR-455-5p/TMC7;1;SARC
miR-136-5p/miR-424-5p/TUSC3;1;COAD
miR-30a-3p/miR-539-5p/PYROXD1;1;STAD
miR-17-5p/miR-193b-5p/SYNPO2L;1;SARC
miR-342-3p/miR-93-5p/SYNPO2L;1;STAD
miR-155-5p/miR-497-5p/L2HGDH;1;TGCT
let-7c-5p/miR-186-5p/GREB1L;1;SARC
miR-141-3p/miR-429/GREB1L;1;THYM
miR-181a-5p/miR-16-1-3p/GREB1L;1;THYM
miR-181a-5p/miR-19a-3p/GREB1L;1;THYM
miR-181b-5p/miR-16-1-3p/GREB1L;1;THYM
miR-181b-5p/miR-19a-3p/GREB1L;1;THYM
miR-200a-3p/miR-141-3p/GREB1L;1;THYM
miR-200a-3p/miR-200b-3p/GREB1L;1;STAD
miR-200a-3p/miR-200c-3p/GREB1L;1;STAD
miR-200b-3p/miR-200c-3p/GREB1L;1;STAD
miR-200c-3p/miR-429/GREB1L;1;THYM
miR-26b-5p/miR-484/GREB1L;1;STAD
miR-26b-5p/miR-582-5p/GREB1L;1;STAD
miR-320b/miR-144-3p/GREB1L;1;BRCA
miR-362-3p/miR-484/GREB1L;1;STAD
miR-429/miR-200a-3p/GREB1L;1;HNSC
miR-484/miR-320b/GREB1L;1;STAD
miR-15b-5p/let-7f-1-3p/PHC3;1;SARC
miR-455-5p/miR-196a-5p/PHC3;1;PCPG
miR-130a-5p/miR-148a-5p/SEMA6D;1;BRCA
miR-106a-5p/miR-145-5p/CSRNP3;1;SARC
miR-18a-5p/miR-145-5p/CSRNP3;1;SARC
miR-20b-5p/miR-106a-5p/CSRNP3;1;BLCA
miR-301b-3p/miR-301a-3p/CSRNP3;1;COAD
let-7c-5p/miR-195-5p/GPR157;1;SARC
miR-106a-5p/miR-125b-5p/GPR157;1;BLCA
miR-519d-3p/miR-642a-5p/GPR157;1;TGCT
miR-520h/miR-642a-5p/GPR157;1;TGCT
miR-136-5p/miR-31-3p/ZNF614;1;STAD
miR-944/miR-182-5p/ZNF614;1;CESC
miR-338-3p/miR-766-3p/NR4A3;1;SARC
miR-296-5p/miR-126-5p/ZNF703;1;BRCA
miR-188-3p/miR-505-5p/PGGHG;1;SARC
miR-335-5p/miR-532-3p/PGGHG;1;SARC
miR-1180-3p/miR-20b-5p/CHD9;1;ESCA
miR-20a-5p/miR-499a-5p/RAB11FIP1;1;THYM
miR-2355-5p/miR-195-5p/RAB11FIP1;1;THYM
miR-29a-3p/miR-195-5p/RAB11FIP1;1;TGCT
miR-29a-3p/miR-502-5p/RAB11FIP1;1;TGCT
miR-29b-3p/miR-195-5p/RAB11FIP1;1;TGCT
miR-29b-3p/miR-518c-5p/RAB11FIP1;1;TGCT
miR-29b-3p/miR-519d-3p/RAB11FIP1;1;TGCT
miR-29b-3p/miR-520a-3p/RAB11FIP1;1;TGCT
miR-29b-3p/miR-526b-3p/RAB11FIP1;1;TGCT
miR-29c-3p/miR-195-5p/RAB11FIP1;1;TGCT
miR-29c-3p/miR-518c-5p/RAB11FIP1;1;TGCT
miR-29c-3p/miR-519d-3p/RAB11FIP1;1;TGCT
miR-29c-3p/miR-526b-3p/RAB11FIP1;1;TGCT
miR-520c-3p/miR-29b-3p/RAB11FIP1;1;TGCT
miR-520c-3p/miR-29c-3p/RAB11FIP1;1;TGCT
miR-3922-3p/miR-302a-3p/ORAI2;1;TGCT
miR-3922-3p/miR-302c-3p/ORAI2;1;TGCT
miR-3922-3p/miR-302d-3p/ORAI2;1;TGCT
miR-3922-3p/miR-367-3p/ORAI2;1;TGCT
miR-335-3p/miR-17-5p/CCDC6;1;SARC
miR-221-3p/miR-21-5p/PDGFD;1;SARC
miR-135b-5p/miR-744-5p/KLHL15;1;UCS
miR-192-5p/miR-376a-5p/KLHL15;1;STAD
miR-320d/miR-125b-5p/KLHL15;1;STAD
miR-200b-3p/miR-200c-3p/TET1;1;SKCM
miR-205-3p/miR-642a-5p/TET1;1;CESC
miR-29b-3p/miR-877-5p/TET1;1;CESC
miR-1276/miR-301b-3p/CPEB4;1;COAD
miR-181d-5p/miR-155-5p/CPEB4;1;KIRC
miR-335-3p/miR-429/CPEB4;1;TGCT
miR-106a-5p/miR-92b-3p/TNKS2;1;THYM
miR-29a-3p/miR-29b-3p/RNF39;1;SARC
miR-200b-3p/miR-1-3p/ADAM12;1;STAD
miR-20a-5p/miR-625-5p/FOSL1;1;THYM
miR-138-5p/miR-30a-3p/DUSP16;1;THYM
miR-133a-3p/miR-181b-5p/APOL6;1;SARC
miR-181c-5p/miR-218-5p/APOL6;1;SARC
miR-181d-5p/miR-218-5p/APOL6;1;SARC
miR-200a-5p/miR-940/APOL6;1;SARC
miR-331-3p/miR-542-3p/APOL6;1;SARC
miR-542-3p/miR-340-5p/APOL6;1;SARC
miR-874-3p/miR-340-5p/APOL6;1;SARC
miR-874-3p/miR-542-3p/APOL6;1;SARC
miR-92a-1-5p/miR-19b-1-5p/APOL6;1;SARC
miR-34c-5p/miR-548e-3p/LNPK;1;TGCT
let-7g-3p/miR-326/HMGA2;1;PRAD
let-7g-3p/miR-33b-5p/HMGA2;1;PRAD
miR-194-5p/miR-29b-3p/HMGA2;1;SKCM
miR-194-5p/miR-363-3p/HMGA2;1;STAD
miR-196b-5p/miR-30c-2-3p/HMGA2;1;STAD
miR-222-5p/miR-508-3p/HMGA2;1;ESCA
miR-30b-3p/miR-495-3p/HMGA2;1;HNSC
miR-320d/miR-363-3p/HMGA2;1;LUAD
miR-33a-5p/miR-30c-2-3p/HMGA2;1;STAD
miR-532-3p/miR-30c-2-3p/HMGA2;1;STAD
miR-935/miR-497-5p/PABPN1;1;TGCT
miR-136-3p/miR-141-3p/CALU;1;SARC
miR-195-5p/miR-424-5p/GAN;1;STAD
miR-491-5p/miR-181a-2-3p/SLC7A5;1;DLBC
miR-142-3p/miR-29b-3p/SLC38A1;1;LGG
miR-155-5p/miR-664a-5p/SLC38A1;1;SARC
miR-203a-3p/miR-155-5p/SLC38A1;1;SARC
miR-218-5p/miR-125b-2-3p/SLC38A1;1;ESCA
miR-29b-3p/miR-125b-5p/SLC38A1;1;UCEC
miR-32-3p/miR-143-3p/SLC38A1;1;STAD
miR-424-3p/miR-19a-3p/SLC38A1;1;STAD
miR-424-3p/miR-19b-3p/SLC38A1;1;STAD
miR-7-5p/miR-143-3p/SLC38A1;1;STAD
miR-758-3p/miR-15b-5p/SLC38A1;1;THYM
miR-1-3p/miR-362-5p/ANP32E;1;COAD
miR-146a-5p/miR-940/TSPAN14;1;KICH
miR-150-3p/miR-212-3p/VMP1;1;THYM
let-7c-5p/miR-186-5p/SLCO5A1;1;SARC
miR-17-5p/let-7c-5p/SLCO5A1;1;SARC
miR-17-5p/let-7e-5p/SLCO5A1;1;SARC
miR-17-5p/miR-30b-5p/SLCO5A1;1;DLBC
miR-192-3p/miR-20b-5p/SLCO5A1;1;BLCA
miR-20a-5p/let-7c-5p/SLCO5A1;1;SARC
miR-519d-3p/miR-519c-3p/SLCO5A1;1;THYM
miR-151a-3p/miR-133a-3p/NETO2;1;BLCA
miR-27b-3p/miR-29b-3p/SPRY4;1;SARC
miR-342-5p/miR-129-2-3p/SPRY4;1;TGCT
miR-199a-5p/miR-766-3p/ZNF611;1;THYM
miR-766-3p/miR-215-5p/ZNF611;1;THYM
miR-192-5p/miR-214-3p/NRIP1;1;SARC
miR-651-5p/miR-7-5p/NRIP1;1;TGCT
miR-125a-3p/miR-504-5p/GATD3;1;LGG
miR-203a-3p/miR-452-3p/ARID1A;1;THYM
miR-204-5p/miR-501-3p/PICALM;1;KICH
miR-29a-3p/miR-29a-5p/FZD4;1;BLCA
miR-106b-5p/miR-19b-3p/FZD6;1;SARC
miR-19b-3p/miR-10a-3p/FZD6;1;SARC
miR-19b-3p/miR-550a-5p/FZD6;1;SARC
miR-205-3p/miR-651-5p/FZD6;1;TGCT
miR-9-3p/miR-20b-5p/H2BC8;1;HNSC
miR-183-5p/miR-511-5p/PITPNM3;1;STAD
miR-629-3p/miR-200b-3p/PITPNM3;1;ESCA
miR-642a-5p/miR-429/PITPNM3;1;STAD
miR-20b-5p/miR-20a-5p/TCF7L1;1;THYM
miR-195-5p/miR-576-5p/RASSF5;1;SARC
miR-149-5p/miR-205-5p/GUCD1;1;UCS
miR-129-5p/miR-29c-3p/H4C3;1;LGG
miR-149-3p/miR-130b-3p/SESN2;1;UCS
miR-149-3p/miR-301b-3p/SESN2;1;UCS
miR-29a-3p/miR-29b-3p/CRISPLD1;1;BLCA
miR-93-3p/miR-142-5p/RAB34;1;BLCA
