Triplet;Count;CancerTypes
miR-20a-5p/miR-33a-5p/DUSP8;1;BLCA
miR-33a-5p/miR-93-5p/DUSP8;1;BLCA
miR-330-3p/miR-330-5p/E2F1;1;SARC
let-7b-5p/miR-519d-3p/E2F2;1;THYM
miR-199a-3p/miR-519d-3p/E2F2;1;THYM
miR-222-5p/miR-31-5p/E2F2;1;LGG
miR-31-5p/let-7b-5p/E2F2;1;THYM
miR-31-5p/miR-199a-3p/E2F2;1;LGG
miR-31-5p/miR-199b-3p/E2F2;1;LGG
miR-31-5p/miR-676-3p/E2F2;1;LGG
miR-519d-3p/miR-31-5p/E2F2;1;THYM
miR-676-3p/miR-331-3p/E2F2;1;LGG
miR-1305/miR-376a-3p/E2F3;1;ACC
miR-33a-3p/miR-106a-5p/ABCA1;1;LUAD
miR-130a-3p/miR-33b-5p/EDN1;1;THYM
miR-19b-1-5p/miR-33b-5p/EDN1;1;BLCA
miR-502-5p/miR-103a-2-5p/EEF2;1;ESCA
miR-362-5p/miR-146b-5p/EFNA5;1;STAD
miR-454-5p/miR-362-5p/EFNA5;1;STAD
miR-30a-5p/miR-486-5p/CELSR3;1;LIHC
miR-133a-3p/miR-874-3p/CELSR2;1;BLCA
miR-17-5p/miR-328-3p/CELSR2;1;SARC
miR-18a-5p/miR-182-5p/CELSR2;1;SARC
miR-18a-5p/miR-425-5p/CELSR2;1;SARC
miR-425-5p/miR-328-3p/CELSR2;1;SARC
miR-939-5p/miR-10a-3p/CELSR2;1;LIHC
miR-125b-5p/miR-497-5p/MEGF9;1;SARC
miR-146b-5p/miR-224-5p/EGFR;1;LIHC
miR-124-3p/miR-520d-5p/EGR1;1;TGCT
miR-424-5p/miR-760/EGR1;1;BLCA
miR-518a-3p/miR-192-5p/EGR1;1;TGCT
miR-518a-3p/miR-520d-5p/EGR1;1;TGCT
miR-518b/miR-520d-5p/EGR1;1;TGCT
miR-518f-3p/miR-520d-5p/EGR1;1;TGCT
miR-520a-3p/let-7b-3p/ZNF367;1;THYM
miR-520a-3p/miR-182-5p/ZNF367;1;THYM
miR-30b-3p/miR-196b-5p/AHR;1;SARC
miR-193b-3p/miR-200a-3p/EPHA2;1;LUAD
miR-760/miR-766-3p/EIF4EBP2;1;TGCT
miR-452-3p/miR-96-5p/EIF4G1;1;TGCT
miR-491-5p/miR-182-3p/EIF4G1;1;TGCT
miR-20a-5p/miR-500a-3p/ELAVL2;1;STAD
miR-582-5p/miR-511-5p/ELAVL3;1;ACC
miR-3065-3p/miR-582-5p/ELF3;1;THYM
miR-629-5p/miR-124-3p/ELF3;1;TGCT
miR-302a-5p/miR-499a-3p/TET3;1;TGCT
miR-3677-3p/miR-3136-5p/TET3;1;UCS
miR-7-5p/miR-548d-3p/TET3;1;TGCT
miR-181a-2-3p/miR-651-5p/ELK4;1;TGCT
miR-18b-5p/miR-30a-5p/ELK4;1;THYM
miR-141-3p/miR-378a-3p/TMEM154;1;HNSC
miR-141-3p/miR-378c/TMEM154;1;HNSC
miR-455-3p/miR-141-3p/TMEM154;1;STAD
miR-335-5p/miR-345-5p/CRYBG1;1;TGCT
miR-503-5p/miR-345-5p/CRYBG1;1;TGCT
miR-107/miR-1298-5p/EN2;1;LGG
miR-497-5p/miR-195-5p/SLC29A1;1;THYM
miR-653-5p/miR-127-3p/SLC29A1;1;LIHC
miR-127-5p/let-7b-5p/TUBB;1;THYM
miR-195-5p/let-7b-5p/TUBB;1;THYM
miR-431-3p/let-7b-5p/TUBB;1;THYM
miR-432-5p/let-7b-5p/TUBB;1;THYM
miR-493-3p/let-7b-5p/TUBB;1;THYM
miR-495-3p/let-7b-5p/TUBB;1;THYM
miR-526b-5p/let-7b-5p/TUBB;1;THYM
miR-200b-3p/miR-221-5p/EP300;1;SKCM
miR-7-5p/miR-760/EP300;1;THYM
let-7b-5p/miR-30a-5p/EPB41;1;THYM
miR-29a-3p/miR-29b-3p/ANO5;1;BLCA
miR-7-5p/miR-181b-5p/STOM;1;BLCA
let-7c-5p/miR-143-5p/EPHA4;1;SARC
miR-10a-5p/miR-106a-5p/EPHA4;1;BLCA
miR-20b-5p/miR-10a-5p/EPHA4;1;BLCA
miR-301a-3p/miR-143-5p/EPHA4;1;SARC
miR-34a-5p/miR-301b-3p/EPHA4;1;UCEC
miR-103a-2-5p/miR-141-3p/EPHA7;1;BLCA
miR-103a-2-5p/miR-196b-5p/EPHA7;1;BLCA
miR-103a-2-5p/miR-200a-3p/EPHA7;1;BLCA
miR-103a-2-5p/miR-331-3p/EPHA7;1;BLCA
miR-103a-2-5p/miR-33a-5p/EPHA7;1;BLCA
miR-103a-2-5p/miR-421/EPHA7;1;BLCA
miR-130b-3p/miR-103a-2-5p/EPHA7;1;BLCA
miR-130b-3p/miR-331-3p/EPHA7;1;BLCA
miR-130b-3p/miR-3928-3p/EPHA7;1;BLCA
miR-141-3p/miR-196b-5p/EPHA7;1;BLCA
miR-141-3p/miR-421/EPHA7;1;BLCA
miR-33a-5p/miR-196b-5p/EPHA7;1;BLCA
miR-33a-5p/miR-331-3p/EPHA7;1;BLCA
miR-33a-5p/miR-455-3p/EPHA7;1;COAD
miR-3928-3p/miR-141-3p/EPHA7;1;BLCA
miR-3928-3p/miR-196b-5p/EPHA7;1;BLCA
miR-30a-3p/miR-497-5p/HIPK1;1;THYM
miR-497-3p/miR-99a-3p/HIPK1;1;THYM
miR-181d-5p/miR-20b-5p/C2orf69;1;TGCT
miR-23b-3p/miR-125b-2-3p/C2orf69;1;SARC
miR-149-5p/miR-181d-5p/EPS8;1;SARC
miR-192-5p/miR-149-5p/EPS8;1;SARC
miR-27b-3p/miR-493-5p/EPS8;1;SARC
miR-629-3p/miR-301b-3p/EREG;1;LUAD
miR-130a-3p/miR-874-3p/ESR1;1;SARC
miR-182-5p/miR-130a-3p/ESR1;1;SARC
miR-182-5p/miR-874-3p/ESR1;1;SARC
miR-18b-5p/miR-182-5p/ESR1;1;CESC
miR-193a-3p/miR-182-5p/ESR1;1;SARC
miR-221-3p/miR-520a-3p/ESR1;1;THYM
miR-519c-3p/miR-221-3p/ESR1;1;THYM
miR-1228-3p/miR-424-5p/ETS1;1;COAD
miR-29a-5p/miR-1229-3p/ETS1;1;LUAD
miR-141-3p/miR-1224-5p/EXT1;1;PAAD
miR-1292-5p/miR-142-5p/EYA1;1;STAD
let-7f-5p/let-7e-5p/ALCAM;1;SARC
miR-19a-3p/miR-19b-3p/ALCAM;1;SARC
miR-215-5p/miR-483-5p/ALCAM;1;THYM
miR-18b-5p/miR-18a-3p/F3;1;BLCA
miR-205-5p/miR-335-5p/ACSL1;1;TGCT
miR-33b-5p/miR-26a-1-3p/ACSL4;1;UCEC
miR-330-5p/miR-1304-5p/BPTF;1;SKCM
miR-15b-3p/miR-338-3p/FASN;1;SKCM
let-7c-5p/miR-190a-5p/FAT1;1;SARC
miR-194-3p/miR-7-5p/FAT1;1;TGCT
miR-214-3p/miR-92a-1-5p/FAT1;1;BLCA
miR-532-3p/miR-582-5p/FAT1;1;SARC
miR-744-3p/let-7f-5p/FAT1;1;LUAD
miR-9-5p/miR-7-5p/FAT1;1;TGCT
miR-1262/miR-1226-3p/UNC5B;1;BLCA
miR-136-5p/miR-424-5p/FBN1;1;COAD
miR-183-3p/miR-224-5p/FBN1;1;CESC
miR-224-5p/miR-424-5p/FBN1;1;COAD
miR-497-5p/miR-9-5p/FBN1;1;SARC
miR-19a-3p/miR-2355-5p/FBN2;1;HNSC
miR-19a-3p/miR-31-3p/FBN2;1;HNSC
miR-2355-5p/miR-18a-5p/FBN2;1;HNSC
miR-2355-5p/miR-19b-3p/FBN2;1;HNSC
miR-31-3p/miR-18a-5p/FBN2;1;HNSC
miR-454-3p/miR-18a-5p/FBN2;1;HNSC
miR-582-5p/miR-150-3p/FBN2;1;HNSC
miR-582-5p/miR-2355-5p/FBN2;1;HNSC
miR-582-5p/miR-345-5p/FBN2;1;HNSC
let-7a-2-3p/miR-497-5p/EFEMP1;1;SARC
miR-190a-5p/miR-214-5p/EFEMP1;1;SARC
miR-214-5p/miR-125b-5p/EFEMP1;1;SARC
miR-429/miR-18a-3p/SLC16A9;1;LUAD
miR-548v/miR-200c-3p/SLC16A9;1;STAD
miR-93-5p/miR-17-5p/SLC16A9;1;THYM
miR-93-5p/miR-20a-5p/SLC16A9;1;THYM
miR-143-3p/miR-421/JMJD1C;1;STAD
miR-7-2-3p/miR-296-5p/SPATA13;1;PCPG
miR-1304-5p/miR-223-5p/NT5DC1;1;THYM
miR-31-5p/miR-548s/C6orf89;1;TGCT
miR-96-5p/miR-214-3p/FOXK1;1;BLCA
miR-483-3p/miR-103a-2-5p/PRR15;1;HNSC
miR-548o-3p/miR-3065-3p/GPC4;1;TGCT
miR-105-5p/miR-363-3p/FGF2;1;BLCA
miR-144-3p/miR-100-3p/FGF2;1;THCA
miR-144-3p/miR-222-5p/FGF2;1;BLCA
miR-190a-5p/miR-199a-3p/FGF2;1;SARC
miR-190a-5p/miR-199b-3p/FGF2;1;SARC
miR-195-3p/miR-199b-3p/FGF2;1;SARC
miR-195-3p/miR-877-5p/FGF2;1;SARC
miR-196a-5p/miR-877-5p/FGF2;1;CESC
miR-199a-3p/miR-195-3p/FGF2;1;SARC
miR-199a-3p/miR-582-5p/FGF2;1;SARC
miR-199b-3p/miR-582-5p/FGF2;1;SARC
miR-203a-3p/miR-192-5p/FGF2;1;PAAD
miR-32-5p/miR-192-5p/FGF2;1;SARC
miR-577/miR-215-5p/FGF2;1;ESCA
miR-7-1-3p/miR-582-5p/FGF2;1;SARC
miR-15a-5p/miR-22-3p/FGF9;1;OV
miR-424-5p/miR-188-3p/FGFR1;1;UCS
miR-19a-3p/miR-942-5p/FGFR2;1;SARC
miR-19b-1-5p/miR-19a-3p/FGFR2;1;STAD
miR-942-5p/miR-19b-1-5p/FGFR2;1;STAD
miR-17-5p/miR-10a-5p/FHL2;1;SARC
miR-486-3p/miR-3662/FHL2;1;TGCT
let-7e-5p/miR-616-5p/IKZF3;1;SARC
miR-149-3p/miR-665/IKZF3;1;TGCT
miR-30c-1-3p/miR-1228-3p/IKZF3;1;PAAD
miR-125b-5p/let-7b-5p/IKZF2;1;THYM
miR-450b-5p/miR-188-3p/IKZF2;1;SARC
miR-106b-5p/miR-378a-5p/HSPA4L;1;SARC
miR-1185-5p/miR-450b-5p/HSPA4L;1;TGCT
miR-146a-5p/miR-17-5p/HSPA4L;1;STAD
miR-431-5p/miR-20a-5p/HSPA4L;1;STAD
miR-889-3p/miR-302c-3p/HSPA4L;1;TGCT
miR-146a-5p/miR-196b-5p/RHOBTB3;1;PAAD
miR-196a-5p/miR-9-5p/RHOBTB3;1;THYM
miR-27b-3p/miR-590-3p/CPEB3;1;SARC
miR-129-5p/miR-96-5p/FNDC3A;1;ESCA
miR-142-3p/miR-582-3p/FNDC3A;1;SARC
miR-129-5p/miR-483-5p/MLXIP;1;SARC
miR-2110/miR-23a-5p/FKBP5;1;SARC
miR-539-5p/miR-200c-3p/FKBP5;1;TGCT
miR-539-5p/miR-512-5p/FKBP5;1;THYM
miR-183-3p/miR-142-5p/BTBD3;1;ESCA
miR-31-5p/miR-548d-3p/BTBD3;1;TGCT
miR-301a-3p/miR-500a-5p/MAPRE3;1;ESCA
miR-584-5p/miR-193b-3p/ELL2;1;PAAD
miR-148a-3p/miR-9-5p/DKK1;1;HNSC
miR-19a-3p/miR-182-5p/FOXF2;1;THYM
miR-125a-3p/miR-185-3p/FOXC1;1;SARC
miR-20b-5p/miR-483-5p/FOXC1;1;SARC
miR-93-5p/miR-133a-3p/FOXC1;1;STAD
miR-766-3p/miR-483-3p/NT5C2;1;THYM
miR-20a-3p/miR-362-3p/FOXL1;1;SARC
miR-582-3p/miR-186-5p/WDFY3;1;SARC
miR-182-5p/miR-20a-5p/DAAM1;1;LIHC
miR-18b-5p/miR-31-5p/KLHDC10;1;TGCT
miR-550a-3p/miR-30c-2-3p/SPEN;1;SARC
let-7f-5p/miR-455-3p/SMG1;1;LUAD
miR-1271-5p/miR-141-3p/SMG1;1;TGCT
miR-548j-5p/miR-130b-3p/SMG1;1;TGCT
miR-548j-5p/miR-744-3p/SMG1;1;TGCT
miR-149-5p/miR-24-3p/FOXM1;1;LGG
miR-1304-5p/miR-592/NMNAT2;1;THYM
miR-223-3p/miR-9-5p/FOXO1;1;KICH
miR-335-5p/miR-582-3p/FOXO1;1;ESCA
miR-370-3p/miR-29a-3p/ERC1;1;TGCT
miR-450b-5p/miR-20b-5p/EXPH5;1;LIHC
miR-130b-5p/miR-196b-5p/PEG10;1;THYM
miR-1323/miR-182-5p/PEG10;1;TGCT
miR-1323/miR-548j-5p/PEG10;1;TGCT
miR-1323/miR-942-5p/PEG10;1;TGCT
miR-182-5p/miR-128-3p/PEG10;1;THYM
miR-182-5p/miR-516b-5p/PEG10;1;TGCT
miR-3065-3p/miR-30a-5p/PEG10;1;BRCA
miR-30d-5p/miR-221-5p/PEG10;1;DLBC
miR-34c-3p/miR-516b-5p/PEG10;1;TGCT
miR-378a-3p/miR-1323/PEG10;1;TGCT
miR-378a-3p/miR-182-5p/PEG10;1;TGCT
miR-378a-3p/miR-548o-3p/PEG10;1;TGCT
miR-545-5p/miR-128-3p/PEG10;1;THYM
miR-548o-3p/miR-196a-5p/PEG10;1;THYM
miR-766-3p/miR-182-5p/PEG10;1;THYM
miR-766-3p/miR-548o-3p/PEG10;1;THYM
miR-942-5p/miR-516b-5p/PEG10;1;TGCT
miR-7-5p/miR-760/ZC3H13;1;THYM
miR-511-5p/miR-483-3p/KIF1B;1;TGCT
miR-3065-3p/miR-129-5p/LPIN1;1;TGCT
miR-135b-5p/miR-497-3p/PRRC2C;1;THYM
miR-582-3p/miR-29c-3p/DTX4;1;SARC
miR-130a-5p/miR-520a-5p/SYNE2;1;THYM
miR-141-3p/miR-181a-2-3p/SYNE2;1;SARC
miR-589-5p/miR-331-3p/NUP210;1;SARC
miR-125b-5p/miR-3065-5p/VPS13A;1;STAD
miR-26b-5p/miR-125b-5p/VPS13A;1;STAD
miR-18a-5p/miR-455-5p/ARC;1;STAD
miR-19a-3p/miR-135b-5p/ARC;1;STAD
miR-376b-3p/miR-218-5p/PDS5A;1;UCS
miR-195-5p/miR-424-5p/OTUD3;1;STAD
miR-106a-5p/miR-19a-3p/ADGRL2;1;BLCA
miR-181a-5p/miR-29c-3p/CAMSAP2;1;SARC
miR-629-3p/miR-539-5p/ACSL6;1;STAD
miR-31-5p/miR-3609/SATB2;1;TGCT
miR-655-3p/miR-410-3p/TRIM2;1;UCS
let-7a-3p/miR-29b-3p/SASH1;1;SARC
miR-203a-3p/miR-224-5p/SYNM;1;ESCA
miR-33b-3p/miR-34c-3p/SYNM;1;TGCT
miR-33b-3p/miR-3662/SYNM;1;TGCT
miR-96-5p/miR-33b-3p/SYNM;1;TGCT
miR-96-5p/miR-3662/SYNM;1;TGCT
miR-33a-5p/miR-200a-3p/SYNE1;1;LUAD
miR-124-3p/miR-7-5p/FN1;1;TGCT
miR-130a-3p/miR-27a-5p/FN1;1;STAD
miR-136-3p/miR-214-5p/FN1;1;SARC
miR-199a-3p/miR-218-5p/FN1;1;SARC
miR-199a-3p/miR-30c-2-3p/FN1;1;SARC
miR-199b-3p/miR-181a-2-3p/FN1;1;SARC
miR-199b-3p/miR-218-5p/FN1;1;SARC
miR-199b-3p/miR-30c-2-3p/FN1;1;SARC
miR-214-5p/miR-181a-2-3p/FN1;1;SARC
miR-218-5p/miR-136-3p/FN1;1;SARC
miR-218-5p/miR-299-5p/FN1;1;SARC
miR-218-5p/miR-539-5p/FN1;1;SARC
miR-376c-3p/miR-218-5p/FN1;1;SARC
miR-411-5p/miR-199a-5p/FN1;1;SARC
miR-411-5p/miR-214-5p/FN1;1;SARC
miR-411-5p/miR-218-5p/FN1;1;SARC
miR-432-5p/miR-218-5p/FN1;1;SARC
miR-432-5p/miR-511-5p/FN1;1;SARC
miR-432-5p/miR-589-3p/FN1;1;SARC
miR-539-5p/miR-199a-5p/FN1;1;SARC
miR-539-5p/miR-214-3p/FN1;1;SARC
miR-539-5p/miR-214-5p/FN1;1;SARC
miR-539-5p/miR-511-5p/FN1;1;SARC
miR-224-5p/miR-497-5p/UBR4;1;TGCT
miR-143-3p/miR-143-5p/PSD3;1;UVM
miR-194-3p/miR-323a-3p/PSD3;1;HNSC
miR-146b-3p/miR-760/OBSL1;1;BLCA
miR-16-2-3p/miR-502-5p/KIAA0895;1;SARC
miR-497-5p/miR-29b-3p/KIAA0895;1;CESC
miR-141-3p/miR-7-5p/ZDHHC17;1;THYM
miR-18b-5p/miR-7-1-3p/DICER1;1;TGCT
miR-29b-3p/miR-215-5p/DICER1;1;TGCT
miR-200c-3p/miR-429/ZFPM2;1;THYM
miR-129-5p/miR-96-5p/SLC44A1;1;PAAD
miR-135b-5p/miR-589-3p/CBX6;1;COAD
miR-18a-3p/miR-135b-5p/CBX6;1;COAD
miR-2355-5p/miR-342-5p/CBX6;1;BLCA
miR-1307-3p/miR-1301-3p/NPTXR;1;BLCA
miR-501-3p/miR-939-5p/NPTXR;1;BLCA
miR-200c-3p/miR-429/CBX5;1;CHOL
miR-766-3p/miR-181a-2-3p/MACF1;1;DLBC
miR-141-3p/miR-7-5p/BICRAL;1;THYM
miR-1266-5p/miR-218-5p/POFUT1;1;STAD
miR-182-5p/miR-125b-5p/SUZ12;1;THYM
miR-520d-3p/miR-125b-5p/SUZ12;1;THYM
miR-214-5p/miR-181c-5p/RPL13A;1;LGG
miR-10a-5p/miR-455-3p/ZNF281;1;SARC
miR-98-5p/miR-320b/RBFOX2;1;UCS
miR-30c-2-3p/miR-30b-3p/FOSL2;1;SARC
miR-483-3p/miR-19b-3p/FOSL2;1;SARC
miR-483-3p/miR-30c-2-3p/FOSL2;1;SARC
miR-539-5p/miR-30b-3p/FOSL2;1;SARC
miR-548b-3p/miR-18b-3p/TSPAN15;1;TGCT
miR-629-5p/miR-1-3p/WBP2;1;SARC
miR-30a-3p/miR-215-5p/ARL2BP;1;THYM
miR-1271-5p/miR-193b-3p/DDAH1;1;BLCA
miR-301a-3p/miR-92b-3p/CD2AP;1;TGCT
miR-92b-3p/miR-301b-3p/CD2AP;1;TGCT
miR-625-5p/miR-424-5p/PHLDA3;1;COAD
miR-150-5p/miR-452-3p/KPNA6;1;TGCT
miR-145-5p/miR-130b-5p/PLXNB2;1;SARC
miR-215-5p/miR-30a-5p/SLC7A11;1;STAD
miR-30b-5p/miR-130a-3p/SLC7A11;1;LUAD
miR-410-3p/miR-223-5p/SLC7A11;1;ACC
miR-410-3p/miR-30a-5p/SLC7A11;1;ESCA
miR-192-5p/miR-3662/CEMIP2;1;UCS
miR-376c-3p/miR-7-1-3p/CEMIP2;1;THYM
miR-136-5p/miR-1-3p/STX12;1;SARC
miR-182-5p/miR-30a-5p/SGK3;1;LIHC
miR-21-5p/miR-192-5p/CADM1;1;SARC
miR-143-3p/miR-19a-3p/GABARAPL1;1;SARC
miR-19b-3p/miR-143-3p/GABARAPL1;1;SARC
miR-143-3p/miR-20a-5p/TMEM245;1;LIHC
miR-17-5p/miR-130b-5p/FLRT2;1;LUSC
let-7f-5p/miR-19a-3p/ALOX5;1;LUAD
miR-106a-5p/miR-628-5p/FRK;1;SARC
miR-212-3p/miR-2110/FRK;1;SARC
miR-628-5p/miR-9-3p/FRK;1;SARC
miR-9-3p/miR-20b-5p/FRK;1;SARC
miR-125b-2-3p/miR-21-3p/RICTOR;1;SARC
miR-302a-3p/miR-512-3p/CADM2;1;TGCT
miR-302a-3p/miR-519d-3p/CADM2;1;TGCT
miR-302a-3p/miR-520d-3p/CADM2;1;TGCT
miR-520a-3p/miR-302a-3p/CADM2;1;TGCT
miR-520a-3p/miR-302d-3p/CADM2;1;TGCT
miR-520c-3p/miR-302a-3p/CADM2;1;TGCT
miR-526b-5p/miR-302d-3p/CADM2;1;TGCT
miR-181d-5p/miR-34c-5p/UBN2;1;TGCT
let-7c-5p/miR-1-3p/FBXO33;1;SARC
miR-378a-3p/miR-149-5p/RNF169;1;SARC
miR-769-3p/miR-362-3p/CALHM5;1;LUAD
miR-20a-5p/miR-339-5p/GABBR1;1;STAD
miR-339-5p/miR-93-5p/GABBR1;1;STAD
miR-181d-5p/miR-20a-5p/NPNT;1;BLCA
miR-155-5p/miR-7-5p/ANKRD31;1;LIHC
miR-362-3p/miR-29a-5p/WDR72;1;BLCA
miR-125b-5p/miR-497-5p/NEGR1;1;THYM
miR-125b-5p/miR-629-3p/NEGR1;1;SARC
miR-125b-5p/miR-93-3p/NEGR1;1;SARC
miR-195-5p/miR-125b-5p/NEGR1;1;THYM
miR-330-3p/miR-335-3p/NEGR1;1;SARC
miR-421/miR-629-3p/NEGR1;1;SARC
miR-93-3p/miR-629-3p/NEGR1;1;SARC
miR-93-3p/miR-29a-5p/KIAA1549L;1;LUAD
miR-93-5p/miR-17-5p/SLC24A2;1;THYM
miR-93-5p/miR-20a-5p/SLC24A2;1;THYM
miR-3660/miR-130b-3p/SUN2;1;TGCT
miR-15b-5p/miR-20b-5p/BAMBI;1;THYM
miR-301b-3p/miR-338-3p/BAMBI;1;LUAD
miR-301b-3p/miR-511-5p/BAMBI;1;ACC
miR-616-5p/miR-20b-5p/BAMBI;1;THYM
miR-96-5p/miR-616-5p/BACE2;1;THYM
miR-410-3p/miR-381-3p/MGAT4C;1;TGCT
miR-376b-3p/miR-376a-3p/ABI3BP;1;TGCT
miR-340-5p/miR-629-3p/GALNT3;1;KIRC
miR-10a-3p/miR-195-5p/ASPM;1;BLCA
miR-218-5p/miR-107/ASPM;1;LGG
miR-31-5p/miR-195-5p/ASPM;1;THYM
miR-31-5p/miR-218-5p/ASPM;1;LGG
miR-31-5p/miR-376c-3p/ASPM;1;THYM
miR-31-5p/miR-509-3p/ASPM;1;THYM
miR-509-3p/miR-107/ASPM;1;LGG
miR-509-3p/miR-196a-5p/ASPM;1;THYM
miR-509-3p/miR-218-5p/ASPM;1;LGG
miR-106a-5p/miR-539-5p/CLIC4;1;THYM
miR-122-5p/miR-9-5p/CLIC4;1;TGCT
miR-139-5p/miR-10a-3p/CLIC4;1;KIRP
miR-200b-3p/miR-19b-1-5p/CLIC4;1;SARC
miR-200b-3p/miR-9-5p/CLIC4;1;THYM
miR-9-5p/miR-3662/CLIC4;1;THYM
miR-20b-5p/let-7c-5p/PNKD;1;COAD
miR-106b-5p/miR-27b-3p/C2CD2;1;SARC
miR-181a-2-3p/miR-19a-3p/TIPARP;1;SARC
miR-182-5p/miR-96-5p/TIPARP;1;DLBC
miR-96-5p/miR-17-5p/MOXD1;1;OV
miR-3157-5p/miR-96-5p/SPATS2L;1;THYM
miR-15b-5p/miR-149-5p/LRIG1;1;SARC
miR-15b-5p/miR-17-5p/LRIG1;1;SARC
miR-589-3p/miR-15b-5p/LRIG1;1;SARC
miR-29b-3p/miR-548b-3p/LRP10;1;TGCT
miR-501-5p/miR-335-3p/IPCEF1;1;SARC
miR-339-5p/miR-34a-3p/PPP1R16B;1;BLCA
miR-20a-3p/miR-940/AUTS2;1;STAD
miR-940/miR-221-5p/GPSM1;1;HNSC
miR-7-1-3p/miR-495-3p/TOR1AIP1;1;THYM
miR-548t-5p/miR-18a-5p/PYGO1;1;THYM
miR-9-5p/miR-183-5p/TES;1;SARC
miR-20a-3p/miR-410-3p/ZBTB20;1;LIHC
miR-34a-5p/miR-335-5p/ZBTB20;1;KICH
miR-192-5p/miR-424-5p/PHF19;1;BLCA
miR-328-3p/let-7e-5p/PHF19;1;SARC
miR-335-5p/miR-27a-5p/LRRC32;1;BLCA
miR-374a-5p/miR-140-3p/PITPNC1;1;UVM
miR-338-5p/miR-7-5p/GATA3;1;LGG
miR-22-3p/miR-181a-5p/SACS;1;SARC
miR-31-5p/miR-642a-5p/SACS;1;BLCA
miR-362-5p/miR-642a-5p/SACS;1;BLCA
miR-450a-5p/miR-424-5p/SACS;1;STAD
miR-503-5p/miR-20a-5p/SACS;1;STAD
miR-503-5p/miR-424-5p/SACS;1;STAD
miR-503-5p/miR-450a-5p/SACS;1;STAD
miR-642a-5p/miR-188-5p/SACS;1;BLCA
miR-877-5p/miR-501-5p/SACS;1;BLCA
let-7c-5p/miR-143-3p/GATM;1;SARC
miR-143-3p/miR-100-5p/GATM;1;SARC
miR-192-5p/miR-100-5p/GATM;1;SARC
miR-651-5p/miR-215-5p/GATM;1;BRCA
miR-125b-5p/miR-10a-5p/NR6A1;1;BLCA
miR-3065-5p/miR-181c-5p/NR6A1;1;THYM
miR-130a-5p/let-7c-5p/MYOF;1;HNSC
miR-130a-5p/let-7f-5p/MYOF;1;SARC
miR-19a-3p/miR-142-3p/GCNT2;1;CESC
miR-32-3p/miR-181d-5p/GCNT2;1;PCPG
miR-23a-5p/miR-222-5p/RGS17;1;HNSC
miR-124-3p/miR-7-5p/GREM1;1;TGCT
miR-299-3p/miR-7-5p/GREM1;1;TGCT
miR-33b-3p/miR-7-5p/GREM1;1;TGCT
miR-665/miR-299-3p/GREM1;1;TGCT
miR-7-5p/miR-455-3p/GGCX;1;LUAD
miR-590-3p/miR-181d-5p/B4GALT1;1;SARC
miR-1270/miR-144-5p/NBEA;1;BLCA
miR-15b-5p/miR-935/NBEA;1;THYM
miR-29b-2-5p/miR-1270/NBEA;1;BLCA
miR-199a-3p/miR-338-3p/CHORDC1;1;TGCT
miR-199b-3p/miR-338-3p/CHORDC1;1;TGCT
miR-339-5p/miR-431-5p/ZNF285;1;STAD
miR-874-3p/miR-431-5p/ZNF285;1;STAD
miR-20a-3p/miR-335-3p/CYFIP2;1;ESCA
let-7c-5p/miR-27b-3p/ABL2;1;SARC
miR-27b-3p/miR-26a-5p/ABL2;1;SARC
miR-29b-2-5p/miR-139-5p/ABL2;1;SARC
miR-29a-3p/miR-19a-3p/PDE7B;1;SARC
miR-942-5p/miR-142-5p/AFF4;1;ACC
miR-196a-5p/miR-145-3p/AGO2;1;STAD
miR-17-5p/miR-26a-5p/TNFRSF21;1;SARC
miR-20a-3p/miR-17-5p/TNFRSF21;1;SARC
miR-20a-3p/miR-193b-3p/TNFRSF21;1;SARC
miR-20a-3p/miR-20a-5p/TNFRSF21;1;SARC
miR-33a-3p/miR-338-3p/SESN1;1;SARC
miR-193a-3p/miR-16-2-3p/PDCD4;1;SKCM
miR-769-3p/miR-143-5p/SULT1B1;1;STAD
miR-200a-3p/miR-29a-5p/RAB30;1;UCS
miR-190a-5p/miR-192-5p/KCNMB4;1;ESCA
miR-145-3p/miR-3913-5p/DESI1;1;SARC
miR-338-3p/miR-223-5p/GLI2;1;HNSC
miR-503-5p/miR-342-5p/GLI2;1;STAD
miR-503-5p/miR-424-5p/GLI2;1;STAD
miR-30a-5p/miR-363-5p/CECR2;1;THYM
miR-885-5p/miR-96-5p/GLUD2;1;UCEC
let-7e-5p/miR-1301-3p/GLUL;1;SARC
let-7e-5p/miR-455-3p/GLUL;1;SARC
miR-1301-3p/miR-455-3p/GLUL;1;SARC
miR-149-5p/miR-455-3p/GLUL;1;SARC
miR-183-5p/miR-500a-3p/GLUL;1;SARC
miR-21-3p/let-7e-5p/GLUL;1;SARC
miR-21-3p/miR-1301-3p/GLUL;1;SARC
miR-497-3p/miR-183-5p/GLUL;1;SARC
miR-500a-3p/miR-455-3p/GLUL;1;SARC
miR-744-3p/let-7e-5p/GLUL;1;SARC
miR-744-3p/miR-500a-3p/GLUL;1;SARC
miR-93-3p/miR-455-3p/GLUL;1;SARC
miR-625-5p/miR-766-3p/SFN;1;THYM
miR-590-5p/miR-30c-1-3p/GP5;1;BLCA
miR-146a-5p/miR-629-3p/GPM6B;1;KIRC
miR-627-5p/miR-326/RBM20;1;STAD
