Two_Var_XZ,Two_Var_YZ,Lancaster_XY_Z,mrna,mirna1,mirna2,BH_rejected,BH_pvalues_adjusted
0.048,0.2595,0.004,10808,hsa-mir-143-3p,hsa-mir-3934-5p,False,0.33099551569506724
0.728,0.224,0.001,10808,hsa-mir-185-3p,hsa-mir-3934-5p,False,0.2350700636942675
0.0285,0.474,0.004,1958,hsa-mir-506-3p,hsa-mir-491-5p,False,0.33099551569506724
0.096,0.429,0.006,317,hsa-mir-143-3p,hsa-mir-155-5p,False,0.3654059405940594
0.2695,0.4885,0.009,1191,hsa-mir-17-5p,hsa-mir-18a-3p,False,0.39922355769230766
0.342,0.1745,0.0025,1408,hsa-mir-18a-3p,hsa-mir-339-5p,False,0.31973019801980196
0.4735,0.189,0.0075,27161,hsa-mir-145-3p,hsa-mir-27a-3p,False,0.3860460251046025
0.45,0.163,0.0035,27161,hsa-mir-495-3p,hsa-mir-27a-3p,False,0.31973019801980196
0.7065,0.082,0.005,27161,hsa-mir-485-3p,hsa-mir-548v,False,0.3535057471264368
0.7435,0.1325,0.001,27161,hsa-mir-485-3p,hsa-mir-27a-3p,False,0.2350700636942675
0.0285,0.8525,0.006,27161,hsa-mir-548v,hsa-mir-542-5p,False,0.3654059405940594
0.141,0.302,0.0095,27161,hsa-mir-1229-3p,hsa-mir-204-5p,False,0.4011521739130435
0.101,0.0265,0.007,27161,hsa-mir-200b-3p,hsa-mir-211-5p,False,0.3815982274741506
0.1085,0.2565,0.0065,57580,hsa-mir-27a-3p,hsa-mir-30c-5p,False,0.3754131455399061
0.288,0.018,0.003,6385,hsa-mir-454-3p,hsa-mir-18a-5p,False,0.31973019801980196
0.1925,0.364,0.0035,84612,hsa-mir-1-3p,hsa-mir-146a-5p,False,0.31973019801980196
0.781,0.4135,0.0055,56937,hsa-mir-629-3p,hsa-mir-301a-3p,False,0.35673637961335675
0.764,0.1895,0.0095,1026,hsa-mir-1229-3p,hsa-mir-2110,False,0.4011521739130435
0.4945,0.1745,0.0035,1026,hsa-mir-589-3p,hsa-mir-454-3p,False,0.31973019801980196
0.0195,0.0795,0.0005,79026,hsa-mir-424-3p,hsa-mir-138-1-3p,False,0.19023711340206184
0.5105,0.06,0.003,79026,hsa-mir-7-5p,hsa-mir-940,False,0.31973019801980196
0.251,0.055,0.005,79026,hsa-let-7a-2-3p,hsa-mir-30c-2-3p,False,0.3535057471264368
0.51,0.5005,0.004,9329,hsa-mir-642a-5p,hsa-mir-615-3p,False,0.33099551569506724
0.31,0.069,0.0095,650,hsa-mir-20a-5p,hsa-mir-19a-3p,False,0.4011521739130435
0.0685,0.3535,0.002,650,hsa-mir-19a-3p,hsa-mir-17-5p,False,0.2940717131474104
