"miRNA1","miRNA2","TF","hgnc_symbol_tf","Target","hgnc_symbol_target","ModeOfRegulation","TwoVar_mirna1_tf","TwoVar_mirna2_tf","mirna1mirna2_tf","TwoVar_mirna1_target","TwoVar_mirna2_target","mirna1mirna2_target","BH_pvalues_adjusted"
"hsa-mir-195-3p","hsa-mir-31-5p",367,"AR",51170,"HSD17B11",1,0.0055,0,0.2235,0.1765,0.241,5e-04,0.00368827124899088
"hsa-mir-30a-5p","hsa-mir-31-5p",367,"AR",51170,"HSD17B11",1,0.0045,0,0.035,0.177,0.2475,5e-04,0.00368827124899088
"hsa-let-7b-5p","hsa-mir-30a-5p",7157,"TP53",51264,"MRPL27",1,0,5e-04,0.0045,0.1645,0.0815,0.0015,0.00903247975899077
"hsa-mir-125b-5p","hsa-mir-30a-5p",7157,"TP53",51264,"MRPL27",1,0,0,0.001,0.03,0.048,5e-04,0.00368827124899088
"hsa-mir-20b-3p","hsa-mir-215-5p",8202,"NCOA3",51366,"UBR5",1,0,0.0055,0.022,0.0225,0.344,0.0035,0.0174080093312597
"hsa-mir-130b-5p","hsa-mir-3662",8202,"NCOA3",51366,"UBR5",1,0,0.004,0.072,0.0265,0.0885,0.0085,0.0338202233212031
"hsa-mir-19a-3p","hsa-mir-627-5p",8648,"NCOA1",51366,"UBR5",1,0.003,0.003,0,0.048,0.0245,0.0085,0.0338202233212031
"hsa-mir-15a-3p","hsa-mir-580-3p",7003,"TEAD1",51454,"GULP1",1,0,0,0.0205,0.0105,0.019,0.008,0.0323407913032486
"hsa-mir-181a-2-3p","hsa-mir-580-3p",7003,"TEAD1",51454,"GULP1",1,0,0,5e-04,0.0925,0.0145,0.0085,0.0338202233212031
"hsa-mir-106a-5p","hsa-mir-135b-5p",4205,"MEF2A",51719,"CAB39",1,0,0.003,0.1705,0.2925,0.1065,0.006,0.0261531961292081
"hsa-mir-20a-5p","hsa-mir-92a-1-5p",4205,"MEF2A",51719,"CAB39",1,0,0,0.007,0.2215,0.6,0.0065,0.0277631385642738
"hsa-let-7b-5p","hsa-mir-30a-3p",3662,"IRF4",51735,"RAPGEF6",1,0,5e-04,0.32,0.0105,0.013,0.0035,0.0174080093312597
"hsa-mir-33b-5p","hsa-mir-410-3p",6667,"SP1",55328,"RNLS",1,0,5e-04,0.7025,0.0215,0.359,0.009,0.0353088600607232
"hsa-mir-130b-3p","hsa-mir-20a-5p",6774,"STAT3",55328,"RNLS",1,0,0,0,0.0125,0.015,0.001,0.00653841042678252
"hsa-mir-17-5p","hsa-mir-20a-5p",6774,"STAT3",55328,"RNLS",1,0,0,0,0.0525,0.0155,0.005,0.022760657604441
"hsa-mir-25-3p","hsa-mir-3065-5p",6667,"SP1",55328,"RNLS",1,0.0015,0,0.1285,0.0145,0.0105,5e-04,0.00368827124899088
"hsa-mir-150-5p","hsa-mir-33b-5p",6667,"SP1",55328,"RNLS",1,0.0015,0,0.142,0.0205,0.0325,0.006,0.0261531961292081
"hsa-let-7b-5p","hsa-mir-125b-5p",7157,"TP53",55367,"PIDD1",1,0,0,0,0.618,0.1295,0,0
"hsa-mir-125a-5p","hsa-mir-30a-5p",7157,"TP53",55367,"PIDD1",1,0,0,0.008,0.044,0.0365,0.009,0.0353088600607232
"hsa-mir-125b-5p","hsa-mir-30a-5p",7157,"TP53",55367,"PIDD1",1,0,0,0.001,0.1065,0.0185,0.005,0.022760657604441
"hsa-let-7b-5p","hsa-mir-125b-5p",7157,"TP53",55512,"SMPD3",1,0,0,0,0.052,0.011,0,0
"hsa-let-7b-5p","hsa-mir-30c-2-3p",367,"AR",57502,"NLGN4X",1,0,0.001,0.0385,0.217,0.0595,0.005,0.022760657604441
"hsa-mir-195-3p","hsa-mir-31-5p",367,"AR",57502,"NLGN4X",1,0.0055,0,0.2235,0.1265,0.0305,0.001,0.00653841042678252
"hsa-mir-130b-3p","hsa-mir-17-5p",6774,"STAT3",57817,"HAMP",1,0,0,0,0.016,0.138,0.007,0.0293211525867714
"hsa-mir-125b-5p","hsa-mir-195-5p",3662,"IRF4",57823,"SLAMF7",1,0,0,0.008,0.0245,0.381,0.001,0.00653841042678252
"hsa-mir-181a-2-3p","hsa-mir-3613-5p",9575,"CLOCK",64759,"TNS3",1,0,0,0.005,0.044,0.0175,0.0015,0.00903247975899077
"hsa-mir-181a-2-3p","hsa-mir-450b-5p",9575,"CLOCK",64759,"TNS3",1,0,0,0.3625,0.0645,0.0105,0.004,0.0192613114507265
"hsa-mir-130a-3p","hsa-mir-519c-3p",3091,"HIF1A",79365,"BHLHE41",1,0,0,0.057,0.1135,0.717,0.0025,0.0134317513649727
"hsa-mir-518a-5p","hsa-mir-520d-3p",10009,"ZBTB33",80010,"RMI1",1,0,0,0.011,0.172,0.1195,0.005,0.022760657604441
"hsa-mir-519d-3p","hsa-mir-520d-3p",10009,"ZBTB33",80010,"RMI1",1,0,0,0.0015,0.168,0.108,0.0095,0.03673421394674
"hsa-mir-520a-3p","hsa-mir-520d-3p",10009,"ZBTB33",80010,"RMI1",1,0,0,0.0035,0.1225,0.104,0.0035,0.0174080093312597
"hsa-mir-520d-3p","hsa-mir-527",10009,"ZBTB33",80010,"RMI1",1,0,0,0.0605,0.1035,0.1355,0.0055,0.0244639082058414
"hsa-mir-519d-3p","hsa-mir-520g-3p",6689,"SPIB",81552,"VOPP1",1,0,0,0.154,0.1555,0.175,0.004,0.0192613114507265
"hsa-mir-512-3p","hsa-mir-519d-3p",6689,"SPIB",81552,"VOPP1",1,0,0,0.125,0.1935,0.1505,0.008,0.0323407913032486
"hsa-mir-519d-3p","hsa-mir-520a-3p",6689,"SPIB",81552,"VOPP1",1,0,0,0.2315,0.1565,0.1455,0.0035,0.0174080093312597
"hsa-mir-519d-3p","hsa-mir-520h",6689,"SPIB",81552,"VOPP1",1,0,0,0.0615,0.1395,0.153,0.001,0.00653841042678252
"hsa-mir-125b-5p","hsa-mir-214-5p",1870,"E2F2",83879,"CDCA7",1,0.002,0.005,0.0115,0.019,0.137,0.008,0.0323407913032486
"hsa-mir-30c-2-3p","hsa-mir-31-5p",367,"AR",84240,"ZCCHC9",1,0.001,0,0.103,0.08,0.0135,0.0055,0.0244639082058414
"hsa-mir-125a-5p","hsa-mir-30a-3p",3662,"IRF4",84541,"KBTBD8",1,0,0.001,0.603,0.0525,0.2125,0.005,0.022760657604441
"hsa-mir-125b-5p","hsa-mir-497-3p",3662,"IRF4",84541,"KBTBD8",1,0,0,0.0265,0.044,0.067,0.002,0.0113052008307189
"hsa-mir-30a-3p","hsa-mir-497-3p",3662,"IRF4",84541,"KBTBD8",1,0.003,0,0.114,0.2235,0.107,0.005,0.022760657604441
"hsa-mir-30a-5p","hsa-mir-497-3p",3662,"IRF4",84541,"KBTBD8",1,5e-04,5e-04,0.1635,0.074,0.119,0.0035,0.0174080093312597
"hsa-let-7b-5p","hsa-mir-30a-3p",3662,"IRF4",84541,"KBTBD8",1,0,5e-04,0.32,0.0105,0.1655,0.001,0.00653841042678252
"hsa-mir-195-5p","hsa-mir-497-3p",3662,"IRF4",84541,"KBTBD8",1,0,0,0.2135,0.0175,0.115,0.003,0.0154572257129048
"hsa-let-7b-5p","hsa-mir-30a-5p",3662,"IRF4",89857,"KLHL6",1,0,5e-04,0.291,0.022,0.0135,0.001,0.00653841042678252
"hsa-mir-30a-5p","hsa-mir-497-3p",3662,"IRF4",89857,"KLHL6",1,5e-04,5e-04,0.1635,0.013,0.016,0.0025,0.0134317513649727
"hsa-let-7b-5p","hsa-mir-30a-3p",3662,"IRF4",89857,"KLHL6",1,0,5e-04,0.32,0.026,0.0145,0.001,0.00653841042678252
"hsa-let-7b-5p","hsa-mir-497-3p",3662,"IRF4",89857,"KLHL6",1,0,0,0.647,0.019,0.0225,0.0095,0.03673421394674
"hsa-mir-15a-3p","hsa-mir-580-3p",7003,"TEAD1",114883,"OSBPL9",1,0,0,0.0205,0.0205,0.0105,0.0045,0.0210332127589609
"hsa-mir-142-3p","hsa-mir-16-1-3p",571,"BACH1",117584,"RFFL",1,0,0.0025,0.0365,0.0445,0.0375,0.0065,0.0277631385642738
"hsa-mir-15b-5p","hsa-mir-16-1-3p",571,"BACH1",117584,"RFFL",1,0.001,0,0.255,0.0395,0.0325,0.0095,0.03673421394674
"hsa-mir-16-1-3p","hsa-mir-18a-3p",571,"BACH1",117584,"RFFL",1,0.0015,0,0.445,0.035,0.0655,0.0015,0.00903247975899077
"hsa-mir-16-1-3p","hsa-mir-196b-5p",571,"BACH1",117584,"RFFL",1,0.0015,0,0.028,0.028,0.014,5e-04,0.00368827124899088
"hsa-mir-128-3p","hsa-mir-15a-5p",7003,"TEAD1",223117,"SEMA3D",1,0,0,0.001,0.021,0.389,5e-04,0.00368827124899088
"hsa-mir-181a-2-3p","hsa-mir-580-3p",7003,"TEAD1",223117,"SEMA3D",1,0,0,5e-04,0.0605,0.025,5e-04,0.00368827124899088
"hsa-mir-128-3p","hsa-mir-181a-2-3p",7003,"TEAD1",223117,"SEMA3D",1,0,0,0,0.0235,0.042,5e-04,0.00368827124899088
"hsa-mir-16-1-3p","hsa-mir-580-3p",7003,"TEAD1",223117,"SEMA3D",1,0,0,0.002,0.295,0.031,0.0035,0.0174080093312597
"hsa-mir-128-3p","hsa-mir-16-1-3p",7003,"TEAD1",223117,"SEMA3D",1,0,0,0.001,0.0165,0.3005,0,0
"hsa-mir-106a-5p","hsa-mir-93-5p",6925,"TCF4",285220,"EPHA6",1,0,0,0,0.1315,0.041,0.0055,0.0244639082058414
"hsa-mir-106a-5p","hsa-mir-25-3p",6925,"TCF4",285220,"EPHA6",1,0,0,0,0.1305,0.195,0.006,0.0261531961292081
"hsa-mir-25-3p","hsa-mir-93-5p",6925,"TCF4",285220,"EPHA6",1,0,0,0,0.2005,0.0465,0.0095,0.03673421394674
"hsa-mir-181a-5p","hsa-mir-25-3p",6925,"TCF4",285220,"EPHA6",1,0,0,0,0.056,0.2165,0.001,0.00653841042678252
"hsa-mir-181a-5p","hsa-mir-93-5p",6925,"TCF4",285220,"EPHA6",1,0,0,0,0.051,0.033,5e-04,0.00368827124899088
"hsa-mir-20b-5p","hsa-mir-25-3p",6925,"TCF4",285220,"EPHA6",1,0,0,0,0.088,0.1955,0.0015,0.00903247975899077
"hsa-mir-128-3p","hsa-mir-142-3p",2063,"NR2F6",399687,"MYO18A",-1,0,0,0,0.0165,0.0305,0.0015,0.00903247975899077
