"miRNA1","miRNA2","TF","hgnc_symbol_tf","Target","hgnc_symbol_target","ModeOfRegulation","TwoVar_mirna1_tf","TwoVar_mirna2_tf","mirna1mirna2_tf","TwoVar_mirna1_target","TwoVar_mirna2_target","mirna1mirna2_target","BH_pvalues_adjusted"
"hsa-mir-133b","hsa-mir-503-5p",6667,"SP1",4583,"MUC2",1,0.001,0,0.9895,0.0555,0.2935,0.0015,0.0239851645804358
"hsa-mir-133a-3p","hsa-mir-503-5p",6667,"SP1",4583,"MUC2",1,0.001,0,0.9625,0.0915,0.365,0.0035,0.0431904591532499
"hsa-mir-19a-3p","hsa-mir-20a-5p",3091,"HIF1A",5054,"SERPINE1",1,0.002,5e-04,0.01,0.096,0.035,0.002,0.0293454339194555
"hsa-mir-155-5p","hsa-mir-29b-3p",3091,"HIF1A",5214,"PFKP",1,5e-04,0,0.022,0.929,0.8865,0.0035,0.0431904591532499
"hsa-mir-20b-5p","hsa-mir-363-3p",1523,"CUX1",5292,"PIM1",1,5e-04,0,0,0.0215,0.0325,0,0
"hsa-mir-19a-3p","hsa-mir-19b-3p",5451,"POU2F1",5450,"POU2AF1",1,0,0,0.0035,0.016,0.07,0,0
"hsa-mir-19a-3p","hsa-mir-20a-5p",5451,"POU2F1",5450,"POU2AF1",1,0,0,0.002,0.016,0.0125,0.004,0.0472151494410221
"hsa-mir-19a-3p","hsa-mir-338-3p",5451,"POU2F1",5450,"POU2AF1",1,0,0,0.488,0.0135,0.05,0.002,0.0293454339194555
"hsa-mir-193b-3p","hsa-mir-20a-5p",6925,"TCF4",5583,"PRKCH",1,0,0,0.4315,0.027,0.0125,0.0015,0.0239851645804358
"hsa-mir-148a-5p","hsa-mir-193b-3p",6925,"TCF4",5583,"PRKCH",1,5e-04,0,0.0245,0.018,0.021,0.004,0.0472151494410221
"hsa-mir-410-3p","hsa-mir-654-5p",51341,"ZBTB7A",5727,"PTCH1",-1,0,0.0075,0.022,0.032,0.017,0.002,0.0293454339194555
"hsa-mir-1180-3p","hsa-mir-20a-3p",6664,"SOX11",5747,"PTK2",1,0.0035,0.0035,0.0705,0.146,0.5535,5e-04,0.0103845845042152
"hsa-mir-133a-3p","hsa-mir-410-3p",6667,"SP1",5764,"PTN",1,5e-04,0.003,0.387,0.015,0.055,0.0025,0.0342305147545322
"hsa-mir-19a-3p","hsa-mir-454-3p",2099,"ESR1",5979,"RET",1,0,0,0.001,0.0915,0.084,0.002,0.0293454339194555
"hsa-mir-18a-5p","hsa-mir-301a-3p",2099,"ESR1",5979,"RET",1,0,0.0045,0.0085,0.6465,0.1945,0.0025,0.0342305147545322
"hsa-mir-19a-3p","hsa-mir-301a-3p",2099,"ESR1",5979,"RET",1,5e-04,0.0095,0.031,0.0875,0.196,0.0025,0.0342305147545322
"hsa-mir-200a-3p","hsa-mir-96-5p",3516,"RBPJ",5991,"RFX3",1,0,5e-04,0,0.1445,0.102,5e-04,0.0103845845042152
"hsa-mir-30a-3p","hsa-mir-30a-5p",4609,"MYC",6143,"RPL19",1,5e-04,0.005,0.105,0.043,0.6755,0,0
"hsa-mir-130a-3p","hsa-mir-30c-5p",51621,"KLF13",6510,"SLC1A5",-1,0,0,0.2885,0.0865,0.054,0.004,0.0472151494410221
"hsa-mir-130a-3p","hsa-mir-19a-3p",2099,"ESR1",6776,"STAT5A",1,0,0,0.0295,0.1215,0.034,0.003,0.0387874547044858
"hsa-mir-19b-3p","hsa-mir-454-3p",2099,"ESR1",6776,"STAT5A",1,0,0,0.004,0.0455,0.3095,0,0
"hsa-mir-19a-3p","hsa-mir-19b-3p",2099,"ESR1",6776,"STAT5A",1,0,5e-04,0,0.042,0.033,5e-04,0.0103845845042152
"hsa-mir-19a-3p","hsa-mir-454-3p",2099,"ESR1",6776,"STAT5A",1,0,0,0.001,0.0345,0.342,0,0
"hsa-mir-30a-3p","hsa-mir-30a-5p",4609,"MYC",7040,"TGFB1",1,5e-04,0.005,0.105,0.011,0.015,0,0
"hsa-mir-141-3p","hsa-mir-582-5p",5966,"REL",7128,"TNFAIP3",1,0,0.003,0.216,0.014,0.5305,5e-04,0.0103845845042152
"hsa-mir-130a-3p","hsa-mir-503-5p",6667,"SP1",7157,"TP53",1,0,0,5e-04,0.204,0.015,0.0015,0.0239851645804358
"hsa-mir-369-3p","hsa-mir-377-3p",6667,"SP1",7157,"TP53",1,0,0.0035,0.0015,0.1175,0.0205,0.0025,0.0342305147545322
"hsa-mir-133a-3p","hsa-mir-31-5p",6667,"SP1",7374,"UNG",1,0.001,0,0.17,0.043,0.023,0,0
"hsa-mir-133b","hsa-mir-31-5p",6667,"SP1",7374,"UNG",1,0.002,0,0.1395,0.0135,0.019,0,0
"hsa-mir-31-5p","hsa-mir-369-3p",6667,"SP1",7374,"UNG",1,0,0,0.0165,0.032,0.012,0.0025,0.0342305147545322
"hsa-mir-1-3p","hsa-mir-31-5p",6667,"SP1",7374,"UNG",1,0.0025,0,0.098,0.045,0.0245,0.002,0.0293454339194555
"hsa-mir-223-3p","hsa-mir-338-3p",5451,"POU2F1",7450,"VWF",1,0.007,0,0,0.159,0.133,0,0
"hsa-mir-18a-3p","hsa-mir-20a-5p",2115,"ETV1",8545,"CGGBP1",1,0,0,0.0015,0.1595,0.032,0.0015,0.0239851645804358
"hsa-mir-141-3p","hsa-mir-182-5p",9575,"CLOCK",8553,"BHLHE40",1,0,0,0.0985,0.107,0.085,0.003,0.0387874547044858
"hsa-mir-141-3p","hsa-mir-96-5p",9575,"CLOCK",8553,"BHLHE40",1,0,0,0.021,0.1325,0.085,0,0
"hsa-mir-19b-3p","hsa-mir-20a-5p",6925,"TCF4",9378,"NRXN1",1,0,0,0,0.0215,0.0125,0.003,0.0387874547044858
"hsa-mir-19a-3p","hsa-mir-19b-3p",10320,"IKZF1",9402,"GRAP2",1,0,0,0,0.011,0.014,0.001,0.0178123601308315
"hsa-mir-18a-5p","hsa-mir-9-5p",2099,"ESR1",9687,"GREB1",1,0,0,0.0675,0.016,0.0925,5e-04,0.0103845845042152
"hsa-mir-135b-5p","hsa-mir-30c-5p",860,"RUNX2",10098,"TSPAN5",1,0.001,0,0.03,0.0445,0.0545,0.0015,0.0239851645804358
"hsa-mir-19b-3p","hsa-mir-29c-3p",3091,"HIF1A",10135,"NAMPT",1,0,0.0085,0.0795,0.203,0.0315,0.001,0.0178123601308315
"hsa-mir-19b-3p","hsa-mir-20a-5p",3091,"HIF1A",10381,"TUBB3",1,0,0,5e-04,0.013,0.0545,0.0015,0.0239851645804358
"hsa-mir-200a-3p","hsa-mir-3662",8202,"NCOA3",10564,"ARFGEF2",1,0,0.001,0.055,0.0335,0.0175,0.0035,0.0431904591532499
"hsa-mir-18a-5p","hsa-mir-3651",4782,"NFIC",10568,"SLC34A2",1,0,5e-04,0.027,0.428,0.0275,0.003,0.0387874547044858
"hsa-mir-19a-3p","hsa-mir-20a-5p",26959,"HBP1",10609,"P3H4",-1,0,0,5e-04,0.2805,0.0375,0.001,0.0178123601308315
"hsa-mir-301a-3p","hsa-mir-454-3p",26959,"HBP1",10609,"P3H4",-1,0,0,5e-04,0.0295,0.193,0.001,0.0178123601308315
"hsa-mir-141-3p","hsa-mir-20a-3p",1316,"KLF6",11221,"DUSP10",1,5e-04,0.001,0.064,0.0205,0.3065,0.0025,0.0342305147545322
"hsa-mir-200a-3p","hsa-mir-20a-5p",1316,"KLF6",11221,"DUSP10",1,0,0.0025,0.0015,0.035,0.0235,5e-04,0.0103845845042152
"hsa-mir-141-3p","hsa-mir-200a-3p",1316,"KLF6",11221,"DUSP10",1,5e-04,0,0.016,0.022,0.035,0.001,0.0178123601308315
"hsa-mir-141-3p","hsa-mir-20a-5p",1316,"KLF6",11221,"DUSP10",1,0.001,0.002,0.005,0.011,0.0235,0,0
"hsa-mir-103a-2-5p","hsa-mir-19b-3p",3662,"IRF4",11343,"MGLL",1,0,0,0.0515,0.0925,0.0255,0.0015,0.0239851645804358
"hsa-mir-135b-5p","hsa-mir-19a-3p",860,"RUNX2",23180,"RFTN1",1,0.001,0,0,0.0725,0.0475,5e-04,0.0103845845042152
"hsa-mir-135b-5p","hsa-mir-425-5p",4208,"MEF2C",23180,"RFTN1",1,0,0.001,0.003,0.0855,0.91,0.0035,0.0431904591532499
"hsa-mir-130a-3p","hsa-mir-29b-3p",6925,"TCF4",23301,"EHBP1",1,0,0,0.005,0.648,0.012,0.003,0.0387874547044858
"hsa-mir-182-5p","hsa-mir-96-5p",4205,"MEF2A",23328,"SASH1",1,0.0035,0,0.001,0.296,0.064,5e-04,0.0103845845042152
"hsa-mir-19a-3p","hsa-mir-19b-3p",860,"RUNX2",26230,"TIAM2",1,0,0,0,0.046,0.084,5e-04,0.0103845845042152
"hsa-mir-30c-5p","hsa-mir-338-3p",196,"AHR",28232,"SLCO3A1",1,0,0,0.0375,0.091,0.0125,0.001,0.0178123601308315
"hsa-mir-338-3p","hsa-mir-500a-5p",196,"AHR",28232,"SLCO3A1",1,0.0025,0,0.3395,0.012,0.0415,0.001,0.0178123601308315
"hsa-mir-193b-3p","hsa-mir-296-5p",1869,"E2F1",29128,"UHRF1",1,0,0.0095,0.0515,0.0175,0.0645,0.0035,0.0431904591532499
"hsa-mir-204-5p","hsa-mir-20a-3p",1316,"KLF6",50807,"ASAP1",1,0,5e-04,0.0165,0.228,0.132,0.001,0.0178123601308315
"hsa-mir-135b-5p","hsa-mir-20a-5p",4205,"MEF2A",51719,"CAB39",1,0,0,0.3185,0.053,0.064,0.001,0.0178123601308315
"hsa-mir-30a-5p","hsa-mir-339-5p",8202,"NCOA3",55074,"OXR1",1,0,0,0.284,0.455,0.0175,0.0015,0.0239851645804358
"hsa-mir-182-5p","hsa-mir-18a-5p",3660,"IRF2",55133,"SRBD1",1,0.0075,0,0.298,0.0475,0.2415,0.003,0.0387874547044858
"hsa-mir-454-3p","hsa-mir-500a-5p",7182,"NR2C2",55364,"IMPACT",1,0,0,0,0.011,0.0275,0.002,0.0293454339194555
"hsa-mir-130a-3p","hsa-mir-182-5p",5468,"PPARG",56729,"RETN",1,0,5e-04,0.5615,0.275,0.1345,0.003,0.0387874547044858
"hsa-mir-10a-5p","hsa-mir-92a-1-5p",4779,"NFE2L1",57623,"ZFAT",1,0.009,0,0.039,0.608,0.204,0.003,0.0387874547044858
"hsa-mir-155-5p","hsa-mir-320b",1523,"CUX1",59344,"ALOXE3",1,0,0.005,0.1175,0.047,0.1415,0,0
"hsa-mir-142-3p","hsa-mir-320b",1523,"CUX1",59344,"ALOXE3",1,0.0035,0.002,0.6085,0.5895,0.221,0,0
"hsa-mir-135b-5p","hsa-mir-19a-3p",4205,"MEF2A",79712,"GTDC1",1,0,0,0.122,0.228,0.03,0,0
"hsa-mir-141-3p","hsa-mir-19a-3p",4205,"MEF2A",79712,"GTDC1",1,0,0,5e-04,0.0145,0.0365,5e-04,0.0103845845042152
"hsa-mir-135b-5p","hsa-mir-19b-3p",4205,"MEF2A",79712,"GTDC1",1,0,0,0.3245,0.192,0.02,0,0
"hsa-mir-20a-5p","hsa-mir-500a-5p",7182,"NR2C2",79813,"EHMT1",1,0,0,5e-04,0.422,0.0205,5e-04,0.0103845845042152
"hsa-mir-183-5p","hsa-mir-96-5p",6935,"ZEB1",79977,"GRHL2",-1,0,0,0,0.043,0.0855,0.0025,0.0342305147545322
"hsa-mir-19a-3p","hsa-mir-19b-3p",860,"RUNX2",81029,"WNT5B",1,0,0,0,0.108,0.2885,0,0
"hsa-mir-19a-3p","hsa-mir-19b-3p",10320,"IKZF1",81029,"WNT5B",1,0,0,0,0.108,0.2885,0,0
"hsa-mir-582-3p","hsa-mir-582-5p",2308,"FOXO1",83604,"TMEM47",1,0.0035,0.003,0.005,0.017,0.0125,0,0
"hsa-mir-182-5p","hsa-mir-183-5p",2308,"FOXO1",83604,"TMEM47",1,0,5e-04,5e-04,0.019,0.017,0.0025,0.0342305147545322
"hsa-mir-20b-5p","hsa-mir-500a-5p",7182,"NR2C2",85465,"SELENOI",1,0.009,0,5e-04,0.0105,0.017,5e-04,0.0103845845042152
"hsa-mir-182-5p","hsa-mir-92a-1-5p",4205,"MEF2A",118788,"PIK3AP1",1,0.0015,0,0.4845,0.015,0.067,0,0
"hsa-mir-200b-3p","hsa-mir-429",8202,"NCOA3",157680,"VPS13B",1,0.006,5e-04,0,0.083,0.1375,0.0015,0.0239851645804358
"hsa-mir-200b-5p","hsa-mir-30a-5p",1997,"ELF1",259230,"SGMS1",1,0.009,0.001,0.712,0.177,0.0155,0,0
"hsa-mir-200a-5p","hsa-mir-30a-5p",1997,"ELF1",259230,"SGMS1",1,0.006,0.001,0.7175,0.3025,0.029,0,0
"hsa-mir-19a-3p","hsa-mir-301a-3p",7586,"ZKSCAN1",286204,"CRB2",1,0,0.0015,0.086,0.13,0.807,0.002,0.0293454339194555
