"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","BH_pvalues_adjusted","BH_rejected","miRNA1Family","miRNA2Family","miRNA1Cluster","miRNA2Cluster"
4067,"LYN","hsa-mir-205-5p","hsa-let-7e-5p",0,FALSE,NA,"mirtarbase","mirtarbase tarbase",0,TRUE,"miR-205-5p","let-7-5p/98-5p","hsa-mir-205","hsa-mir-99b,hsa-let-7e,hsa-mir-125a"
4067,"LYN","hsa-mir-320c","hsa-mir-205-5p",0.008,FALSE,NA,"tarbase","mirtarbase",0.0216590133889935,TRUE,"miR-320","miR-205-5p","hsa-mir-320c-1","hsa-mir-205"
4154,"MBNL1","hsa-mir-122-5p","hsa-mir-1305",0.001,FALSE,NA,"tarbase","tarbase",0.0037967444849004,TRUE,"miR-122-5p","miR-1305","hsa-mir-122,hsa-mir-3591","hsa-mir-1305"
4154,"MBNL1","hsa-mir-1305","hsa-mir-335-5p",0.0025,FALSE,NA,"tarbase","mirtarbase",0.00830200755565268,TRUE,"miR-1305","miR-335-5p","hsa-mir-1305","hsa-mir-335"
4154,"MBNL1","hsa-mir-130b-3p","hsa-mir-335-5p",0.0035,FALSE,NA,"mirtarbase tarbase","mirtarbase",0.0109884585866934,TRUE,"miR-130-3p/301-3p/454-3p","miR-335-5p","hsa-mir-301b,hsa-mir-130b","hsa-mir-335"
4154,"MBNL1","hsa-mir-433-3p","hsa-mir-1305",0.0015,FALSE,NA,"mirtarbase","tarbase",0.005383963824115,TRUE,"miR-433-3p","miR-1305","hsa-mir-337,hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136","hsa-mir-1305"
4154,"MBNL1","hsa-mir-548d-3p","hsa-mir-187-3p",0.009,FALSE,NA,"tarbase","tarbase",0.023827799074028,TRUE,"miR-548ac/548bb-3p/548d-3p/548h-3p/548z","miR-187-3p","hsa-mir-548aa-1,hsa-mir-548d-1","hsa-mir-187"
4154,"MBNL1","hsa-mir-7-1-3p","hsa-mir-92b-3p",0.001,FALSE,NA,"tarbase","mirtarbase tarbase",0.0037967444849004,TRUE,"miR-7-3p","miR-25-3p/32-5p/92-3p/363-3p/367-3p","hsa-mir-7-1","hsa-mir-92b"
4170,"MCL1","hsa-mir-873-5p","hsa-mir-494-3p",0.0065,FALSE,NA,"tarbase","tarbase",0.0182791232615938,TRUE,NA,"miR-494-3p","hsa-mir-873","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495"
4238,"MFAP3","hsa-mir-7-5p","hsa-mir-96-5p",0.0065,FALSE,NA,"tarbase","tarbase",0.0182791232615938,TRUE,"miR-7-5p","miR-96-5p/1271-5p","hsa-mir-7-1","hsa-mir-182,hsa-mir-96,hsa-mir-183"
4286,"MITF","hsa-mir-182-5p","hsa-mir-200c-3p",0,TRUE,NA,"mirtarbase tarbase","tarbase",0,TRUE,"miR-182-5p","miR-200bc-3p/429","hsa-mir-182,hsa-mir-96,hsa-mir-183","hsa-mir-200c,hsa-mir-141"
4297,"KMT2A","hsa-mir-486-3p","hsa-mir-219a-5p",0.0025,TRUE,NA,"tarbase","tarbase",0.00830200755565268,TRUE,"miR-486-3p","miR-219-5p",NA,NA
4297,"KMT2A","hsa-mir-942-5p","hsa-mir-219a-5p",0.004,TRUE,NA,"tarbase","tarbase",0.0122734825755827,TRUE,"miR-942-5p","miR-219-5p","hsa-mir-942",NA
4585,"MUC4","hsa-mir-3614-3p","hsa-mir-219a-1-3p",0.0045,FALSE,NA,"mirtarbase","mirtarbase",0.0135297659430122,TRUE,"miR-3614-3p","miR-219a-1-3p","hsa-mir-3614",NA
4609,"MYC","hsa-mir-1248","hsa-mir-29a-3p",0.002,TRUE,NA,"mirtarbase tarbase","mirtarbase",0.00687181806434939,TRUE,"miR-1248","miR-29-3p","hsa-mir-1248","hsa-mir-29a,hsa-mir-29b-1"
4609,"MYC","hsa-mir-1248","hsa-mir-29b-3p",0.003,TRUE,NA,"mirtarbase tarbase","mirtarbase tarbase",0.00965844356327753,TRUE,"miR-1248","miR-29-3p","hsa-mir-1248","hsa-mir-29a,hsa-mir-29b-1"
4763,"NF1","hsa-mir-873-5p","hsa-mir-486-5p",0.003,FALSE,NA,"tarbase","tarbase",0.00965844356327753,TRUE,NA,"miR-486-5p","hsa-mir-873",NA
4771,"NF2","hsa-mir-452-3p","hsa-mir-92b-3p",5e-04,FALSE,NA,"tarbase","mirtarbase",0.00205864591801184,TRUE,"miR-452-3p","miR-25-3p/32-5p/92-3p/363-3p/367-3p","hsa-mir-224,hsa-mir-452","hsa-mir-92b"
4939,"OAS2","hsa-mir-106a-5p","hsa-mir-1224-5p",0.0045,FALSE,NA,"tarbase","tarbase",0.0135297659430122,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-1224-5p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-1224"
4939,"OAS2","hsa-mir-1224-5p","hsa-mir-335-5p",0.005,FALSE,NA,"tarbase","mirtarbase tarbase",0.0147561043285239,TRUE,"miR-1224-5p","miR-335-5p","hsa-mir-1224","hsa-mir-335"
4939,"OAS2","hsa-mir-219a-1-3p","hsa-mir-1224-5p",0.0025,FALSE,NA,"tarbase","tarbase",0.00830200755565268,TRUE,"miR-219a-1-3p","miR-1224-5p",NA,"hsa-mir-1224"
4973,"OLR1","hsa-mir-651-5p","hsa-mir-616-5p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-651-5p","miR-371b-5p/373-5p/616-5p","hsa-mir-651","hsa-mir-616"
4983,"OPHN1","hsa-mir-1269a","hsa-mir-548o-3p",0.003,FALSE,NA,"mirtarbase","mirtarbase",0.00965844356327753,TRUE,"miR-1269","miR-1323","hsa-mir-1269a","hsa-mir-548o"
4983,"OPHN1","hsa-mir-1269a","hsa-mir-92a-1-5p",0.001,FALSE,NA,"mirtarbase","mirtarbase",0.0037967444849004,TRUE,"miR-1269","miR-92a-1-5p","hsa-mir-1269a","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
5010,"CLDN11","hsa-mir-377-3p","hsa-mir-154-3p",0.001,FALSE,NA,"tarbase","tarbase",0.0037967444849004,TRUE,"miR-377-3p","miR-154-3p/487-3p","hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409,hsa-mir-412,hsa-mir-369,hsa-mir-410,hsa-mir-656","hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409,hsa-mir-412,hsa-mir-369,hsa-mir-410,hsa-mir-656"
5324,"PLAG1","hsa-mir-1269a","hsa-mir-29c-3p",0.005,TRUE,NA,"tarbase","mirtarbase tarbase",0.0147561043285239,TRUE,"miR-1269","miR-29-3p","hsa-mir-1269a","hsa-mir-29c,hsa-mir-29b-2"
5451,"POU2F1","hsa-mir-497-3p","hsa-mir-224-5p",0.004,TRUE,NA,"mirtarbase tarbase","tarbase",0.0122734825755827,TRUE,"miR-497-3p","miR-224-5p","hsa-mir-195,hsa-mir-497","hsa-mir-224,hsa-mir-452"
5795,"PTPRJ","hsa-mir-133a-3p","hsa-mir-367-3p",0.0095,FALSE,NA,"tarbase","tarbase",0.0248931782907541,TRUE,NA,"miR-25-3p/32-5p/92-3p/363-3p/367-3p","hsa-mir-133a-1,hsa-mir-1-2","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b"
5813,"PURA","hsa-mir-616-5p","hsa-mir-188-3p",0.006,TRUE,NA,"tarbase","mirtarbase",0.0171330541237113,TRUE,"miR-371b-5p/373-5p/616-5p","miR-188-3p","hsa-mir-616","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660"
5915,"RARB","hsa-mir-195-5p","hsa-mir-424-5p",5e-04,TRUE,NA,"mirtarbase","mirtarbase",0.00205864591801184,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-195,hsa-mir-497","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424"
6132,"RPL8","hsa-mir-138-5p","hsa-mir-3065-3p",0.0015,FALSE,NA,"tarbase","tarbase",0.005383963824115,TRUE,"miR-138-5p","miR-3065-3p","hsa-mir-138-2","hsa-mir-657,hsa-mir-3065,hsa-mir-338,hsa-mir-1250"
6182,"MRPL12","hsa-mir-1226-3p","hsa-mir-125b-2-3p",0.001,FALSE,NA,"tarbase","mirtarbase",0.0037967444849004,TRUE,"miR-1226-3p","miR-125b-2-3p","hsa-mir-1226","hsa-mir-125b-2"
6319,"SCD","hsa-mir-224-5p","hsa-mir-196b-5p",0.003,FALSE,NA,"tarbase","tarbase",0.00965844356327753,TRUE,"miR-224-5p","miR-196-5p","hsa-mir-224,hsa-mir-452","hsa-mir-196b"
6367,"CCL22","hsa-mir-1271-5p","hsa-mir-149-3p",0.0055,FALSE,NA,"mirtarbase","mirtarbase",0.0159624263261297,TRUE,"miR-96-5p/1271-5p","miR-149-3p/4728-5p/6785-5p/6883-5p","hsa-mir-1271","hsa-mir-149"
6513,"SLC2A1","hsa-mir-1538","hsa-mir-1291",0.002,FALSE,NA,"mirtarbase","mirtarbase tarbase",0.00687181806434939,TRUE,"miR-1538/4745-3p","miR-1291/6775-3p","hsa-mir-1538","hsa-mir-1291"
6648,"SOD2","hsa-mir-299-5p","hsa-mir-204-5p",0.0025,FALSE,NA,"tarbase","mirtarbase tarbase",0.00830200755565268,TRUE,"miR-299-5p","miR-204-5p/211-5p","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495","hsa-mir-204"
6648,"SOD2","hsa-mir-577","hsa-mir-204-5p",0.0045,FALSE,NA,"mirtarbase","mirtarbase tarbase",0.0135297659430122,TRUE,"miR-577","miR-204-5p/211-5p","hsa-mir-577","hsa-mir-204"
6672,"SP100","hsa-mir-18b-5p","hsa-mir-335-3p",0.003,TRUE,NA,"mirtarbase","tarbase",0.00965844356327753,TRUE,"miR-18-5p","miR-335-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-335"
6720,"SREBF1","hsa-mir-342-5p","hsa-mir-495-3p",0.007,TRUE,NA,"mirtarbase tarbase","mirtarbase",0.0194253287413901,TRUE,"miR-342-5p/4664-5p","miR-495-3p","hsa-mir-151b,hsa-mir-342","hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495,hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1"
6838,"SURF6","hsa-mir-493-3p","hsa-mir-940",0.001,FALSE,NA,"tarbase","tarbase",0.0037967444849004,TRUE,"miR-493-3p","miR-940/6808-5p/6893-5p","hsa-mir-493,hsa-mir-337,hsa-mir-665","hsa-mir-3677,hsa-mir-940,hsa-mir-4717"
6867,"TACC1","hsa-mir-20b-5p","hsa-mir-96-5p",0.002,FALSE,NA,"tarbase","tarbase",0.00687181806434939,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-96-5p/1271-5p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-182,hsa-mir-96,hsa-mir-183"
6867,"TACC1","hsa-mir-548j-5p","hsa-mir-500a-5p",0.007,FALSE,NA,"tarbase","mirtarbase tarbase",0.0194253287413901,TRUE,"miR-548ay-5p/548au-5p/548as-5p/548ar-5p/548aq-5p/548ap-5p/548am-5p/548ae-5p/548ad-5p/548a-5p/548ak/548ab/548bb-5p/548b-5p/548c-5p/548d-5p/548h-5p/548i/548j-5p/548o-5p/548w/548y/559","miR-500a-5p","hsa-mir-548j","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660,hsa-mir-502"
7037,"TFRC","hsa-mir-124-3p","hsa-mir-615-3p",0.004,FALSE,NA,"tarbase","tarbase",0.0122734825755827,TRUE,NA,"miR-615-3p","hsa-mir-124-1","hsa-mir-615"
7037,"TFRC","hsa-mir-615-3p","hsa-mir-7-5p",0.0015,FALSE,NA,"tarbase","mirtarbase",0.005383963824115,TRUE,"miR-615-3p","miR-7-5p","hsa-mir-615","hsa-mir-7-1"
7070,"THY1","hsa-mir-33b-3p","hsa-mir-139-3p",0.004,FALSE,NA,"mirtarbase","mirtarbase",0.0122734825755827,TRUE,"miR-33b-3p/515-3p/519e-3p","miR-139-3p","hsa-mir-33b","hsa-mir-139"
7094,"TLN1","hsa-mir-182-5p","hsa-mir-1271-5p",0.005,FALSE,NA,"tarbase","tarbase",0.0147561043285239,TRUE,"miR-182-5p","miR-96-5p/1271-5p","hsa-mir-182,hsa-mir-96,hsa-mir-183","hsa-mir-1271"
7094,"TLN1","hsa-mir-182-5p","hsa-mir-370-3p",5e-04,FALSE,NA,"tarbase","tarbase",0.00205864591801184,TRUE,"miR-182-5p","miR-370-3p","hsa-mir-182,hsa-mir-96,hsa-mir-183","hsa-mir-370"
7094,"TLN1","hsa-mir-182-5p","hsa-mir-432-5p",0,FALSE,NA,"tarbase","tarbase",0,TRUE,"miR-182-5p","miR-432-5p","hsa-mir-182,hsa-mir-96,hsa-mir-183","hsa-mir-337,hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136"
7128,"TNFAIP3","hsa-mir-940","hsa-mir-519a-5p",0.006,FALSE,NA,"tarbase","mirtarbase",0.0171330541237113,TRUE,"miR-940/6808-5p/6893-5p","miR-518d-5p/519-5p","hsa-mir-3677,hsa-mir-940,hsa-mir-4717","hsa-mir-520h,hsa-mir-521-1,hsa-mir-522,hsa-mir-519a-1,hsa-mir-527,hsa-mir-516a-1,hsa-mir-1283-2,hsa-mir-516a-2,hsa-mir-519a-2"
7158,"TP53BP1","hsa-mir-29b-3p","hsa-mir-96-5p",0,FALSE,NA,"tarbase","tarbase",0,TRUE,"miR-29-3p","miR-96-5p/1271-5p","hsa-mir-29a,hsa-mir-29b-1","hsa-mir-182,hsa-mir-96,hsa-mir-183"
7158,"TP53BP1","hsa-mir-96-5p","hsa-mir-29a-3p",0.004,FALSE,NA,"tarbase","tarbase",0.0122734825755827,TRUE,"miR-96-5p/1271-5p","miR-29-3p","hsa-mir-182,hsa-mir-96,hsa-mir-183","hsa-mir-29a,hsa-mir-29b-1"
7421,"VDR","hsa-mir-302c-3p","hsa-mir-122-5p",0,TRUE,NA,"tarbase","mirtarbase",0,TRUE,NA,"miR-122-5p","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b","hsa-mir-122,hsa-mir-3591"
7428,"VHL","hsa-mir-1248","hsa-mir-767-5p",0.003,FALSE,NA,"mirtarbase","mirtarbase",0.00965844356327753,TRUE,"miR-1248","miR-767-5p","hsa-mir-1248","hsa-mir-105-1,hsa-mir-767,hsa-mir-105-2"
7428,"VHL","hsa-mir-301b-3p","hsa-mir-767-5p",0,FALSE,NA,"tarbase","mirtarbase",0,TRUE,"miR-130-3p/301-3p/454-3p","miR-767-5p","hsa-mir-301b,hsa-mir-130b","hsa-mir-105-1,hsa-mir-767,hsa-mir-105-2"
7764,"ZNF217","hsa-mir-192-3p","hsa-mir-577",0,TRUE,NA,"tarbase","tarbase",0,TRUE,"miR-192-3p","miR-577","hsa-mir-192,hsa-mir-194-2","hsa-mir-577"
7832,"BTG2","hsa-mir-106a-5p","hsa-mir-3609",0.007,FALSE,NA,"mirtarbase","mirtarbase tarbase",0.0194253287413901,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-548ah-5p/3609","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-3609"
7832,"BTG2","hsa-mir-18b-5p","hsa-mir-3609",0.0075,FALSE,NA,"tarbase","mirtarbase tarbase",0.0205506607929515,TRUE,"miR-18-5p","miR-548ah-5p/3609","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-3609"
7832,"BTG2","hsa-mir-3609","hsa-mir-195-5p",0.007,FALSE,NA,"mirtarbase tarbase","mirtarbase tarbase",0.0194253287413901,TRUE,"miR-548ah-5p/3609","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-3609","hsa-mir-195,hsa-mir-497"
7832,"BTG2","hsa-mir-3609","hsa-mir-9-3p",0,FALSE,NA,"mirtarbase tarbase","tarbase",0,TRUE,"miR-548ah-5p/3609","miR-9-3p","hsa-mir-3609","hsa-mir-9-1"
7832,"BTG2","hsa-mir-3609","hsa-mir-9-5p",0,FALSE,NA,"mirtarbase tarbase","tarbase",0,TRUE,"miR-548ah-5p/3609","miR-9-5p","hsa-mir-3609","hsa-mir-9-1"
7832,"BTG2","hsa-mir-497-5p","hsa-mir-3609",0.0075,FALSE,NA,"tarbase","mirtarbase tarbase",0.0205506607929515,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-548ah-5p/3609","hsa-mir-195,hsa-mir-497","hsa-mir-3609"
8106,"PABPN1","hsa-mir-935","hsa-mir-497-5p",0,FALSE,NA,"tarbase","tarbase",0,TRUE,"miR-935","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-935","hsa-mir-195,hsa-mir-497"
8204,"NRIP1","hsa-mir-651-5p","hsa-mir-7-5p",0.006,FALSE,NA,"mirtarbase","tarbase",0.0171330541237113,TRUE,"miR-651-5p","miR-7-5p","hsa-mir-651","hsa-mir-7-1"
8323,"FZD6","hsa-mir-205-3p","hsa-mir-651-5p",0.0065,FALSE,NA,"mirtarbase","tarbase",0.0182791232615938,TRUE,"miR-205-3p","miR-651-5p","hsa-mir-205","hsa-mir-651"
8490,"RGS5","hsa-mir-1243","hsa-mir-663a",0.0095,FALSE,NA,"mirtarbase","mirtarbase",0.0248931782907541,TRUE,"miR-1243","miR-1908-5p","hsa-mir-1243","hsa-mir-663a"
8553,"BHLHE40","hsa-mir-629-5p","hsa-mir-767-3p",0.0085,TRUE,NA,"tarbase","mirtarbase",0.022739498968761,TRUE,"miR-629-5p","miR-767-3p","hsa-mir-629","hsa-mir-105-1,hsa-mir-767,hsa-mir-105-2"
8693,"GALNT4","hsa-mir-18b-3p","hsa-mir-2113",0.0015,FALSE,NA,"mirtarbase","mirtarbase",0.005383963824115,TRUE,"miR-18b-3p","miR-2113","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-2113"
8853,"ASAP2","hsa-mir-29b-3p","hsa-mir-373-3p",0.006,FALSE,NA,"tarbase","tarbase",0.0171330541237113,TRUE,"miR-29-3p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-29a,hsa-mir-29b-1","hsa-mir-371a,hsa-mir-371b,hsa-mir-372,hsa-mir-373"
8853,"ASAP2","hsa-mir-373-3p","hsa-mir-323a-5p",0.0035,FALSE,NA,"tarbase","tarbase",0.0109884585866934,TRUE,"miR-302-3p/372-3p/373-3p/520-3p","miR-323a-5p","hsa-mir-371a,hsa-mir-371b,hsa-mir-372,hsa-mir-373","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495"
