"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","BH_pvalues_adjusted","BH_rejected","miRNA1Family","miRNA2Family","miRNA1Cluster","miRNA2Cluster"
55870,"ASH1L","hsa-mir-497-5p","hsa-mir-302c-3p",0.0015,TRUE,NA,"mirtarbase tarbase","tarbase",0.005383963824115,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p",NA,"hsa-mir-195,hsa-mir-497","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b"
55870,"ASH1L","hsa-mir-497-5p","hsa-mir-302d-3p",0.001,TRUE,NA,"mirtarbase tarbase","tarbase",0.0037967444849004,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-195,hsa-mir-497","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b"
55870,"ASH1L","hsa-mir-548f-3p","hsa-mir-33a-3p",0.007,TRUE,NA,"tarbase","tarbase",0.0194253287413901,TRUE,"miR-548az-3p/548ar-3p/548a-3p/548e-3p/548f-3p","miR-33a-3p","hsa-mir-548f-2","hsa-mir-33a"
56853,"CELF4","hsa-mir-378c","hsa-mir-378a-3p",0.0015,FALSE,NA,"mirtarbase","mirtarbase",0.005383963824115,TRUE,"miR-378-3p","miR-378-3p","hsa-mir-378c","hsa-mir-378a"
56924,"PAK6","hsa-mir-3609","hsa-mir-519d-3p",0.001,FALSE,NA,"mirtarbase","mirtarbase",0.0037967444849004,TRUE,"miR-548ah-5p/3609","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-3609","hsa-mir-526a-1,hsa-mir-520c,hsa-mir-518c,hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2,hsa-mir-520d,hsa-mir-517b,hsa-mir-520g"
57035,"RSRP1","hsa-mir-3662","hsa-mir-122-5p",0.005,FALSE,NA,"tarbase","tarbase",0.0147561043285239,TRUE,"miR-3662","miR-122-5p","hsa-mir-3662","hsa-mir-122,hsa-mir-3591"
57169,"ZNFX1","hsa-mir-182-5p","hsa-mir-541-3p",0.001,FALSE,NA,"tarbase","tarbase",0.0037967444849004,TRUE,"miR-182-5p","miR-654-5p","hsa-mir-182,hsa-mir-96,hsa-mir-183","hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409,hsa-mir-412,hsa-mir-369,hsa-mir-410,hsa-mir-656"
57181,"SLC39A10","hsa-mir-1226-3p","hsa-mir-582-5p",0.001,FALSE,NA,"tarbase","mirtarbase",0.0037967444849004,TRUE,"miR-1226-3p","miR-582-5p","hsa-mir-1226","hsa-mir-582"
57587,"CFAP97","hsa-mir-200c-3p","hsa-mir-33a-3p",0.0095,FALSE,NA,"tarbase","tarbase",0.0248931782907541,TRUE,"miR-200bc-3p/429","miR-33a-3p","hsa-mir-200c,hsa-mir-141","hsa-mir-33a"
57670,"KIAA1549","hsa-mir-520a-5p","hsa-mir-301b-3p",0.002,FALSE,NA,"mirtarbase","tarbase",0.00687181806434939,TRUE,"miR-525-5p","miR-130-3p/301-3p/454-3p","hsa-mir-520f,hsa-mir-515-2,hsa-mir-519c,hsa-mir-1283-1,hsa-mir-520a,hsa-mir-526b,hsa-mir-519b,hsa-mir-525,hsa-mir-523,hsa-mir-518f","hsa-mir-301b,hsa-mir-130b"
57674,"RNF213","hsa-mir-3065-3p","hsa-mir-424-5p",0,FALSE,NA,"tarbase","tarbase",0,TRUE,"miR-3065-3p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-657,hsa-mir-3065,hsa-mir-338,hsa-mir-1250","hsa-mir-450b,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-542,hsa-mir-503,hsa-mir-424"
57674,"RNF213","hsa-mir-582-5p","hsa-mir-3065-3p",0.0035,FALSE,NA,"mirtarbase","tarbase",0.0109884585866934,TRUE,"miR-582-5p","miR-3065-3p","hsa-mir-582","hsa-mir-657,hsa-mir-3065,hsa-mir-338,hsa-mir-1250"
57695,"USP37","hsa-mir-577","hsa-mir-455-3p",0.0065,FALSE,NA,"tarbase","mirtarbase",0.0182791232615938,TRUE,"miR-577",NA,"hsa-mir-577","hsa-mir-455"
57761,"TRIB3","hsa-mir-335-5p","hsa-mir-493-3p",0.001,FALSE,NA,"mirtarbase tarbase","mirtarbase",0.0037967444849004,TRUE,"miR-335-5p","miR-493-3p","hsa-mir-335","hsa-mir-493,hsa-mir-337,hsa-mir-665"
58528,"RRAGD","hsa-mir-34c-5p","hsa-mir-124-3p",0.0035,FALSE,NA,"mirtarbase","tarbase",0.0109884585866934,TRUE,"miR-34-5p/449-5p",NA,"hsa-mir-34b,hsa-mir-34c","hsa-mir-124-1"
60468,"BACH2","hsa-mir-7-1-3p","hsa-mir-29c-3p",0,TRUE,NA,"tarbase","mirtarbase",0,TRUE,"miR-7-3p","miR-29-3p","hsa-mir-7-1","hsa-mir-29c,hsa-mir-29b-2"
64324,"NSD1","hsa-mir-106a-5p","hsa-mir-181d-5p",0.001,FALSE,NA,"tarbase","tarbase",0.0037967444849004,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-181-5p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-181c,hsa-mir-181d"
64778,"FNDC3B","hsa-mir-155-5p","hsa-mir-211-5p",0.0065,FALSE,NA,"mirtarbase tarbase","tarbase",0.0182791232615938,TRUE,"miR-155-5p","miR-204-5p/211-5p","hsa-mir-155","hsa-mir-211"
64866,"CDCP1","hsa-mir-181d-5p","hsa-mir-138-5p",0.0095,FALSE,NA,"tarbase","tarbase",0.0248931782907541,TRUE,"miR-181-5p","miR-138-5p","hsa-mir-181c,hsa-mir-181d","hsa-mir-138-2"
64866,"CDCP1","hsa-mir-194-3p","hsa-mir-377-5p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-194-3p","miR-377-5p/6086","hsa-mir-192,hsa-mir-194-2","hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409,hsa-mir-412,hsa-mir-369,hsa-mir-410,hsa-mir-656"
64866,"CDCP1","hsa-mir-194-3p","hsa-mir-485-5p",5e-04,FALSE,NA,"mirtarbase","mirtarbase",0.00205864591801184,TRUE,"miR-194-3p","miR-485-5p","hsa-mir-192,hsa-mir-194-2","hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409"
64866,"CDCP1","hsa-mir-665","hsa-mir-224-5p",0.0025,FALSE,NA,"mirtarbase tarbase","tarbase",0.00830200755565268,TRUE,"miR-665","miR-224-5p","hsa-mir-493,hsa-mir-337,hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136","hsa-mir-224,hsa-mir-452"
64919,"BCL11B","hsa-mir-942-5p","hsa-mir-216a-5p",5e-04,TRUE,NA,"tarbase","tarbase",0.00205864591801184,TRUE,"miR-942-5p","miR-216a-5p","hsa-mir-942","hsa-mir-217,hsa-mir-216a"
64981,"MRPL34","hsa-mir-196a-5p","hsa-mir-92b-5p",0.003,FALSE,NA,"tarbase","mirtarbase",0.00965844356327753,TRUE,"miR-196-5p","miR-92b-5p","hsa-mir-196a-1","hsa-mir-92b"
65059,"RAPH1","hsa-mir-129-5p","hsa-mir-204-5p",0.0065,FALSE,NA,"tarbase","tarbase",0.0182791232615938,TRUE,"miR-129-5p","miR-204-5p/211-5p","hsa-mir-129-1","hsa-mir-204"
65059,"RAPH1","hsa-mir-506-3p","hsa-mir-204-5p",0.0045,FALSE,NA,"tarbase","tarbase",0.0135297659430122,TRUE,"miR-124-3p.2/506-3p","miR-204-5p/211-5p","hsa-mir-513a-2,hsa-mir-506,hsa-mir-507,hsa-mir-508","hsa-mir-204"
65059,"RAPH1","hsa-mir-509-3-5p","hsa-mir-204-5p",5e-04,FALSE,NA,"tarbase","tarbase",0.00205864591801184,TRUE,"miR-509-3-5p/509-5p/4418","miR-204-5p/211-5p","hsa-mir-514b,hsa-mir-509-2,hsa-mir-509-3,hsa-mir-509-1","hsa-mir-204"
79026,"AHNAK","hsa-mir-127-5p","hsa-mir-205-5p",0.0065,FALSE,NA,"tarbase","tarbase",0.0182791232615938,TRUE,"miR-127-5p","miR-205-5p","hsa-mir-337,hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136","hsa-mir-205"
79026,"AHNAK","hsa-mir-205-5p","hsa-mir-1305",0.003,FALSE,NA,"tarbase","tarbase",0.00965844356327753,TRUE,"miR-205-5p","miR-1305","hsa-mir-205","hsa-mir-1305"
79026,"AHNAK","hsa-mir-487a-3p","hsa-mir-205-5p",5e-04,FALSE,NA,"tarbase","tarbase",0.00205864591801184,TRUE,"miR-154-3p/487-3p","miR-205-5p","hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377","hsa-mir-205"
79094,"CHAC1","hsa-mir-539-5p","hsa-mir-940",0.001,FALSE,NA,"mirtarbase","mirtarbase tarbase",0.0037967444849004,TRUE,"miR-539-5p","miR-940/6808-5p/6893-5p","hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b","hsa-mir-3677,hsa-mir-940,hsa-mir-4717"
79834,"PEAK1","hsa-mir-20b-5p","hsa-mir-92b-3p",5e-04,FALSE,NA,"mirtarbase","mirtarbase",0.00205864591801184,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-25-3p/32-5p/92-3p/363-3p/367-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-92b"
79944,"L2HGDH","hsa-mir-155-5p","hsa-mir-497-5p",0.001,FALSE,NA,"mirtarbase tarbase","mirtarbase",0.0037967444849004,TRUE,"miR-155-5p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-155","hsa-mir-195,hsa-mir-497"
80045,"GPR157","hsa-mir-519d-3p","hsa-mir-642a-5p",0.006,FALSE,NA,"mirtarbase","tarbase",0.0171330541237113,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-642a-5p","hsa-mir-526a-1,hsa-mir-520c,hsa-mir-518c,hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2,hsa-mir-520d,hsa-mir-517b,hsa-mir-520g","hsa-mir-642a,hsa-mir-642b"
80045,"GPR157","hsa-mir-520h","hsa-mir-642a-5p",0.0025,FALSE,NA,"mirtarbase","tarbase",0.00830200755565268,TRUE,"miR-520g-3p","miR-642a-5p","hsa-mir-518d,hsa-mir-516b-1,hsa-mir-518a-2,hsa-mir-517c,hsa-mir-520h,hsa-mir-521-1,hsa-mir-522,hsa-mir-519a-1","hsa-mir-642a,hsa-mir-642b"
80223,"RAB11FIP1","hsa-mir-29a-3p","hsa-mir-195-5p",0,FALSE,NA,"mirtarbase","tarbase",0,TRUE,"miR-29-3p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-29a,hsa-mir-29b-1","hsa-mir-195,hsa-mir-497"
80223,"RAB11FIP1","hsa-mir-29a-3p","hsa-mir-502-5p",0.0025,FALSE,NA,"mirtarbase","tarbase",0.00830200755565268,TRUE,"miR-29-3p","miR-502-5p","hsa-mir-29a,hsa-mir-29b-1","hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660,hsa-mir-502"
80223,"RAB11FIP1","hsa-mir-29b-3p","hsa-mir-195-5p",0.004,FALSE,NA,"mirtarbase","tarbase",0.0122734825755827,TRUE,"miR-29-3p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-29a,hsa-mir-29b-1","hsa-mir-195,hsa-mir-497"
80223,"RAB11FIP1","hsa-mir-29b-3p","hsa-mir-518c-5p",5e-04,FALSE,NA,"mirtarbase","tarbase",0.00205864591801184,TRUE,"miR-29-3p","miR-518c-5p","hsa-mir-29a,hsa-mir-29b-1","hsa-mir-518f,hsa-mir-520b,hsa-mir-518b,hsa-mir-526a-1,hsa-mir-520c,hsa-mir-518c,hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2"
80223,"RAB11FIP1","hsa-mir-29b-3p","hsa-mir-519d-3p",0.0015,FALSE,NA,"mirtarbase","mirtarbase",0.005383963824115,TRUE,"miR-29-3p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-29a,hsa-mir-29b-1","hsa-mir-526a-1,hsa-mir-520c,hsa-mir-518c,hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2,hsa-mir-520d,hsa-mir-517b,hsa-mir-520g"
80223,"RAB11FIP1","hsa-mir-29b-3p","hsa-mir-520a-3p",0.003,FALSE,NA,"mirtarbase","mirtarbase",0.00965844356327753,TRUE,"miR-29-3p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-29a,hsa-mir-29b-1","hsa-mir-520f,hsa-mir-515-2,hsa-mir-519c,hsa-mir-1283-1,hsa-mir-520a,hsa-mir-526b,hsa-mir-519b,hsa-mir-525,hsa-mir-523,hsa-mir-518f"
80223,"RAB11FIP1","hsa-mir-29b-3p","hsa-mir-526b-3p",0.006,FALSE,NA,"mirtarbase","mirtarbase",0.0171330541237113,TRUE,"miR-29-3p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-29a,hsa-mir-29b-1","hsa-mir-515-2,hsa-mir-519c,hsa-mir-1283-1,hsa-mir-520a,hsa-mir-526b,hsa-mir-519b,hsa-mir-525,hsa-mir-523,hsa-mir-518f,hsa-mir-520b,hsa-mir-518b"
80223,"RAB11FIP1","hsa-mir-29c-3p","hsa-mir-195-5p",0,FALSE,NA,"mirtarbase","tarbase",0,TRUE,"miR-29-3p","miR-15-5p/16-5p/195-5p/424-5p/497-5p","hsa-mir-29c,hsa-mir-29b-2","hsa-mir-195,hsa-mir-497"
80223,"RAB11FIP1","hsa-mir-29c-3p","hsa-mir-518c-5p",0.002,FALSE,NA,"mirtarbase","tarbase",0.00687181806434939,TRUE,"miR-29-3p","miR-518c-5p","hsa-mir-29c,hsa-mir-29b-2","hsa-mir-518f,hsa-mir-520b,hsa-mir-518b,hsa-mir-526a-1,hsa-mir-520c,hsa-mir-518c,hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2"
80223,"RAB11FIP1","hsa-mir-29c-3p","hsa-mir-519d-3p",0.0015,FALSE,NA,"mirtarbase","mirtarbase",0.005383963824115,TRUE,"miR-29-3p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-29c,hsa-mir-29b-2","hsa-mir-526a-1,hsa-mir-520c,hsa-mir-518c,hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2,hsa-mir-520d,hsa-mir-517b,hsa-mir-520g"
80223,"RAB11FIP1","hsa-mir-29c-3p","hsa-mir-526b-3p",0.0035,FALSE,NA,"mirtarbase","mirtarbase",0.0109884585866934,TRUE,"miR-29-3p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-29c,hsa-mir-29b-2","hsa-mir-515-2,hsa-mir-519c,hsa-mir-1283-1,hsa-mir-520a,hsa-mir-526b,hsa-mir-519b,hsa-mir-525,hsa-mir-523,hsa-mir-518f,hsa-mir-520b,hsa-mir-518b"
80223,"RAB11FIP1","hsa-mir-520c-3p","hsa-mir-29b-3p",0.003,FALSE,NA,"mirtarbase","mirtarbase",0.00965844356327753,TRUE,"miR-302-3p/372-3p/373-3p/520-3p","miR-29-3p","hsa-mir-525,hsa-mir-523,hsa-mir-518f,hsa-mir-520b,hsa-mir-518b,hsa-mir-526a-1,hsa-mir-520c,hsa-mir-518c,hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2","hsa-mir-29a,hsa-mir-29b-1"
80223,"RAB11FIP1","hsa-mir-520c-3p","hsa-mir-29c-3p",0.006,FALSE,NA,"mirtarbase","mirtarbase",0.0171330541237113,TRUE,"miR-302-3p/372-3p/373-3p/520-3p","miR-29-3p","hsa-mir-525,hsa-mir-523,hsa-mir-518f,hsa-mir-520b,hsa-mir-518b,hsa-mir-526a-1,hsa-mir-520c,hsa-mir-518c,hsa-mir-524,hsa-mir-517a,hsa-mir-519d,hsa-mir-521-2","hsa-mir-29c,hsa-mir-29b-2"
80228,"ORAI2","hsa-mir-3922-3p","hsa-mir-302a-3p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-3176/3922-3p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-3922","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b"
80228,"ORAI2","hsa-mir-3922-3p","hsa-mir-302c-3p",0.001,FALSE,NA,"mirtarbase","mirtarbase",0.0037967444849004,TRUE,"miR-3176/3922-3p",NA,"hsa-mir-3922","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b"
80228,"ORAI2","hsa-mir-3922-3p","hsa-mir-302d-3p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-3176/3922-3p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-3922","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b"
80228,"ORAI2","hsa-mir-3922-3p","hsa-mir-367-3p",0.003,FALSE,NA,"mirtarbase","mirtarbase",0.00965844356327753,TRUE,"miR-3176/3922-3p","miR-25-3p/32-5p/92-3p/363-3p/367-3p","hsa-mir-3922","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b"
80315,"CPEB4","hsa-mir-335-3p","hsa-mir-429",0.005,FALSE,NA,"tarbase","tarbase",0.0147561043285239,TRUE,"miR-335-3p","miR-200bc-3p/429","hsa-mir-335","hsa-mir-200b,hsa-mir-200a,hsa-mir-429"
80856,"LNPK","hsa-mir-34c-5p","hsa-mir-548e-3p",0.0045,FALSE,NA,"mirtarbase","mirtarbase",0.0135297659430122,TRUE,"miR-34-5p/449-5p","miR-548az-3p/548ar-3p/548a-3p/548e-3p/548f-3p","hsa-mir-34b,hsa-mir-34c","hsa-mir-548e"
81848,"SPRY4","hsa-mir-342-5p","hsa-mir-129-2-3p",0.009,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/23640991'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29410498'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30027931'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31235829'>PubMedLink</a>","mirtarbase","tarbase",0.023827799074028,TRUE,"miR-342-5p/4664-5p","miR-129-3p","hsa-mir-151b,hsa-mir-342","hsa-mir-129-2"
84128,"WDR75","hsa-mir-129-5p","hsa-mir-149-3p",0.004,FALSE,NA,"tarbase","mirtarbase",0.0122734825755827,TRUE,"miR-129-5p","miR-149-3p/4728-5p/6785-5p/6883-5p","hsa-mir-129-1","hsa-mir-149"
84144,"SYDE2","hsa-mir-367-3p","hsa-mir-182-5p",0.0085,FALSE,NA,"tarbase","mirtarbase",0.022739498968761,TRUE,"miR-25-3p/32-5p/92-3p/363-3p/367-3p","miR-182-5p","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b","hsa-mir-182,hsa-mir-96,hsa-mir-183"
84144,"SYDE2","hsa-mir-367-3p","hsa-mir-183-3p",0.0025,FALSE,NA,"tarbase","tarbase",0.00830200755565268,TRUE,"miR-25-3p/32-5p/92-3p/363-3p/367-3p","miR-183-3p","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b","hsa-mir-182,hsa-mir-96,hsa-mir-183"
84247,"RTL6","hsa-mir-497-5p","hsa-mir-302a-3p",0.009,FALSE,NA,"tarbase","tarbase",0.023827799074028,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-195,hsa-mir-497","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b"
84247,"RTL6","hsa-mir-497-5p","hsa-mir-302d-3p",0.0075,FALSE,NA,"tarbase","tarbase",0.0205506607929515,TRUE,"miR-15-5p/16-5p/195-5p/424-5p/497-5p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-195,hsa-mir-497","hsa-mir-367,hsa-mir-302d,hsa-mir-302a,hsa-mir-302c,hsa-mir-302b"
84248,"FYTTD1","hsa-mir-381-3p","hsa-mir-411-3p",0,FALSE,NA,"tarbase","mirtarbase",0,TRUE,"miR-381-3p","miR-411-3p","hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543"
84248,"FYTTD1","hsa-mir-381-3p","hsa-mir-654-3p",0,FALSE,NA,"tarbase","tarbase",0,TRUE,"miR-381-3p","miR-654-3p","hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485","hsa-mir-543,hsa-mir-495,hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655"
84272,"YIPF4","hsa-mir-744-3p","hsa-mir-92b-3p",0.002,FALSE,NA,"mirtarbase","mirtarbase",0.00687181806434939,TRUE,"miR-744-3p","miR-25-3p/32-5p/92-3p/363-3p/367-3p","hsa-mir-744","hsa-mir-92b"
84272,"YIPF4","hsa-mir-92b-3p","hsa-mir-3065-5p",0.0045,FALSE,NA,"mirtarbase","tarbase",0.0135297659430122,TRUE,"miR-25-3p/32-5p/92-3p/363-3p/367-3p","miR-3065-5p","hsa-mir-92b","hsa-mir-657,hsa-mir-3065,hsa-mir-338,hsa-mir-1250"
84272,"YIPF4","hsa-mir-92b-3p","hsa-mir-541-3p",0.0065,FALSE,NA,"mirtarbase","mirtarbase",0.0182791232615938,TRUE,"miR-25-3p/32-5p/92-3p/363-3p/367-3p","miR-654-5p","hsa-mir-92b","hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409,hsa-mir-412,hsa-mir-369,hsa-mir-410,hsa-mir-656"
84293,"PRXL2A","hsa-mir-20b-5p","hsa-mir-372-3p",0,FALSE,NA,"mirtarbase","mirtarbase",0,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-302-3p/372-3p/373-3p/520-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-371a,hsa-mir-371b,hsa-mir-372,hsa-mir-373"
84333,"PCGF5","hsa-mir-1305","hsa-mir-183-5p",0.0015,FALSE,NA,"tarbase","tarbase",0.005383963824115,TRUE,"miR-1305",NA,"hsa-mir-1305","hsa-mir-182,hsa-mir-96,hsa-mir-183"
84333,"PCGF5","hsa-mir-183-5p","hsa-mir-500a-5p",0.0065,FALSE,NA,"tarbase","tarbase",0.0182791232615938,TRUE,NA,"miR-500a-5p","hsa-mir-182,hsa-mir-96,hsa-mir-183","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660,hsa-mir-502"
84823,"LMNB2","hsa-mir-378c","hsa-mir-188-3p",0.0055,FALSE,NA,"mirtarbase","mirtarbase",0.0159624263261297,TRUE,"miR-378-3p","miR-188-3p","hsa-mir-378c","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660"
90627,"STARD13","hsa-mir-1270","hsa-mir-376b-3p",0.0035,FALSE,NA,"tarbase","tarbase",0.0109884585866934,TRUE,"miR-1270","miR-376-3p",NA,"hsa-mir-543,hsa-mir-495,hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655"
92255,"LMBRD2","hsa-mir-142-3p","hsa-mir-519e-3p",0.0095,FALSE,NA,"tarbase","mirtarbase",0.0248931782907541,TRUE,NA,"miR-33b-3p/515-3p/519e-3p","hsa-mir-142,hsa-mir-4736","hsa-mir-1323,hsa-mir-498,hsa-mir-520e,hsa-mir-515-1,hsa-mir-519e,hsa-mir-520f,hsa-mir-515-2,hsa-mir-519c,hsa-mir-1283-1"
112939,"NACC1","hsa-mir-452-3p","hsa-mir-491-5p",0.0045,FALSE,NA,"tarbase","mirtarbase tarbase",0.0135297659430122,TRUE,"miR-452-3p","miR-491-5p","hsa-mir-224,hsa-mir-452","hsa-mir-491"
114908,"TMEM123","hsa-mir-204-5p","hsa-mir-653-5p",0.008,FALSE,NA,"tarbase","tarbase",0.0216590133889935,TRUE,"miR-204-5p/211-5p","miR-653-5p","hsa-mir-204","hsa-mir-653,hsa-mir-489"
114987,"WDR31","hsa-mir-183-5p","hsa-mir-301b-3p",0.005,FALSE,NA,"mirtarbase","mirtarbase",0.0147561043285239,TRUE,NA,"miR-130-3p/301-3p/454-3p","hsa-mir-182,hsa-mir-96,hsa-mir-183","hsa-mir-301b,hsa-mir-130b"
