"miRNA1","miRNA2","TF","hgnc_symbol_tf","Target","hgnc_symbol_target","ModeOfRegulation","TwoVar_mirna1_tf","TwoVar_mirna1_target","TwoVar_mirna2_target","mirna1mirna2_target","BH_pvalues_adjusted"
"hsa-mir-21-3p","hsa-mir-218-5p",4205,"MEF2A",687,"KLF9",1,0,0.152,0.014,0.0015,0.011451979253032
"hsa-mir-132-3p","hsa-mir-218-5p",4205,"MEF2A",687,"KLF9",1,0,0.1685,0.018,0,0
"hsa-mir-142-3p","hsa-mir-382-5p",4205,"MEF2A",687,"KLF9",1,0,0.4515,0.364,0.004,0.0242992328935256
"hsa-mir-127-3p","hsa-mir-21-3p",4205,"MEF2A",687,"KLF9",1,0,0.125,0.1205,0.002,0.0143233974822746
"hsa-mir-21-3p","hsa-mir-381-3p",4205,"MEF2A",687,"KLF9",1,0,0.141,0.167,0.0075,0.0384991443683883
"hsa-mir-382-5p","hsa-mir-542-3p",1997,"ELF1",687,"KLF9",1,0,0.397,0.0715,0.006,0.0327349087151223
"hsa-mir-148a-3p","hsa-mir-218-5p",4205,"MEF2A",687,"KLF9",1,0,0.0955,0.0175,0.0035,0.0219720958254721
"hsa-mir-132-3p","hsa-mir-218-5p",1997,"ELF1",687,"KLF9",1,0.0025,0.1685,0.018,0,0
"hsa-mir-148a-3p","hsa-mir-381-3p",4205,"MEF2A",687,"KLF9",1,0,0.1115,0.1595,0.003,0.0195630434782609
"hsa-mir-218-5p","hsa-mir-542-3p",1997,"ELF1",687,"KLF9",1,0,0.017,0.059,0,0
"hsa-mir-148a-3p","hsa-mir-382-5p",4205,"MEF2A",687,"KLF9",1,0,0.0905,0.38,0.0015,0.011451979253032
"hsa-mir-21-3p","hsa-mir-382-5p",4205,"MEF2A",687,"KLF9",1,0,0.183,0.3475,5e-04,0.00465053675036997
"hsa-mir-127-3p","hsa-mir-197-3p",1997,"ELF1",687,"KLF9",1,5e-04,0.138,0.0225,5e-04,0.00465053675036997
"hsa-mir-146a-5p","hsa-mir-29b-1-5p",1997,"ELF1",687,"KLF9",1,0,0.046,0.216,0.006,0.0327349087151223
"hsa-mir-142-3p","hsa-mir-146a-5p",4205,"MEF2A",687,"KLF9",1,0,0.3975,0.037,0.0055,0.0307185093237792
"hsa-mir-130a-3p","hsa-mir-7-1-3p",7003,"TEAD1",781,"CACNA2D1",1,0.003,0.018,0.4,5e-04,0.00465053675036997
"hsa-mir-186-5p","hsa-mir-629-3p",7003,"TEAD1",781,"CACNA2D1",1,0,0.1345,0.087,0,0
"hsa-mir-186-5p","hsa-mir-7-1-3p",7003,"TEAD1",781,"CACNA2D1",1,0,0.081,0.438,0.0045,0.0265216200526919
"hsa-mir-218-5p","hsa-mir-629-3p",7003,"TEAD1",781,"CACNA2D1",1,0,0.712,0.082,0.0065,0.0347114341973943
"hsa-mir-181b-5p","hsa-mir-299-5p",7003,"TEAD1",781,"CACNA2D1",1,0.0065,0.085,0.9985,0.002,0.0143233974822746
"hsa-mir-16-1-3p","hsa-mir-299-5p",7003,"TEAD1",781,"CACNA2D1",1,0.008,0.0565,0.9965,0.0045,0.0265216200526919
"hsa-mir-185-5p","hsa-mir-32-5p",4609,"MYC",790,"CAD",1,0,0.238,0.219,0,0
"hsa-mir-22-3p","hsa-mir-32-5p",4609,"MYC",790,"CAD",1,0,0.0135,0.189,0,0
"hsa-mir-1-3p","hsa-mir-22-3p",4609,"MYC",790,"CAD",1,0,0.071,0.0135,0.002,0.0143233974822746
"hsa-mir-129-5p","hsa-mir-182-5p",2099,"ESR1",824,"CAPN2",1,0,0.1365,0.0185,0.0035,0.0219720958254721
"hsa-mir-129-5p","hsa-mir-29a-3p",2099,"ESR1",824,"CAPN2",1,5e-04,0.135,0.032,0.002,0.0143233974822746
"hsa-mir-126-5p","hsa-mir-219a-1-3p",7003,"TEAD1",831,"CAST",1,0,0.4515,0.0215,0.006,0.0327349087151223
"hsa-mir-125b-5p","hsa-mir-142-3p",4149,"MAX",831,"CAST",1,0.004,0.0785,0.069,0.008,0.0403013778801257
"hsa-mir-142-3p","hsa-mir-219a-1-3p",7003,"TEAD1",831,"CAST",1,0,0.0635,0.0185,0.001,0.00827304068030337
"hsa-mir-125b-5p","hsa-mir-152-3p",4149,"MAX",831,"CAST",1,0.0045,0.1465,0.265,0.001,0.00827304068030337
"hsa-mir-125b-5p","hsa-mir-338-3p",4149,"MAX",831,"CAST",1,5e-04,0.06,0.0555,0.0055,0.0307185093237792
"hsa-mir-125b-5p","hsa-mir-330-3p",4149,"MAX",831,"CAST",1,0.0015,0.077,0.024,0.001,0.00827304068030337
