"miRNA1","miRNA2","TF","hgnc_symbol_tf","Target","hgnc_symbol_target","ModeOfRegulation","TwoVar_mirna1_tf","TwoVar_mirna1_target","TwoVar_mirna2_target","mirna1mirna2_target","BH_pvalues_adjusted"
"hsa-mir-378a-5p","hsa-mir-491-3p",4205,"MEF2A",221037,"JMJD1C",1,0.0045,0.1325,0.034,0.003,0.0297973950012186
"hsa-mir-203a-3p","hsa-mir-29b-3p",196528,"ARID2",221037,"JMJD1C",1,0,0.5995,0.0395,0.004,0.0362805143422354
"hsa-mir-500a-5p","hsa-mir-582-5p",196528,"ARID2",221037,"JMJD1C",1,0,0.017,0.2135,0.0055,0.0449164625729171
"hsa-mir-17-5p","hsa-mir-942-5p",4205,"MEF2A",221037,"JMJD1C",1,0,0.0115,0.163,0.0055,0.0449164625729171
"hsa-mir-143-3p","hsa-mir-30c-2-3p",688,"KLF5",222484,"LNX2",1,0,0.173,0.0375,0.0025,0.0261967203748143
"hsa-mir-30c-2-3p","hsa-mir-9-5p",688,"KLF5",222484,"LNX2",1,5e-04,0.0405,0.037,0.0025,0.0261967203748143
"hsa-mir-183-5p","hsa-mir-33a-5p",571,"BACH1",222658,"KCTD20",1,0.008,0.117,0.0225,0.005,0.042207033047961
"hsa-mir-130b-3p","hsa-mir-182-5p",60468,"BACH2",222658,"KCTD20",1,0,0.0325,0.0355,0.0025,0.0261967203748143
"hsa-mir-130b-3p","hsa-mir-330-3p",571,"BACH1",222658,"KCTD20",1,0.0045,0.025,0.0245,0.0035,0.0330975043827988
"hsa-mir-130b-3p","hsa-mir-455-3p",571,"BACH1",222658,"KCTD20",1,0.0055,0.03,0.254,0.0025,0.0261967203748143
"hsa-mir-183-5p","hsa-mir-330-3p",571,"BACH1",222658,"KCTD20",1,0.0035,0.084,0.012,0.001,0.0135109768675409
"hsa-mir-194-5p","hsa-mir-33a-5p",571,"BACH1",222658,"KCTD20",1,0,0.0105,0.0175,0.002,0.022403860249206
"hsa-let-7g-3p","hsa-mir-33a-3p",60468,"BACH2",222658,"KCTD20",1,0,0.1445,0.0445,0.0045,0.0392808662541647
"hsa-mir-345-5p","hsa-mir-501-3p",571,"BACH1",222658,"KCTD20",1,0.003,0.214,0.1165,0.0035,0.0330975043827988
"hsa-mir-183-5p","hsa-mir-196b-5p",571,"BACH1",222658,"KCTD20",1,0.006,0.0485,0.2105,0.0035,0.0330975043827988
"hsa-mir-17-5p","hsa-mir-182-5p",60468,"BACH2",222658,"KCTD20",1,0,0.068,0.037,0.0055,0.0449164625729171
"hsa-mir-182-5p","hsa-mir-20a-5p",60468,"BACH2",222658,"KCTD20",1,0,0.038,0.122,0.0045,0.0392808662541647
"hsa-mir-501-3p","hsa-mir-942-5p",571,"BACH1",222658,"KCTD20",1,0.0015,0.2415,0.143,0.001,0.0135109768675409
"hsa-let-7g-3p","hsa-mir-130b-3p",60468,"BACH2",222658,"KCTD20",1,0,0.176,0.024,0.0045,0.0392808662541647
"hsa-let-7g-3p","hsa-mir-331-3p",60468,"BACH2",222658,"KCTD20",1,0,0.1605,0.0345,0.0035,0.0330975043827988
