miRNA1,miRNA2,TF,Target,ModeOfRegulation,TwoVar_mirna1_tf,TwoVar_mirna1_target,TwoVar_mirna2_target,mirna1mirna2_target,BH_rejected,BH_pvalues_adjusted
hsa-mir-142-3p,hsa-mir-33b-5p,6667,5743,1,0.0,0.235,0.0285,0.001,True,0.018243794815223386
hsa-mir-20b-5p,hsa-mir-33b-5p,6667,596,1,0.0,0.0115,0.1295,0.003,True,0.038520186335403724
hsa-mir-133b,hsa-mir-149-5p,6667,7528,1,0.0045,0.0385,0.06,0.0015,True,0.02468358208955224
hsa-mir-20b-5p,hsa-mir-33b-5p,6671,5108,1,0.0,0.0445,0.328,0.0025,True,0.03419768403639371
hsa-mir-106a-5p,hsa-mir-20b-5p,6774,3454,1,0.0,0.019,0.134,0.002,True,0.029545332737829392
hsa-mir-182-5p,hsa-mir-200a-3p,6774,3454,1,0.0,0.7785,0.331,0.002,True,0.029545332737829392
hsa-mir-20b-5p,hsa-mir-33b-5p,6774,596,1,0.0,0.0115,0.1295,0.003,True,0.038520186335403724
hsa-mir-200a-3p,hsa-mir-200b-3p,6925,84159,1,0.0,0.012,0.142,0.0,True,0.0
hsa-mir-204-5p,hsa-mir-33b-5p,6925,84159,1,0.008,0.0145,0.1015,0.004,True,0.04683327433628318
hsa-mir-221-5p,hsa-mir-503-5p,6929,23225,1,0.0,0.1095,0.34,0.002,True,0.029545332737829392
hsa-mir-149-5p,hsa-mir-362-3p,7003,51421,1,0.0,0.035,0.1795,0.0,True,0.0
hsa-mir-20b-5p,hsa-mir-486-5p,7182,57649,1,0.0,0.081,0.6235,0.0,True,0.0
hsa-mir-20b-5p,hsa-mir-497-3p,7182,80218,1,0.0,0.091,0.2445,0.001,True,0.018243794815223386
hsa-mir-106a-3p,hsa-mir-20b-5p,7764,200424,1,0.008,0.1375,0.019,0.001,True,0.018243794815223386
hsa-mir-204-5p,hsa-mir-33b-5p,7764,8826,1,0.001,0.084,0.0755,0.002,True,0.029545332737829392
hsa-mir-20b-5p,hsa-mir-33b-5p,8202,596,1,0.0,0.0115,0.1295,0.003,True,0.038520186335403724
