"miRNA1","miRNA2","TF","hgnc_symbol_tf","Target","hgnc_symbol_target","ModeOfRegulation","TwoVar_mirna1_tf","TwoVar_mirna1_target","TwoVar_mirna2_target","mirna1mirna2_target","BH_pvalues_adjusted"
"hsa-mir-130b-3p","hsa-mir-511-5p",1316,"KLF6",9208,"LRRFIP1",1,0.0085,0.097,0.226,0.002,0.00686677317619719
"hsa-mir-17-5p","hsa-mir-192-5p",1316,"KLF6",9208,"LRRFIP1",1,0,0.025,0.0645,0.008,0.0216768298673653
"hsa-mir-106a-5p","hsa-mir-877-5p",1316,"KLF6",9208,"LRRFIP1",1,0.0025,0.105,0.053,0.0015,0.00537950932477974
"hsa-mir-185-3p","hsa-mir-629-3p",3661,"IRF3",9230,"RAB11B",1,0.0045,0.321,0.0295,0.0095,0.0249079785464167
"hsa-mir-323a-3p","hsa-mir-362-3p",7003,"TEAD1",9411,"ARHGAP29",1,0.0035,0.1235,0.022,0.002,0.00686677317619719
"hsa-mir-196a-5p","hsa-mir-331-3p",5089,"PBX2",9425,"CDYL",1,0,0.112,0.014,0.004,0.0122608502361767
"hsa-mir-196b-5p","hsa-mir-20a-5p",4205,"MEF2A",9425,"CDYL",1,0,0.2145,0.149,0.0055,0.01593687781815
"hsa-mir-20a-5p","hsa-mir-429",4205,"MEF2A",9425,"CDYL",1,0,0.171,0.011,0.005,0.014740642092323
"hsa-mir-19a-3p","hsa-mir-429",4205,"MEF2A",9425,"CDYL",1,0,0.024,0.0125,0,0
"hsa-mir-17-5p","hsa-mir-429",7702,"ZNF143",9425,"CDYL",1,0,0.0385,0.014,5e-04,0.00206526839983525
"hsa-mir-19b-3p","hsa-mir-429",4205,"MEF2A",9425,"CDYL",1,0,0.0625,0.0105,0.0015,0.00537950932477974
"hsa-mir-196a-5p","hsa-mir-3613-5p",4205,"MEF2A",9425,"CDYL",1,0,0.1175,0.0775,0.0065,0.0182793030488427
"hsa-mir-196b-5p","hsa-mir-760",5089,"PBX2",9425,"CDYL",1,0,0.196,0.059,0.0085,0.0227665746750619
"hsa-mir-17-5p","hsa-mir-429",4205,"MEF2A",9425,"CDYL",1,0,0.0385,0.014,5e-04,0.00206526839983525
"hsa-mir-196b-5p","hsa-mir-19a-3p",4205,"MEF2A",9425,"CDYL",1,0,0.1435,0.027,0.004,0.0122608502361767
"hsa-mir-182-5p","hsa-mir-196b-5p",4205,"MEF2A",9425,"CDYL",1,0,0.0945,0.214,0.0085,0.0227665746750619
"hsa-mir-221-5p","hsa-mir-342-5p",4094,"MAF",9467,"SH3BP5",1,0.0025,0.12,0.2315,0,0
"hsa-mir-200b-5p","hsa-mir-218-5p",1054,"CEBPG",9475,"ROCK2",1,0,0.1775,0.3145,0.0035,0.0109743199840832
"hsa-mir-200a-5p","hsa-mir-625-3p",1054,"CEBPG",9475,"ROCK2",1,0,0.192,0.0165,0.0025,0.00828396427605955
"hsa-mir-183-5p","hsa-mir-200a-5p",1054,"CEBPG",9475,"ROCK2",1,0,0.056,0.22,0.0025,0.00828396427605955
"hsa-mir-148a-3p","hsa-mir-183-5p",1054,"CEBPG",9475,"ROCK2",1,0.008,0.0755,0.0595,0.006,0.0171259799736086
"hsa-mir-32-3p","hsa-mir-625-3p",1054,"CEBPG",9475,"ROCK2",1,0.003,0.012,0.0175,0.004,0.0122608502361767
"hsa-mir-148a-3p","hsa-mir-200b-5p",1054,"CEBPG",9475,"ROCK2",1,0.0075,0.0985,0.2085,5e-04,0.00206526839983525
"hsa-mir-218-5p","hsa-mir-625-3p",1054,"CEBPG",9475,"ROCK2",1,0,0.318,0.013,0.008,0.0216768298673653
"hsa-mir-200b-5p","hsa-mir-32-3p",1054,"CEBPG",9475,"ROCK2",1,0,0.2295,0.0125,0.001,0.0037963109535772
"hsa-mir-200b-5p","hsa-mir-4326",1054,"CEBPG",9475,"ROCK2",1,0,0.187,0.7505,0,0
"hsa-mir-26b-5p","hsa-mir-425-5p",2005,"ELK4",9497,"SLC4A7",1,0,0.0465,0.048,5e-04,0.00206526839983525
"hsa-mir-26b-5p","hsa-mir-942-5p",2005,"ELK4",9497,"SLC4A7",1,0,0.026,0.045,0.003,0.00965021772092842
"hsa-mir-192-5p","hsa-mir-19b-3p",2005,"ELK4",9497,"SLC4A7",1,0.0015,0.157,0.494,0.0025,0.00828396427605955
"hsa-mir-19b-3p","hsa-mir-221-5p",2005,"ELK4",9497,"SLC4A7",1,0,0.5175,0.1025,0.007,0.019426893081761
"hsa-mir-30a-3p","hsa-mir-335-3p",2005,"ELK4",9497,"SLC4A7",1,5e-04,0.014,0.035,0.0075,0.0205637965601803
"hsa-mir-192-5p","hsa-mir-424-5p",2005,"ELK4",9497,"SLC4A7",1,0.002,0.168,0.0435,0,0
"hsa-mir-421","hsa-mir-654-3p",2005,"ELK4",9497,"SLC4A7",1,0,0.224,0.3495,0.0075,0.0205637965601803
"hsa-mir-18a-5p","hsa-mir-539-5p",2005,"ELK4",9497,"SLC4A7",1,0,0.042,0.505,5e-04,0.00206526839983525
"hsa-mir-200c-3p","hsa-mir-424-5p",2005,"ELK4",9497,"SLC4A7",1,5e-04,0.03,0.0305,0,0
"hsa-mir-200c-3p","hsa-mir-29b-1-5p",2005,"ELK4",9497,"SLC4A7",1,0.0015,0.026,0.163,0.0045,0.0135177676723668
"hsa-mir-200c-3p","hsa-mir-26b-5p",2005,"ELK4",9497,"SLC4A7",1,0.001,0.024,0.029,0.0015,0.00537950932477974
"hsa-mir-18a-5p","hsa-mir-29b-1-5p",2005,"ELK4",9497,"SLC4A7",1,0,0.062,0.1565,5e-04,0.00206526839983525
"hsa-mir-424-5p","hsa-mir-425-5p",2005,"ELK4",9497,"SLC4A7",1,0,0.033,0.044,0.008,0.0216768298673653
"hsa-mir-424-5p","hsa-mir-942-5p",2005,"ELK4",9497,"SLC4A7",1,0,0.0435,0.051,0.0015,0.00537950932477974
"hsa-mir-18a-5p","hsa-mir-421",2005,"ELK4",9497,"SLC4A7",1,0,0.0425,0.169,5e-04,0.00206526839983525
"hsa-mir-17-5p","hsa-mir-942-5p",2005,"ELK4",9497,"SLC4A7",1,0,0.0355,0.053,0,0
"hsa-mir-18a-5p","hsa-mir-424-5p",2005,"ELK4",9497,"SLC4A7",1,0,0.0435,0.0455,5e-04,0.00206526839983525
"hsa-mir-17-5p","hsa-mir-221-5p",2005,"ELK4",9497,"SLC4A7",1,0,0.03,0.1455,0.0025,0.00828396427605955
"hsa-mir-421","hsa-mir-942-5p",2005,"ELK4",9497,"SLC4A7",1,0,0.1275,0.0555,0.005,0.014740642092323
"hsa-mir-18a-5p","hsa-mir-7-5p",2005,"ELK4",9497,"SLC4A7",1,0,0.055,0.0395,0.0015,0.00537950932477974
"hsa-mir-19a-3p","hsa-mir-424-5p",2005,"ELK4",9497,"SLC4A7",1,0,0.2735,0.061,0.001,0.0037963109535772
"hsa-mir-7-5p","hsa-mir-942-5p",2005,"ELK4",9497,"SLC4A7",1,0,0.038,0.047,0.0035,0.0109743199840832
"hsa-mir-19b-3p","hsa-mir-942-5p",2005,"ELK4",9497,"SLC4A7",1,0,0.5215,0.0495,0.003,0.00965021772092842
"hsa-mir-26b-5p","hsa-mir-509-3p",4601,"MXI1",9564,"BCAR1",-1,0.001,0.145,0.443,0.0045,0.0135177676723668
"hsa-mir-130a-3p","hsa-mir-26b-5p",9575,"CLOCK",9586,"CREB5",1,0,0.0895,0.024,0.005,0.014740642092323
"hsa-mir-19b-3p","hsa-mir-335-5p",3662,"IRF4",9595,"CYTIP",1,0.0095,0.1345,0.5655,0,0
"hsa-mir-103a-2-5p","hsa-mir-149-5p",4772,"NFATC1",9612,"NCOR2",1,5e-04,0.063,0.389,0.001,0.0037963109535772
"hsa-mir-30b-3p","hsa-mir-96-5p",196,"AHR",9612,"NCOR2",1,0.0045,0.2585,0.012,0.0025,0.00828396427605955
"hsa-mir-19b-3p","hsa-mir-501-5p",9575,"CLOCK",9628,"RGS6",1,0.001,0.0225,0.0115,5e-04,0.00206526839983525
"hsa-mir-130a-3p","hsa-mir-155-5p",4609,"MYC",9631,"NUP155",1,0.0065,0.094,0.217,0.0055,0.01593687781815
"hsa-mir-130a-3p","hsa-mir-505-5p",7003,"TEAD1",9645,"MICAL2",1,0.006,0.519,0.039,0.006,0.0171259799736086
"hsa-mir-193b-3p","hsa-mir-195-5p",7182,"NR2C2",9648,"GCC2",1,0,0.012,0.034,0.005,0.014740642092323
"hsa-mir-193b-3p","hsa-mir-219a-1-3p",7003,"TEAD1",9693,"RAPGEF2",1,0,0.158,0.0115,0.004,0.0122608502361767
"hsa-mir-130a-3p","hsa-mir-219a-1-3p",7003,"TEAD1",9693,"RAPGEF2",1,0.008,0.0755,0.013,0.006,0.0171259799736086
"hsa-mir-193b-3p","hsa-mir-503-5p",7003,"TEAD1",9693,"RAPGEF2",1,0,0.198,0.2485,0.002,0.00686677317619719
"hsa-mir-130a-3p","hsa-mir-26b-3p",7003,"TEAD1",9693,"RAPGEF2",1,0.0085,0.0615,0.024,0.001,0.0037963109535772
"hsa-mir-193b-5p","hsa-mir-577",7003,"TEAD1",9693,"RAPGEF2",1,0.007,0.175,0.3315,0,0
"hsa-mir-625-3p","hsa-mir-769-3p",7003,"TEAD1",9693,"RAPGEF2",1,0,0.021,0.0485,0.001,0.0037963109535772
"hsa-mir-155-5p","hsa-mir-625-3p",7003,"TEAD1",9693,"RAPGEF2",1,0,0.134,0.03,0.0085,0.0227665746750619
"hsa-mir-135b-5p","hsa-mir-26b-3p",7003,"TEAD1",9693,"RAPGEF2",1,0,0.011,0.0255,0.0015,0.00537950932477974
"hsa-mir-1180-3p","hsa-mir-377-3p",7003,"TEAD1",9693,"RAPGEF2",1,0,0.021,0.8315,0,0
"hsa-mir-135b-5p","hsa-mir-221-5p",7003,"TEAD1",9693,"RAPGEF2",1,0,0.0135,0.0705,0.0035,0.0109743199840832
"hsa-mir-135b-5p","hsa-mir-148a-3p",7003,"TEAD1",9693,"RAPGEF2",1,0,0.0125,0.569,5e-04,0.00206526839983525
"hsa-mir-193b-3p","hsa-mir-26b-3p",7003,"TEAD1",9693,"RAPGEF2",1,0,0.1615,0.0245,0.0015,0.00537950932477974
"hsa-mir-1180-3p","hsa-mir-26b-3p",7003,"TEAD1",9693,"RAPGEF2",1,0,0.0215,0.025,0.0075,0.0205637965601803
"hsa-mir-26b-3p","hsa-mir-33b-5p",7003,"TEAD1",9693,"RAPGEF2",1,0,0.0225,0.024,0.003,0.00965021772092842
"hsa-mir-193b-5p","hsa-mir-26b-3p",7003,"TEAD1",9693,"RAPGEF2",1,0.008,0.232,0.0415,0.0035,0.0109743199840832
"hsa-mir-135b-5p","hsa-mir-503-5p",7003,"TEAD1",9693,"RAPGEF2",1,0,0.0135,0.342,0.006,0.0171259799736086
"hsa-mir-214-3p","hsa-mir-377-5p",8202,"NCOA3",9712,"USP6NL",1,5e-04,0.0105,0.1575,0.0065,0.0182793030488427
"hsa-mir-155-5p","hsa-mir-629-3p",6664,"SOX11",9732,"DOCK4",1,0.005,0.07,0.0135,5e-04,0.00206526839983525
"hsa-mir-20a-5p","hsa-mir-4326",6886,"TAL1",9736,"USP34",1,0,0.993,0.2065,5e-04,0.00206526839983525
"hsa-mir-182-5p","hsa-mir-20a-5p",6886,"TAL1",9736,"USP34",1,0,0.1945,0.9945,0.0015,0.00537950932477974
"hsa-mir-320c","hsa-mir-96-5p",6886,"TAL1",9736,"USP34",1,5e-04,0.21,0.305,0.0075,0.0205637965601803
"hsa-mir-20a-5p","hsa-mir-31-5p",6886,"TAL1",9736,"USP34",1,0,0.9975,0.0705,0.008,0.0216768298673653
"hsa-mir-19a-3p","hsa-mir-342-3p",6886,"TAL1",9736,"USP34",1,0,0.02,0.434,0.006,0.0171259799736086
"hsa-mir-19a-3p","hsa-mir-20a-5p",6886,"TAL1",9736,"USP34",1,0,0.031,0.9975,5e-04,0.00206526839983525
"hsa-mir-20a-5p","hsa-mir-23b-5p",6886,"TAL1",9736,"USP34",1,0,0.9955,0.0235,0.0045,0.0135177676723668
"hsa-mir-19b-3p","hsa-mir-20a-5p",6886,"TAL1",9736,"USP34",1,0,0.0585,0.9955,0,0
"hsa-mir-20a-5p","hsa-mir-96-5p",6886,"TAL1",9736,"USP34",1,0,0.9975,0.2735,5e-04,0.00206526839983525
"hsa-mir-148a-3p","hsa-mir-27a-5p",6925,"TCF4",9749,"PHACTR2",1,5e-04,0.071,0.4915,0.0075,0.0205637965601803
"hsa-mir-148a-3p","hsa-mir-200a-3p",6925,"TCF4",9749,"PHACTR2",1,0.001,0.0675,0.182,0.0065,0.0182793030488427
"hsa-mir-144-3p","hsa-mir-200a-3p",6925,"TCF4",9749,"PHACTR2",1,0,0.4955,0.2705,0.0065,0.0182793030488427
"hsa-mir-148a-3p","hsa-mir-200b-3p",6925,"TCF4",9749,"PHACTR2",1,5e-04,0.068,0.079,0.0025,0.00828396427605955
"hsa-mir-144-3p","hsa-mir-200b-3p",6925,"TCF4",9749,"PHACTR2",1,0,0.4985,0.096,0.002,0.00686677317619719
"hsa-mir-148a-3p","hsa-mir-484",6925,"TCF4",9749,"PHACTR2",1,5e-04,0.0615,0.0215,0,0
"hsa-mir-106a-5p","hsa-mir-320d",6925,"TCF4",9749,"PHACTR2",1,0,0.0415,0.152,0.0065,0.0182793030488427
"hsa-mir-148a-3p","hsa-mir-532-3p",4211,"MEIS1",9750,"RIPOR2",1,0,0.36,0.015,0,0
"hsa-mir-424-5p","hsa-mir-532-3p",4211,"MEIS1",9750,"RIPOR2",1,0,0.2245,0.025,5e-04,0.00206526839983525
"hsa-mir-331-3p","hsa-mir-532-3p",60468,"BACH2",9750,"RIPOR2",1,0.0085,0.104,0.0125,5e-04,0.00206526839983525
"hsa-let-7g-3p","hsa-mir-532-3p",60468,"BACH2",9750,"RIPOR2",1,0,0.43,0.0135,0.0075,0.0205637965601803
"hsa-mir-1304-5p","hsa-mir-532-3p",4208,"MEF2C",9750,"RIPOR2",1,0,0.114,0.012,0.003,0.00965021772092842
"hsa-mir-148a-3p","hsa-mir-532-3p",4205,"MEF2A",9750,"RIPOR2",1,0,0.36,0.015,0,0
"hsa-mir-1270","hsa-mir-424-5p",60468,"BACH2",9770,"RASSF2",1,0.0095,0.0865,0.015,0.0025,0.00828396427605955
"hsa-mir-141-5p","hsa-mir-148a-3p",405,"ARNT",9779,"TBC1D5",1,0,0.2015,0.8995,0.0085,0.0227665746750619
"hsa-mir-590-5p","hsa-mir-93-5p",1523,"CUX1",9779,"TBC1D5",1,0,0.07,0.027,0.007,0.019426893081761
"hsa-mir-148a-3p","hsa-mir-484",4779,"NFE2L1",9779,"TBC1D5",1,5e-04,0.8985,0.22,0.002,0.00686677317619719
"hsa-mir-148a-3p","hsa-mir-532-3p",1523,"CUX1",9779,"TBC1D5",1,0.0015,0.8915,0.053,0.0095,0.0249079785464167
"hsa-mir-148a-3p","hsa-mir-532-3p",4779,"NFE2L1",9779,"TBC1D5",1,0,0.8915,0.053,0.0095,0.0249079785464167
"hsa-mir-141-5p","hsa-mir-221-5p",6929,"TCF3",9780,"PIEZO1",1,0.003,0.107,0.177,0,0
"hsa-mir-18a-3p","hsa-mir-301b-3p",6929,"TCF3",9780,"PIEZO1",1,0,0.0455,0.202,0,0
"hsa-mir-1-3p","hsa-mir-141-5p",6929,"TCF3",9780,"PIEZO1",1,0.0055,0.111,0.1,0.007,0.019426893081761
"hsa-mir-18a-3p","hsa-mir-671-5p",6929,"TCF3",9780,"PIEZO1",1,0,0.036,0.4635,0.0085,0.0227665746750619
"hsa-mir-532-3p","hsa-mir-7-1-3p",10736,"SIX2",9788,"MTSS1",1,0,0.0305,0.032,0.001,0.0037963109535772
"hsa-mir-148b-5p","hsa-mir-671-5p",6938,"TCF12",9792,"SERTAD2",1,0,0.3235,0.03,0.007,0.019426893081761
"hsa-mir-148b-5p","hsa-mir-625-5p",6938,"TCF12",9792,"SERTAD2",1,0,0.538,0.039,0,0
"hsa-mir-192-3p","hsa-mir-338-5p",6938,"TCF12",9792,"SERTAD2",1,5e-04,0.013,0.404,0.002,0.00686677317619719
"hsa-mir-1301-3p","hsa-mir-148b-5p",6938,"TCF12",9792,"SERTAD2",1,0,0.048,0.517,0.0045,0.0135177676723668
"hsa-mir-148b-5p","hsa-mir-421",6938,"TCF12",9792,"SERTAD2",1,0,0.4805,0.3225,0.0015,0.00537950932477974
"hsa-mir-148b-5p","hsa-mir-196b-5p",6938,"TCF12",9792,"SERTAD2",1,0,0.367,0.1205,5e-04,0.00206526839983525
"hsa-mir-625-5p","hsa-mir-92a-1-5p",6938,"TCF12",9792,"SERTAD2",1,0,0.0455,0.081,0.0065,0.0182793030488427
"hsa-mir-671-5p","hsa-mir-92a-1-5p",6938,"TCF12",9792,"SERTAD2",1,0,0.046,0.092,5e-04,0.00206526839983525
"hsa-mir-133b","hsa-mir-503-5p",7003,"TEAD1",9821,"RB1CC1",1,0,0.4525,0.028,0.001,0.0037963109535772
"hsa-mir-135b-5p","hsa-mir-494-3p",7003,"TEAD1",9821,"RB1CC1",1,0,0.029,0.1385,0.0065,0.0182793030488427
"hsa-mir-148b-5p","hsa-mir-362-3p",7003,"TEAD1",9821,"RB1CC1",1,0,0.0195,0.303,0,0
"hsa-mir-133b","hsa-mir-214-3p",7003,"TEAD1",9821,"RB1CC1",1,0,0.4475,0.07,0.004,0.0122608502361767
"hsa-mir-362-3p","hsa-mir-576-5p",7003,"TEAD1",9821,"RB1CC1",1,0,0.3005,0.028,0.0025,0.00828396427605955
"hsa-mir-133b","hsa-mir-335-5p",7003,"TEAD1",9821,"RB1CC1",1,0,0.466,0.0635,5e-04,0.00206526839983525
"hsa-mir-148a-3p","hsa-mir-218-5p",7003,"TEAD1",9821,"RB1CC1",1,0,0.1015,0.2995,0.002,0.00686677317619719
"hsa-mir-362-5p","hsa-mir-548b-3p",7003,"TEAD1",9915,"ARNT2",1,0,0.117,0.867,0.0065,0.0182793030488427
"hsa-mir-1301-3p","hsa-mir-320c",9575,"CLOCK",9922,"IQSEC1",1,0,0.033,0.093,0.002,0.00686677317619719
"hsa-mir-1301-3p","hsa-mir-142-5p",9575,"CLOCK",9922,"IQSEC1",1,0,0.0295,0.015,0.006,0.0171259799736086
"hsa-mir-1301-3p","hsa-mir-486-5p",7025,"NR2F1",9922,"IQSEC1",1,0,0.033,0.0875,0,0
"hsa-mir-1301-3p","hsa-mir-505-3p",687,"KLF9",9922,"IQSEC1",1,0,0.03,0.0195,0,0
"hsa-mir-1301-3p","hsa-mir-505-3p",9575,"CLOCK",9922,"IQSEC1",1,0,0.03,0.0195,0,0
"hsa-mir-200b-3p","hsa-mir-500a-3p",8202,"NCOA3",9931,"HELZ",1,0.001,0.2785,0.0145,5e-04,0.00206526839983525
"hsa-mir-200a-3p","hsa-mir-200c-3p",8202,"NCOA3",9931,"HELZ",1,0.0025,0.1655,0.018,5e-04,0.00206526839983525
"hsa-mir-200b-3p","hsa-mir-339-5p",8202,"NCOA3",9931,"HELZ",1,0,0.3485,0.136,0.005,0.014740642092323
"hsa-mir-200b-3p","hsa-mir-362-3p",8202,"NCOA3",9931,"HELZ",1,5e-04,0.346,0.053,0.0025,0.00828396427605955
"hsa-mir-200b-3p","hsa-mir-93-5p",8202,"NCOA3",9931,"HELZ",1,0.001,0.349,0.778,0.0045,0.0135177676723668
"hsa-mir-19a-3p","hsa-mir-651-5p",9575,"CLOCK",9975,"NR1D2",1,0,0.0335,0.6505,0.008,0.0216768298673653
"hsa-mir-125b-5p","hsa-mir-26b-5p",9575,"CLOCK",9975,"NR1D2",1,0.0045,0.075,0.076,0.0075,0.0205637965601803
"hsa-mir-19b-3p","hsa-mir-20a-3p",9575,"CLOCK",9975,"NR1D2",1,0.001,0.186,0.012,0.001,0.0037963109535772
"hsa-mir-19a-3p","hsa-mir-20a-3p",9575,"CLOCK",9975,"NR1D2",1,0,0.056,0.0125,0,0
"hsa-mir-17-5p","hsa-mir-651-5p",9575,"CLOCK",9975,"NR1D2",1,0.0015,0.29,0.5745,0.0045,0.0135177676723668
"hsa-mir-19b-3p","hsa-mir-651-5p",9575,"CLOCK",9975,"NR1D2",1,5e-04,0.161,0.4795,0.004,0.0122608502361767
"hsa-mir-130b-3p","hsa-mir-31-3p",4090,"SMAD5",9988,"DMTF1",1,0,0.1265,0.417,0.0055,0.01593687781815
"hsa-mir-130b-3p","hsa-mir-942-5p",4090,"SMAD5",9988,"DMTF1",1,0,0.119,0.0745,0.0055,0.01593687781815
"hsa-mir-150-3p","hsa-mir-503-5p",4090,"SMAD5",9988,"DMTF1",1,0.0045,0.012,0.245,0.004,0.0122608502361767
"hsa-mir-19b-1-5p","hsa-mir-424-5p",2115,"ETV1",10010,"TANK",1,0,0.1145,0.0215,0.0085,0.0227665746750619
"hsa-mir-196a-5p","hsa-mir-20b-5p",2308,"FOXO1",10018,"BCL2L11",1,0.002,0.747,0.699,0.004,0.0122608502361767
"hsa-mir-26b-5p","hsa-mir-362-3p",4205,"MEF2A",10090,"UST",1,0,0.057,0.0985,0.004,0.0122608502361767
"hsa-mir-26b-5p","hsa-mir-335-3p",27086,"FOXP1",10096,"ACTR3",-1,0,0.037,0.1275,0.009,0.023840869252011
"hsa-mir-20a-5p","hsa-mir-299-5p",7003,"TEAD1",10150,"MBNL2",1,0,0.0105,0.486,0.0015,0.00537950932477974
"hsa-mir-203a-3p","hsa-mir-30a-5p",4801,"NFYB",10198,"MPHOSPH9",1,0,0.565,0.1855,0.0055,0.01593687781815
"hsa-mir-155-5p","hsa-mir-642a-5p",5460,"POU5F1",10207,"PATJ",1,0,0.019,0.512,0.001,0.0037963109535772
"hsa-mir-203a-3p","hsa-mir-324-5p",27107,"ZBTB11",10208,"USPL1",1,5e-04,0.206,0.115,0.007,0.019426893081761
"hsa-let-7c-5p","hsa-mir-4326",1054,"CEBPG",10221,"TRIB1",1,0,0.1735,0.9255,0.005,0.014740642092323
"hsa-mir-221-5p","hsa-mir-625-5p",367,"AR",10370,"CITED2",1,0,0.015,0.011,0,0
"hsa-mir-153-3p","hsa-mir-31-5p",367,"AR",10513,"APPBP2",1,0,0.306,0.021,0.0025,0.00828396427605955
"hsa-mir-19b-1-5p","hsa-mir-34c-5p",51341,"ZBTB7A",10642,"IGF2BP1",-1,5e-04,0.068,0.053,0.009,0.023840869252011
"hsa-mir-16-2-3p","hsa-mir-210-3p",7543,"ZFX",10658,"CELF1",1,0.0025,0.2385,0.4925,0.0075,0.0205637965601803
"hsa-mir-429","hsa-mir-744-3p",7543,"ZFX",10658,"CELF1",1,0.0055,0.12,0.0145,0.0055,0.01593687781815
"hsa-mir-16-2-3p","hsa-mir-3613-5p",7543,"ZFX",10658,"CELF1",1,0.0035,0.231,0.109,0.004,0.0122608502361767
"hsa-mir-130b-5p","hsa-mir-455-3p",7543,"ZFX",10658,"CELF1",1,0.001,0.0965,0.0585,0.0025,0.00828396427605955
"hsa-mir-143-3p","hsa-mir-144-3p",7543,"ZFX",10658,"CELF1",1,0.005,0.1035,0.0265,0.002,0.00686677317619719
"hsa-mir-16-2-3p","hsa-mir-3922-3p",7543,"ZFX",10658,"CELF1",1,0.005,0.2445,0.3615,0.001,0.0037963109535772
"hsa-mir-130b-5p","hsa-mir-16-2-3p",7543,"ZFX",10658,"CELF1",1,0.001,0.109,0.2625,5e-04,0.00206526839983525
"hsa-mir-16-2-3p","hsa-mir-940",7543,"ZFX",10658,"CELF1",1,0.004,0.255,0.059,0.0025,0.00828396427605955
"hsa-mir-183-5p","hsa-mir-455-3p",7543,"ZFX",10658,"CELF1",1,0.0015,0.033,0.0775,0.001,0.0037963109535772
"hsa-mir-182-5p","hsa-mir-192-5p",7543,"ZFX",10658,"CELF1",1,0.003,0.0605,0.149,0.0085,0.0227665746750619
"hsa-mir-182-5p","hsa-mir-455-3p",7543,"ZFX",10658,"CELF1",1,0.0045,0.088,0.0755,0.003,0.00965021772092842
"hsa-mir-744-3p","hsa-mir-940",7543,"ZFX",10658,"CELF1",1,0.0065,0.0115,0.064,0.003,0.00965021772092842
"hsa-mir-143-3p","hsa-mir-675-3p",7543,"ZFX",10658,"CELF1",1,0.0075,0.0915,0.06,0.003,0.00965021772092842
"hsa-mir-16-2-3p","hsa-mir-500b-5p",7543,"ZFX",10658,"CELF1",1,0.006,0.2625,0.226,0.0085,0.0227665746750619
"hsa-mir-19a-3p","hsa-mir-942-5p",27107,"ZBTB11",10672,"GNA13",1,0.005,0.011,0.317,0.0025,0.00828396427605955
"hsa-let-7g-3p","hsa-mir-200b-3p",27107,"ZBTB11",10672,"GNA13",1,0,0.0225,0.294,0.0015,0.00537950932477974
"hsa-mir-126-3p","hsa-mir-942-5p",27107,"ZBTB11",10672,"GNA13",1,0,0.015,0.314,0.002,0.00686677317619719
"hsa-mir-126-3p","hsa-mir-200b-3p",27107,"ZBTB11",10672,"GNA13",1,0,0.0125,0.3125,0.002,0.00686677317619719
"hsa-let-7g-3p","hsa-mir-141-5p",27107,"ZBTB11",10672,"GNA13",1,0,0.0185,0.0155,0.009,0.023840869252011
"hsa-let-7g-3p","hsa-mir-942-5p",27107,"ZBTB11",10672,"GNA13",1,0,0.039,0.299,0,0
"hsa-mir-142-5p","hsa-mir-26b-3p",2099,"ESR1",10693,"CCT6B",1,0,0.209,0.081,0.0025,0.00828396427605955
"hsa-mir-142-5p","hsa-mir-145-5p",2099,"ESR1",10693,"CCT6B",1,0,0.213,0.0635,0.0075,0.0205637965601803
"hsa-mir-125a-3p","hsa-mir-153-3p",196528,"ARID2",10725,"NFAT5",1,0.003,0.2235,0.0635,0.0035,0.0109743199840832
"hsa-mir-19b-1-5p","hsa-mir-421",196528,"ARID2",10725,"NFAT5",1,0.009,0.018,0.101,0.007,0.019426893081761
"hsa-mir-125a-3p","hsa-mir-93-5p",196528,"ARID2",10725,"NFAT5",1,0.006,0.2255,0.087,0.005,0.014740642092323
"hsa-mir-216a-5p","hsa-mir-2355-3p",6671,"SP4",10735,"STAG2",1,0.0085,0.439,0.0695,0.0045,0.0135177676723668
"hsa-mir-130b-3p","hsa-mir-214-3p",144455,"E2F7",10735,"STAG2",1,0,0.1935,0.125,0.004,0.0122608502361767
"hsa-mir-424-5p","hsa-mir-590-5p",144455,"E2F7",10735,"STAG2",1,0.0035,0.0275,0.0155,0.0075,0.0205637965601803
"hsa-mir-424-5p","hsa-mir-550a-3p",144455,"E2F7",10735,"STAG2",1,0.005,0.0115,0.189,0,0
"hsa-mir-18a-3p","hsa-mir-19b-3p",10320,"IKZF1",10783,"NEK6",1,0,0.0625,0.062,0.006,0.0171259799736086
"hsa-mir-17-5p","hsa-mir-18a-3p",2099,"ESR1",10783,"NEK6",1,0,0.0125,0.05,5e-04,0.00206526839983525
"hsa-mir-18a-3p","hsa-mir-19b-3p",2099,"ESR1",10783,"NEK6",1,0,0.0625,0.062,0.006,0.0171259799736086
"hsa-mir-142-3p","hsa-mir-222-5p",6772,"STAT1",10794,"ZNF460",1,0,0.1605,0.1095,5e-04,0.00206526839983525
"hsa-mir-142-3p","hsa-mir-145-5p",6772,"STAT1",10794,"ZNF460",1,0,0.1655,0.0725,0.002,0.00686677317619719
"hsa-mir-19a-3p","hsa-mir-320b",8648,"NCOA1",10905,"MAN1A2",1,0,0.479,0.0195,0.003,0.00965021772092842
"hsa-mir-320b","hsa-mir-627-5p",8648,"NCOA1",10905,"MAN1A2",1,0.004,0.0265,0.0235,0,0
"hsa-mir-320c","hsa-mir-627-5p",8648,"NCOA1",10905,"MAN1A2",1,0.0075,0.4785,0.013,0.005,0.014740642092323
"hsa-mir-141-3p","hsa-mir-19a-3p",1316,"KLF6",10938,"EHD1",1,0.002,0.0635,0.0305,0.0065,0.0182793030488427
