"miRNA1","miRNA2","TF","hgnc_symbol_tf","Target","hgnc_symbol_target","ModeOfRegulation","TwoVar_mirna1_tf","TwoVar_mirna1_target","TwoVar_mirna2_target","mirna1mirna2_target","BH_pvalues_adjusted"
"hsa-mir-181c-3p","hsa-mir-199b-5p",3726,"JUNB",3778,"KCNMA1",1,0,0.02,0.454,0.0025,0.0159618135637754
"hsa-mir-181a-5p","hsa-mir-766-3p",1050,"CEBPA",3778,"KCNMA1",1,0,0.023,0.012,5e-04,0.00443296712206591
"hsa-mir-17-5p","hsa-mir-548d-3p",1050,"CEBPA",3778,"KCNMA1",1,0,0.102,0.054,0.0045,0.0248073403745809
"hsa-mir-17-5p","hsa-mir-181a-5p",1050,"CEBPA",3778,"KCNMA1",1,0,0.0955,0.0165,0,0
"hsa-mir-181c-5p","hsa-mir-3065-5p",6667,"SP1",3815,"KIT",1,0,0.262,0.1245,0.0035,0.0205773428678961
"hsa-mir-33a-3p","hsa-mir-3942-5p",6938,"TCF12",3983,"ABLIM1",1,0,0.304,0.1415,0.0075,0.0358980980937165
"hsa-mir-183-5p","hsa-mir-96-5p",6667,"SP1",4089,"SMAD4",1,0.005,0.032,0.4455,0.0025,0.0159618135637754
"hsa-mir-130b-3p","hsa-mir-195-5p",6667,"SP1",4144,"MAT2A",1,5e-04,0.013,0.037,0.001,0.00782846506300114
"hsa-mir-3065-3p","hsa-mir-7-5p",6667,"SP1",4144,"MAT2A",1,0,0.1895,0.111,0.0085,0.0393354775910957
"hsa-mir-15b-3p","hsa-mir-196b-5p",6667,"SP1",4144,"MAT2A",1,0.0065,0.037,0.02,0.0055,0.0287304256437204
"hsa-mir-130b-3p","hsa-mir-195-5p",4790,"NFKB1",4144,"MAT2A",1,0,0.013,0.037,0.001,0.00782846506300114
"hsa-mir-3065-5p","hsa-mir-940",6667,"SP1",4144,"MAT2A",1,0,0.0155,0.023,0.0035,0.0205773428678961
