entrezgene_id,hgnc_symbol,mirna1,mirna2,Lancaster_XY_Z,is_mrna_tf,mirna1Literature,mirna2Literature,mrnaLiterature,miRNA1_mRNA_DB,miRNA2_mRNA_DB,BH_pvalues_adjusted,BH_rejected
595,CCND1,hsa-mir-500a-5p,hsa-mir-95-3p,0.0065,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10901378'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11957146'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12955092'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14648178'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15069681'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15213599'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15474160'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15863141'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16293976'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18822177'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19475528'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19898427'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19898427'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22459351'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22982899'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23733133'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24186140'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25751590'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27105504'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28965628'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29232554'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29232554'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29393479'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30585737'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30705597'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30705597'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31001342'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8826947'>PubMedLink</a>",tarbase,mirtarbase tarbase,0.19679200652528547,FALSE
659,BMPR2,hsa-mir-17-5p,hsa-mir-7-5p,0.004,FALSE,NA,NA,NA,mirtarbase tarbase,mirtarbase tarbase,0.1649688888888889,FALSE
659,BMPR2,hsa-mir-20a-5p,hsa-mir-7-5p,0.0055,FALSE,NA,NA,NA,mirtarbase tarbase,mirtarbase tarbase,0.18525317604355715,FALSE
667,DST,hsa-mir-3065-5p,hsa-mir-34a-3p,0.0085,FALSE,NA,NA,NA,tarbase,tarbase,0.21174697986577184,FALSE
767,CA8,hsa-mir-1-3p,hsa-mir-329-3p,0.0075,FALSE,NA,NA,NA,tarbase,mirtarbase,0.2049963181148748,FALSE
767,CA8,hsa-mir-410-3p,hsa-mir-1-3p,0.001,FALSE,NA,NA,NA,mirtarbase,tarbase,0.09616062176165804,FALSE
835,CASP2,hsa-mir-452-5p,hsa-mir-708-5p,0.005,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.1784519230769231,FALSE
894,CCND2,hsa-mir-195-5p,hsa-mir-497-5p,0.006,FALSE,NA,NA,NA,mirtarbase tarbase,mirtarbase tarbase,0.18746464646464647,FALSE
952,CD38,hsa-mir-17-5p,hsa-mir-20a-5p,0.005,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/22223660'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23959973'>PubMedLink</a>",tarbase,tarbase,0.1784519230769231,FALSE
952,CD38,hsa-mir-19b-1-5p,hsa-mir-20a-5p,0.0075,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/22223660'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23959973'>PubMedLink</a>",mirtarbase,tarbase,0.2049963181148748,FALSE
990,CDC6,hsa-mir-769-3p,hsa-mir-339-5p,0.004,FALSE,NA,NA,NA,tarbase,mirtarbase,0.1649688888888889,FALSE
1000,CDH2,hsa-mir-1-3p,hsa-mir-411-5p,0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29237910'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29237910'>PubMedLink</a>",mirtarbase tarbase,mirtarbase,0,TRUE
1021,CDK6,hsa-mir-29b-1-5p,hsa-mir-3130-5p,0.0065,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/18497076'>PubMedLink</a>,tarbase,mirtarbase,0.19679200652528547,FALSE
1027,CDKN1B,hsa-mir-152-3p,hsa-mir-1226-3p,0.007,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11389092'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12405911'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16809439'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21454826'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23029392'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24035998'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26963853'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29509243'>PubMedLink</a>",mirtarbase tarbase,tarbase,0.20235669781931465,FALSE
1362,CPD,hsa-mir-676-3p,hsa-mir-34b-3p,0,FALSE,NA,NA,NA,tarbase,tarbase,0,TRUE
1373,CPS1,hsa-mir-29a-5p,hsa-mir-29a-3p,0.004,FALSE,<a href='https://pubmed.ncbi.nlm.nih.gov/34468255'>PubMedLink</a>,NA,NA,tarbase,tarbase,0.1649688888888889,FALSE
1462,VCAN,hsa-mir-335-3p,hsa-mir-3187-3p,0.007,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/14519645'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30394708'>PubMedLink</a>",mirtarbase,tarbase,0.20235669781931465,FALSE
1604,CD55,hsa-mir-410-3p,hsa-mir-382-5p,0.004,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/29631630'>PubMedLink</a>,mirtarbase,tarbase,0.1649688888888889,FALSE
1657,DMXL1,hsa-mir-421,hsa-mir-219a-1-3p,0.004,FALSE,NA,NA,NA,tarbase,tarbase,0.1649688888888889,FALSE
1666,DECR1,hsa-mir-654-3p,hsa-mir-424-5p,0.007,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/29631687'>PubMedLink</a>,mirtarbase,mirtarbase,0.20235669781931465,FALSE
1718,DHCR24,hsa-mir-378a-5p,hsa-mir-96-5p,0.007,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28112250'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29137496'>PubMedLink</a>",tarbase,tarbase,0.20235669781931465,FALSE
1729,DIAPH1,hsa-mir-17-5p,hsa-mir-424-5p,0.009,FALSE,NA,NA,NA,tarbase,mirtarbase,0.21692337662337663,FALSE
1783,DYNC1LI2,hsa-mir-20b-5p,hsa-mir-877-3p,0.0085,FALSE,NA,NA,NA,mirtarbase,tarbase,0.21174697986577184,FALSE
1783,DYNC1LI2,hsa-mir-363-3p,hsa-mir-877-3p,0.002,FALSE,NA,NA,NA,mirtarbase,tarbase,0.12497643097643098,FALSE
1827,RCAN1,hsa-mir-17-5p,hsa-mir-491-3p,0.0055,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/20008143'>PubMedLink</a>,tarbase,tarbase,0.18525317604355715,FALSE
1829,DSG2,hsa-mir-494-3p,hsa-mir-381-3p,0.0065,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.19679200652528547,FALSE
1832,DSP,hsa-mir-17-5p,hsa-mir-708-5p,0.006,FALSE,NA,NA,NA,tarbase,tarbase,0.18746464646464647,FALSE
1846,DUSP4,hsa-mir-149-3p,hsa-mir-30c-2-3p,0.0095,FALSE,NA,NA,NA,mirtarbase,tarbase,0.2195647571606476,FALSE
1869,E2F1,hsa-mir-1226-3p,hsa-mir-18a-3p,0.0055,TRUE,NA,NA,NA,tarbase,tarbase,0.18525317604355715,FALSE
2030,SLC29A1,hsa-mir-195-5p,hsa-let-7b-5p,0.0015,FALSE,NA,NA,NA,mirtarbase,tarbase,0.1136265306122449,FALSE
2034,EPAS1,hsa-mir-106a-5p,hsa-mir-326,0.0085,TRUE,NA,NA,NA,tarbase,tarbase,0.21174697986577184,FALSE
2145,EZH1,hsa-mir-1276,hsa-mir-378a-3p,0.0075,FALSE,NA,NA,NA,tarbase,tarbase,0.2049963181148748,FALSE
2145,EZH1,hsa-mir-149-5p,hsa-mir-1276,0.002,FALSE,NA,NA,NA,tarbase,tarbase,0.12497643097643098,FALSE
2195,FAT1,hsa-let-7b-5p,hsa-mir-98-5p,0.0075,FALSE,NA,NA,NA,tarbase,tarbase,0.2049963181148748,FALSE
2195,FAT1,hsa-mir-98-5p,hsa-let-7d-5p,0.0065,FALSE,NA,NA,NA,tarbase,tarbase,0.19679200652528547,FALSE
2260,FGFR1,hsa-mir-1224-5p,hsa-mir-188-3p,0.002,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/30031900'>PubMedLink</a>,tarbase,tarbase,0.12497643097643098,FALSE
2260,FGFR1,hsa-mir-141-3p,hsa-mir-1224-5p,0.005,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/30031900'>PubMedLink</a>,tarbase,tarbase,0.1784519230769231,FALSE
2260,FGFR1,hsa-mir-149-3p,hsa-mir-188-3p,0.0065,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/30031900'>PubMedLink</a>,mirtarbase,tarbase,0.19679200652528547,FALSE
2260,FGFR1,hsa-mir-424-5p,hsa-mir-149-5p,0.006,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/30031900'>PubMedLink</a>,mirtarbase tarbase,mirtarbase,0.18746464646464647,FALSE
2260,FGFR1,hsa-mir-424-5p,hsa-mir-188-3p,0,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/30031900'>PubMedLink</a>,mirtarbase tarbase,tarbase,0,TRUE
2274,FHL2,hsa-mir-3662,hsa-mir-17-5p,0.0055,FALSE,NA,NA,NA,mirtarbase,tarbase,0.18525317604355715,FALSE
2308,FOXO1,hsa-mir-130b-5p,hsa-mir-34c-3p,0.0025,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15987820'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17599040'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19041124'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19574223'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20028871'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25698082'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26626801'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27636742'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28356952'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30019459'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30206735'>PubMedLink</a>",mirtarbase,mirtarbase,0.14364551083591331,FALSE
2627,GATA6,hsa-mir-378a-5p,hsa-mir-106a-5p,0.004,TRUE,NA,NA,NA,mirtarbase,mirtarbase,0.1649688888888889,FALSE
2649,NR6A1,hsa-let-7c-5p,hsa-let-7b-5p,0.0045,TRUE,NA,NA,NA,mirtarbase tarbase,mirtarbase tarbase,0.1732686721991701,FALSE
2799,GNS,hsa-mir-130b-3p,hsa-mir-17-5p,0.0095,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.2195647571606476,FALSE
2799,GNS,hsa-mir-130b-3p,hsa-mir-20a-5p,0.003,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.1525397260273973,FALSE
2799,GNS,hsa-mir-301b-3p,hsa-mir-20a-5p,0.0035,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.1595982800982801,FALSE
2921,CXCL3,hsa-mir-532-3p,hsa-mir-204-5p,0.008,FALSE,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/30910254'>PubMedLink</a>,NA,tarbase,mirtarbase tarbase,0.20882137834036568,FALSE
2923,PDIA3,hsa-mir-494-3p,hsa-mir-514a-3p,0.001,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/28938593'>PubMedLink</a>,mirtarbase,tarbase,0.09616062176165804,FALSE
2936,GSR,hsa-mir-188-3p,hsa-mir-377-5p,0.0095,FALSE,NA,NA,NA,tarbase,mirtarbase,0.2195647571606476,FALSE
3091,HIF1A,hsa-mir-17-5p,hsa-mir-935,0.0055,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/16510175'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17341889'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17342330'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17404022'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17418979'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17532031'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19819950'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22711307'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24042437'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24918449'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25556481'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25750101'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25884381'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26469226'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27180053'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30539847'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31220580'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31411527'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31819628'>PubMedLink</a>",mirtarbase tarbase,mirtarbase,0.18525317604355715,FALSE
3106,HLA-B,hsa-mir-133a-3p,hsa-mir-133b,0.0045,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/16206270'>PubMedLink</a>,tarbase,tarbase,0.1732686721991701,FALSE
3198,HOXA1,hsa-let-7b-5p,hsa-mir-210-3p,5e-4,TRUE,NA,NA,NA,tarbase,mirtarbase,0.06773357664233577,FALSE
3205,HOXA9,hsa-mir-210-3p,hsa-mir-744-5p,5e-4,TRUE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/26522113'>PubMedLink</a>,mirtarbase,tarbase,0.06773357664233577,FALSE
3304,HSPA1B,hsa-mir-502-5p,hsa-mir-424-5p,0.002,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.12497643097643098,FALSE
3304,HSPA1B,hsa-mir-502-5p,hsa-mir-532-5p,0.002,FALSE,NA,NA,NA,tarbase,tarbase,0.12497643097643098,FALSE
3344,FOXN2,hsa-mir-92b-3p,hsa-mir-769-3p,0.0095,TRUE,NA,NA,NA,mirtarbase tarbase,tarbase,0.2195647571606476,FALSE
3400,ID4,hsa-mir-424-5p,hsa-mir-548f-3p,0.009,FALSE,NA,NA,NA,tarbase,mirtarbase,0.21692337662337663,FALSE
3455,IFNAR2,hsa-mir-130a-3p,hsa-mir-20a-5p,0.001,FALSE,NA,NA,NA,tarbase,mirtarbase,0.09616062176165804,FALSE
3655,ITGA6,hsa-mir-200a-3p,hsa-mir-92b-3p,0.002,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.12497643097643098,FALSE
3659,IRF1,hsa-mir-17-5p,hsa-mir-301b-3p,0.0015,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/14599866'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19075038'>PubMedLink</a>",tarbase,mirtarbase tarbase,0.1136265306122449,FALSE
3659,IRF1,hsa-mir-20a-5p,hsa-mir-301b-3p,0.001,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/14599866'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19075038'>PubMedLink</a>",tarbase,mirtarbase tarbase,0.09616062176165804,FALSE
3659,IRF1,hsa-mir-20b-3p,hsa-mir-301b-3p,0.002,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/14599866'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19075038'>PubMedLink</a>",mirtarbase,mirtarbase tarbase,0.12497643097643098,FALSE
3659,IRF1,hsa-mir-363-3p,hsa-mir-301b-3p,0.008,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/14599866'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19075038'>PubMedLink</a>",tarbase,mirtarbase tarbase,0.20882137834036568,FALSE
3675,ITGA3,hsa-mir-199b-5p,hsa-mir-199a-3p,0.009,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.21692337662337663,FALSE
3675,ITGA3,hsa-mir-199b-5p,hsa-mir-199a-5p,0.003,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.1525397260273973,FALSE
3675,ITGA3,hsa-mir-199b-5p,hsa-mir-199b-3p,0.0095,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.2195647571606476,FALSE
3696,ITGB8,hsa-mir-106a-5p,hsa-mir-130b-3p,0.0015,FALSE,NA,NA,NA,tarbase,tarbase,0.1136265306122449,FALSE
3696,ITGB8,hsa-mir-106a-5p,hsa-mir-301b-3p,0.002,FALSE,NA,NA,NA,tarbase,tarbase,0.12497643097643098,FALSE
3696,ITGB8,hsa-mir-17-5p,hsa-mir-130b-3p,0.004,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0.1649688888888889,FALSE
3696,ITGB8,hsa-mir-17-5p,hsa-mir-301b-3p,0.0035,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0.1595982800982801,FALSE
3696,ITGB8,hsa-mir-20a-5p,hsa-mir-130b-3p,5e-4,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0.06773357664233577,FALSE
3696,ITGB8,hsa-mir-301b-3p,hsa-mir-20a-5p,5e-4,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.06773357664233577,FALSE
3749,KCNC4,hsa-mir-92b-3p,hsa-mir-625-3p,0.0075,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.2049963181148748,FALSE
3800,KIF5C,hsa-mir-503-5p,hsa-mir-424-5p,0.005,FALSE,NA,NA,NA,tarbase,tarbase,0.1784519230769231,FALSE
3800,KIF5C,hsa-mir-708-3p,hsa-mir-424-5p,0.002,FALSE,NA,NA,NA,tarbase,tarbase,0.12497643097643098,FALSE
3824,KLRD1,hsa-mir-301b-3p,hsa-mir-130a-3p,0.0085,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.21174697986577184,FALSE
3832,KIF11,hsa-mir-99b-3p,hsa-mir-429,0.001,FALSE,NA,NA,NA,tarbase,tarbase,0.09616062176165804,FALSE
3949,LDLR,hsa-mir-7-5p,hsa-mir-548b-3p,0.0085,FALSE,NA,NA,NA,tarbase,mirtarbase,0.21174697986577184,FALSE
