entrezgene_id,hgnc_symbol,mirna1,mirna2,Lancaster_XY_Z,is_mrna_tf,mrnaLiterature,miRNA1_mRNA_DB,miRNA2_mRNA_DB,BH_pvalues_adjusted,BH_rejected
139065,SLITRK4,hsa-mir-329-3p,hsa-mir-223-5p,0.004,FALSE,NA,mirtarbase,mirtarbase tarbase,0.01227348257558273,TRUE
144321,GLIPR1L2,hsa-mir-642a-5p,hsa-mir-511-5p,0.0025,FALSE,NA,mirtarbase,mirtarbase,0.00830200755565268,TRUE
150921,TCF23,hsa-mir-149-3p,hsa-mir-665,0.0045,TRUE,NA,mirtarbase,mirtarbase,0.01352976594301221,TRUE
153222,CREBRF,hsa-mir-676-3p,hsa-mir-219a-1-3p,0,FALSE,NA,tarbase,tarbase,0,TRUE
153830,RNF145,hsa-mir-130b-3p,hsa-mir-183-3p,0,FALSE,NA,mirtarbase,mirtarbase,0,TRUE
153830,RNF145,hsa-mir-130b-5p,hsa-mir-183-3p,5e-4,FALSE,NA,tarbase,mirtarbase,0.00205864591801184,TRUE
162073,ITPRIPL2,hsa-mir-656-3p,hsa-mir-767-5p,0.005,FALSE,NA,mirtarbase,tarbase,0.01475610432852386,TRUE
162394,SLFN5,hsa-mir-127-5p,hsa-mir-96-5p,0.006,FALSE,NA,mirtarbase,tarbase,0.01713305412371134,TRUE
166929,SGMS2,hsa-mir-497-3p,hsa-mir-3609,0.0035,FALSE,NA,tarbase,mirtarbase,0.01098845858669343,TRUE
169200,TMEM64,hsa-mir-18a-3p,hsa-mir-519d-3p,0.0025,FALSE,NA,tarbase,mirtarbase,0.00830200755565268,TRUE
169200,TMEM64,hsa-mir-18a-3p,hsa-mir-526b-3p,0.0035,FALSE,NA,tarbase,mirtarbase,0.01098845858669343,TRUE
169200,TMEM64,hsa-mir-302a-3p,hsa-mir-18a-3p,0.003,FALSE,NA,tarbase,tarbase,0.00965844356327753,TRUE
169200,TMEM64,hsa-mir-302c-3p,hsa-mir-18a-3p,0.008,FALSE,NA,tarbase,tarbase,0.02165901338899353,TRUE
169200,TMEM64,hsa-mir-34b-5p,hsa-mir-18a-3p,0.002,FALSE,NA,tarbase,tarbase,0.00687181806434939,TRUE
169200,TMEM64,hsa-mir-9-3p,hsa-mir-548f-3p,0.002,FALSE,NA,tarbase,tarbase,0.00687181806434939,TRUE
200424,TET3,hsa-mir-302a-5p,hsa-mir-499a-3p,0.0015,FALSE,NA,tarbase,tarbase,0.005383963824115,TRUE
200424,TET3,hsa-mir-7-5p,hsa-mir-548d-3p,0.008,FALSE,NA,tarbase,tarbase,0.02165901338899353,TRUE
205327,C2orf69,hsa-mir-181d-5p,hsa-mir-20b-5p,0.005,FALSE,NA,mirtarbase tarbase,mirtarbase,0.01475610432852386,TRUE
221477,C6orf89,hsa-mir-31-5p,hsa-mir-548s,5e-4,FALSE,NA,tarbase,mirtarbase,0.00205864591801184,TRUE
253559,CADM2,hsa-mir-302a-3p,hsa-mir-512-3p,0.0025,FALSE,NA,mirtarbase,mirtarbase,0.00830200755565268,TRUE
253559,CADM2,hsa-mir-302a-3p,hsa-mir-519d-3p,0.008,FALSE,NA,mirtarbase,mirtarbase,0.02165901338899353,TRUE
253559,CADM2,hsa-mir-302a-3p,hsa-mir-520d-3p,0.0055,FALSE,NA,mirtarbase,mirtarbase,0.01596242632612966,TRUE
253559,CADM2,hsa-mir-520a-3p,hsa-mir-302a-3p,0.007,FALSE,NA,mirtarbase,mirtarbase,0.0194253287413901,TRUE
253559,CADM2,hsa-mir-520a-3p,hsa-mir-302d-3p,0.0065,FALSE,NA,mirtarbase,mirtarbase,0.01827912326159378,TRUE
253559,CADM2,hsa-mir-520c-3p,hsa-mir-302a-3p,0.004,FALSE,NA,mirtarbase,mirtarbase,0.01227348257558273,TRUE
253559,CADM2,hsa-mir-526b-5p,hsa-mir-302d-3p,0.007,FALSE,NA,mirtarbase,mirtarbase,0.0194253287413901,TRUE
254048,UBN2,hsa-mir-181d-5p,hsa-mir-34c-5p,0.0025,FALSE,NA,tarbase,tarbase,0.00830200755565268,TRUE
283373,ANKRD52,hsa-mir-378a-3p,hsa-mir-34c-5p,0.0045,FALSE,NA,tarbase,tarbase,0.01352976594301221,TRUE
285513,GPRIN3,hsa-mir-329-3p,hsa-mir-183-5p,0.003,FALSE,NA,mirtarbase,tarbase,0.00965844356327753,TRUE
285513,GPRIN3,hsa-mir-373-3p,hsa-mir-329-3p,0.0075,FALSE,NA,mirtarbase,mirtarbase,0.02055066079295154,TRUE
285704,RGMB,hsa-mir-486-3p,hsa-mir-302d-3p,0,FALSE,NA,tarbase,mirtarbase,0,TRUE
338645,LUZP2,hsa-mir-205-3p,hsa-mir-106a-5p,0.0085,FALSE,NA,mirtarbase,mirtarbase,0.022739498968761,TRUE
341208,HEPHL1,hsa-mir-223-5p,hsa-mir-518f-5p,0.002,FALSE,NA,mirtarbase,mirtarbase,0.00687181806434939,TRUE
341208,HEPHL1,hsa-mir-519a-5p,hsa-mir-223-5p,0.006,FALSE,NA,mirtarbase,mirtarbase,0.01713305412371134,TRUE
375248,ANKRD36,hsa-mir-378a-5p,hsa-mir-7-5p,0.002,FALSE,NA,mirtarbase,mirtarbase,0.00687181806434939,TRUE
375449,MAST4,hsa-mir-20b-5p,hsa-mir-92b-3p,0,FALSE,NA,tarbase,tarbase,0,TRUE
375449,MAST4,hsa-mir-92b-3p,hsa-mir-106a-5p,0,FALSE,NA,tarbase,tarbase,0,TRUE
390637,GDPGP1,hsa-mir-377-5p,hsa-mir-2113,0.008,FALSE,NA,mirtarbase,mirtarbase,0.02165901338899353,TRUE
403341,ZBTB34,hsa-mir-29b-3p,hsa-mir-424-5p,0.0055,TRUE,NA,mirtarbase tarbase,mirtarbase tarbase,0.01596242632612966,TRUE
403341,ZBTB34,hsa-mir-29b-3p,hsa-mir-503-5p,0.002,TRUE,NA,mirtarbase tarbase,mirtarbase tarbase,0.00687181806434939,TRUE
619279,ZNF704,hsa-mir-130b-5p,hsa-mir-182-3p,0,FALSE,NA,mirtarbase tarbase,mirtarbase,0,TRUE
619279,ZNF704,hsa-mir-130b-5p,hsa-mir-643,0.007,FALSE,NA,mirtarbase tarbase,mirtarbase,0.0194253287413901,TRUE
645369,TMEM200C,hsa-mir-497-3p,hsa-mir-519b-3p,0,FALSE,NA,mirtarbase,mirtarbase,0,TRUE
645369,TMEM200C,hsa-mir-497-3p,hsa-mir-519c-3p,0.001,FALSE,NA,mirtarbase,mirtarbase,0.0037967444849004,TRUE
645369,TMEM200C,hsa-mir-497-3p,hsa-mir-526b-3p,0,FALSE,NA,mirtarbase,mirtarbase,0,TRUE
645369,TMEM200C,hsa-mir-519d-3p,hsa-mir-497-3p,5e-4,FALSE,NA,mirtarbase,mirtarbase,0.00205864591801184,TRUE
728927,ZNF736,hsa-mir-376a-3p,hsa-mir-873-5p,0.0055,TRUE,NA,mirtarbase,mirtarbase,0.01596242632612966,TRUE
100507436,MICA,hsa-mir-106a-5p,hsa-mir-520d-3p,0.0025,FALSE,NA,tarbase,mirtarbase,0.00830200755565268,TRUE
100507436,MICA,hsa-mir-520h,hsa-mir-106a-5p,0.0035,FALSE,NA,mirtarbase,tarbase,0.01098845858669343,TRUE
