entrezgene_id,hgnc_symbol,mirna1,mirna2,Lancaster_XY_Z,is_mrna_tf,mirna1Literature,mirna2Literature,mrnaLiterature,miRNA1_mRNA_DB,miRNA2_mRNA_DB,BH_pvalues_adjusted,BH_rejected
894,CCND2,hsa-mir-452-3p,hsa-mir-2355-5p,0.0065,FALSE,NA,NA,NA,tarbase,tarbase,0.31537238493723846,FALSE
920,CD4,hsa-mir-204-5p,hsa-mir-485-5p,0.0035,FALSE,NA,NA,NA,tarbase,mirtarbase,0.2585095541401274,FALSE
1021,CDK6,hsa-mir-105-5p,hsa-mir-142-5p,0.006,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/29283884'>PubMedLink</a>,mirtarbase,tarbase,0.31130201342281877,FALSE
1021,CDK6,hsa-mir-29b-1-5p,hsa-mir-224-5p,0.003,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/29283884'>PubMedLink</a>,tarbase,tarbase,0.24585159010600707,FALSE
1021,CDK6,hsa-mir-582-5p,hsa-mir-222-3p,5e-4,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/29283884'>PubMedLink</a>,tarbase,mirtarbase tarbase,0.1115,FALSE
1073,CFL2,hsa-mir-98-5p,hsa-mir-130b-3p,0.007,FALSE,NA,NA,NA,tarbase,mirtarbase,0.3214732673267327,FALSE
1075,CTSC,hsa-mir-455-3p,hsa-mir-488-3p,0.003,FALSE,NA,NA,NA,tarbase,tarbase,0.24585159010600707,FALSE
1287,COL4A5,hsa-mir-3127-5p,hsa-mir-9-3p,0.0045,FALSE,NA,NA,NA,tarbase,tarbase,0.27904812834224596,FALSE
1303,COL12A1,hsa-let-7i-3p,hsa-mir-543,5e-4,FALSE,NA,NA,NA,tarbase,tarbase,0.1115,FALSE
1303,COL12A1,hsa-mir-9-5p,hsa-mir-92b-3p,0.0095,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0.33896,FALSE
1595,CYP51A1,hsa-mir-15b-3p,hsa-mir-582-5p,0.0075,FALSE,NA,NA,NA,tarbase,tarbase,0.32757062146892657,FALSE
1601,DAB2,hsa-mir-134-5p,hsa-mir-935,0.0095,FALSE,NA,NA,NA,tarbase,tarbase,0.33896,FALSE
1642,DDB1,hsa-mir-149-5p,hsa-mir-142-5p,0,FALSE,NA,NA,NA,mirtarbase,tarbase,0,TRUE
1871,E2F3,hsa-mir-1305,hsa-mir-376a-3p,0,TRUE,NA,NA,NA,tarbase,mirtarbase,0,TRUE
1983,EIF5,hsa-mir-130b-3p,hsa-mir-33b-5p,0.002,FALSE,NA,NA,NA,tarbase,tarbase,0.21776525821596243,FALSE
1995,ELAVL3,hsa-mir-582-5p,hsa-mir-511-5p,0,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0,TRUE
1997,ELF1,hsa-mir-218-5p,hsa-mir-542-3p,0.002,TRUE,NA,NA,NA,tarbase,tarbase,0.21776525821596243,FALSE
2317,FLNB,hsa-mir-107,hsa-mir-1-3p,0.006,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.31130201342281877,FALSE
2355,FOSL2,hsa-mir-155-5p,hsa-mir-625-5p,0.0095,TRUE,NA,NA,NA,tarbase,tarbase,0.33896,FALSE
2495,FTH1,hsa-mir-491-5p,hsa-mir-218-5p,0.0055,FALSE,NA,NA,NA,tarbase,tarbase,0.30442959427207633,FALSE
2619,GAS1,hsa-mir-204-5p,hsa-mir-493-5p,0.0025,FALSE,NA,NA,NA,tarbase,tarbase,0.230996015936255,FALSE
2627,GATA6,hsa-mir-106a-5p,hsa-mir-363-3p,0.008,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15666845'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15767045'>PubMedLink</a>",mirtarbase,mirtarbase,0.33131428571428573,FALSE
2649,NR6A1,hsa-mir-497-5p,hsa-mir-98-5p,0.0025,TRUE,NA,NA,NA,mirtarbase,mirtarbase tarbase,0.230996015936255,FALSE
2908,NR3C1,hsa-mir-329-3p,hsa-mir-301a-3p,0.009,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/17102092'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17102092'>PubMedLink</a>",mirtarbase,tarbase,0.336658064516129,FALSE
3177,SLC29A2,hsa-mir-195-5p,hsa-mir-3065-3p,0.003,FALSE,NA,NA,NA,tarbase,mirtarbase,0.24585159010600707,FALSE
3178,HNRNPA1,hsa-mir-1291,hsa-mir-194-5p,0.0015,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.19326666666666667,FALSE
3209,HOXA13,hsa-mir-363-3p,hsa-mir-222-3p,5e-4,TRUE,NA,NA,NA,mirtarbase,mirtarbase,0.1115,FALSE
3480,IGF1R,hsa-mir-218-5p,hsa-mir-376a-3p,0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15241731'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16595699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16595699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16595699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21045685'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22019903'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22407999'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25110710'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26131713'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26312764'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27185872'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31185266'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31185266'>PubMedLink</a>",mirtarbase tarbase,mirtarbase,0.27904812834224596,FALSE
3480,IGF1R,hsa-mir-377-3p,hsa-mir-379-3p,0.009,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15241731'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16595699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16595699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16595699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21045685'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22019903'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22407999'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25110710'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26131713'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26312764'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27185872'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31185266'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31185266'>PubMedLink</a>",mirtarbase,tarbase,0.336658064516129,FALSE
3480,IGF1R,hsa-mir-377-3p,hsa-mir-409-3p,0.002,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15241731'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16595699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16595699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16595699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21045685'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22019903'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22407999'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25110710'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26131713'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26312764'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27185872'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31185266'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31185266'>PubMedLink</a>",mirtarbase,tarbase,0.21776525821596243,FALSE
3480,IGF1R,hsa-mir-539-5p,hsa-mir-377-3p,0.002,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15241731'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16595699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16595699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16595699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21045685'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22019903'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22407999'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25110710'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26131713'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26312764'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27185872'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31185266'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31185266'>PubMedLink</a>",mirtarbase,mirtarbase,0.21776525821596243,FALSE
3480,IGF1R,hsa-mir-545-5p,hsa-mir-106a-5p,0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15241731'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16595699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16595699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16595699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21045685'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22019903'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22407999'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25110710'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26131713'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26312764'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27185872'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31185266'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31185266'>PubMedLink</a>",tarbase,tarbase,0.27904812834224596,FALSE
3667,IRS1,hsa-mir-106a-5p,hsa-mir-141-3p,0,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/12414625'>PubMedLink</a>,tarbase,tarbase,0,TRUE
3745,KCNB1,hsa-let-7a-2-3p,hsa-mir-301b-3p,5e-4,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.1115,FALSE
3875,KRT18,hsa-mir-195-5p,hsa-mir-424-5p,0.0095,FALSE,NA,NA,NA,tarbase,tarbase,0.33896,FALSE
4035,LRP1,hsa-mir-494-3p,hsa-mir-154-3p,0.0055,FALSE,NA,NA,NA,tarbase,tarbase,0.30442959427207633,FALSE
4131,MAP1B,hsa-mir-379-3p,hsa-mir-769-3p,0.0065,FALSE,NA,NA,NA,tarbase,tarbase,0.31537238493723846,FALSE
4144,MAT2A,hsa-mir-497-5p,hsa-mir-1224-5p,0.007,FALSE,NA,NA,NA,tarbase,tarbase,0.3214732673267327,FALSE
4154,MBNL1,hsa-mir-9-5p,hsa-mir-130b-5p,0.0095,FALSE,NA,NA,NA,tarbase,tarbase,0.33896,FALSE
4193,MDM2,hsa-mir-222-3p,hsa-mir-152-3p,0.001,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/11141476'>PubMedLink</a>,mirtarbase tarbase,tarbase,0.1599448275862069,FALSE
4193,MDM2,hsa-mir-628-3p,hsa-mir-545-5p,0.008,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/11141476'>PubMedLink</a>,tarbase,tarbase,0.33131428571428573,FALSE
4524,MTHFR,hsa-mir-766-3p,hsa-mir-424-5p,0.0065,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.31537238493723846,FALSE
4602,MYB,hsa-mir-215-5p,hsa-mir-192-5p,0.001,TRUE,NA,NA,NA,mirtarbase tarbase,mirtarbase tarbase,0.1599448275862069,FALSE
4609,MYC,hsa-mir-323a-3p,hsa-mir-1224-5p,0.002,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/21685915'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22706201'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22706201'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/2405002'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/2405002'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26070438'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26070438'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26070438'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9071974'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9071974'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9177412'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9177412'>PubMedLink</a>",mirtarbase,tarbase,0.21776525821596243,FALSE
4666,"NACA",hsa-mir-2355-3p,hsa-mir-107,0.005,FALSE,NA,NA,NA,tarbase,tarbase,0.2906265664160401,FALSE
4775,NFATC3,hsa-mir-338-3p,hsa-mir-337-3p,0.0085,TRUE,<a href='https://pubmed.ncbi.nlm.nih.gov/24140344'>PubMedLink</a>,<a href='https://pubmed.ncbi.nlm.nih.gov/26084291'>PubMedLink</a>,NA,tarbase,mirtarbase,0.33131428571428573,FALSE
4779,NFE2L1,hsa-mir-503-5p,hsa-mir-181d-5p,0.008,TRUE,NA,NA,NA,tarbase,tarbase,0.33131428571428573,FALSE
4782,NFIC,hsa-mir-106a-5p,hsa-mir-150-5p,0.007,TRUE,NA,NA,NA,tarbase,tarbase,0.3214732673267327,FALSE
4782,NFIC,hsa-mir-150-5p,hsa-mir-511-5p,0.003,TRUE,NA,NA,NA,tarbase,tarbase,0.24585159010600707,FALSE
4782,NFIC,hsa-mir-550a-5p,hsa-mir-222-3p,0.0035,TRUE,NA,NA,NA,tarbase,tarbase,0.2585095541401274,FALSE
4782,NFIC,hsa-mir-940,hsa-mir-629-5p,0.0075,TRUE,NA,NA,NA,mirtarbase,tarbase,0.32757062146892657,FALSE
4853,NOTCH2,hsa-mir-155-5p,hsa-mir-485-3p,0.006,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0.31130201342281877,FALSE
4853,NOTCH2,hsa-mir-939-5p,hsa-mir-940,0.004,FALSE,NA,NA,NA,tarbase,tarbase,0.26657471264367816,FALSE
4982,TNFRSF11B,hsa-mir-196a-5p,hsa-mir-769-3p,0.009,FALSE,NA,NA,NA,tarbase,tarbase,0.336658064516129,FALSE
5037,PEBP1,hsa-mir-1976,hsa-mir-155-5p,0,FALSE,NA,NA,NA,mirtarbase,mirtarbase tarbase,0,TRUE
5054,SERPINE1,hsa-mir-34c-5p,hsa-mir-299-5p,0.0015,FALSE,NA,NA,NA,tarbase,tarbase,0.19326666666666667,FALSE
5230,PGK1,hsa-mir-96-5p,hsa-mir-488-3p,0.0065,FALSE,NA,NA,NA,mirtarbase,tarbase,0.31537238493723846,FALSE
5291,PIK3CB,hsa-mir-130b-3p,hsa-mir-204-5p,0.0035,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/22692904'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22692904'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23889685'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27811202'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27811202'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29075302'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30217997'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30217997'>PubMedLink</a>",tarbase,tarbase,0.2585095541401274,FALSE
5291,PIK3CB,hsa-mir-130b-5p,hsa-mir-204-5p,0.0065,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/22692904'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22692904'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23889685'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27811202'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27811202'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29075302'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30217997'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30217997'>PubMedLink</a>",mirtarbase tarbase,tarbase,0.31537238493723846,FALSE
5295,PIK3R1,hsa-mir-195-5p,hsa-mir-107,0.0015,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.19326666666666667,FALSE
5295,PIK3R1,hsa-mir-542-3p,hsa-mir-107,0.007,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.3214732673267327,FALSE
5324,PLAG1,hsa-mir-424-5p,hsa-mir-183-5p,0.001,TRUE,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/29982598'>PubMedLink</a>,NA,mirtarbase tarbase,tarbase,0.1599448275862069,FALSE
5358,PLS3,hsa-mir-182-5p,hsa-mir-149-5p,0.0035,FALSE,NA,NA,NA,tarbase,tarbase,0.2585095541401274,FALSE
5452,POU2F2,hsa-mir-493-5p,hsa-mir-204-5p,0.0085,TRUE,NA,NA,NA,tarbase,mirtarbase,0.33131428571428573,FALSE
5494,PPM1A,hsa-mir-1226-3p,hsa-mir-1305,0.004,FALSE,NA,NA,NA,tarbase,tarbase,0.26657471264367816,FALSE
5660,PSAP,hsa-mir-766-3p,hsa-mir-130b-3p,0.009,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.336658064516129,FALSE
5865,RAB3B,hsa-mir-452-3p,hsa-mir-155-5p,0.009,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.336658064516129,FALSE
5931,RBBP7,hsa-mir-330-3p,hsa-mir-106a-5p,0.0095,FALSE,NA,NA,NA,tarbase,tarbase,0.33896,FALSE
6158,RPL28,hsa-mir-582-3p,hsa-mir-766-3p,0.005,FALSE,NA,NA,NA,tarbase,mirtarbase tarbase,0.2906265664160401,FALSE
6319,SCD,hsa-mir-188-3p,hsa-mir-1226-3p,0.0075,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0.32757062146892657,FALSE
6334,SCN8A,hsa-mir-377-3p,hsa-mir-329-3p,0.006,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.31130201342281877,FALSE
6452,SH3BP2,hsa-mir-129-5p,hsa-mir-338-3p,5e-4,FALSE,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/24140344'>PubMedLink</a>,NA,mirtarbase,tarbase,0.1115,FALSE
6542,SLC7A2,hsa-mir-545-5p,hsa-mir-411-3p,0.0085,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0.33131428571428573,FALSE
6574,SLC20A1,hsa-mir-125b-2-3p,hsa-let-7c-5p,0,FALSE,NA,NA,NA,tarbase,mirtarbase,0,TRUE
6574,SLC20A1,hsa-mir-125b-2-3p,hsa-mir-222-3p,0.0095,FALSE,NA,NA,NA,tarbase,tarbase,0.33896,FALSE
6574,SLC20A1,hsa-mir-221-3p,hsa-mir-125b-2-3p,0.0015,FALSE,NA,NA,NA,tarbase,tarbase,0.19326666666666667,FALSE
6645,SNTB2,hsa-mir-195-5p,hsa-mir-24-2-5p,0.0025,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0.230996015936255,FALSE
6645,SNTB2,hsa-mir-195-5p,hsa-mir-497-5p,0.0035,FALSE,NA,NA,NA,mirtarbase tarbase,mirtarbase tarbase,0.2585095541401274,FALSE
6645,SNTB2,hsa-mir-497-5p,hsa-mir-24-2-5p,0.001,FALSE,NA,NA,NA,mirtarbase tarbase,tarbase,0.1599448275862069,FALSE
6667,SP1,hsa-mir-33a-5p,hsa-mir-377-3p,0.008,TRUE,NA,NA,NA,mirtarbase tarbase,tarbase,0.33131428571428573,FALSE
6773,STAT2,hsa-mir-202-3p,hsa-mir-509-3-5p,0.0065,TRUE,NA,NA,NA,mirtarbase,tarbase,0.31537238493723846,FALSE
6850,SYK,hsa-mir-96-5p,hsa-mir-182-5p,0.004,FALSE,NA,NA,NA,tarbase,tarbase,0.26657471264367816,FALSE
6925,TCF4,hsa-mir-106a-5p,hsa-mir-203a-3p,0.006,TRUE,NA,NA,NA,tarbase,mirtarbase,0.31130201342281877,FALSE
6935,ZEB1,hsa-mir-409-3p,hsa-mir-335-5p,0.0085,TRUE,NA,NA,NA,mirtarbase,mirtarbase tarbase,0.33131428571428573,FALSE
7042,TGFB2,hsa-mir-141-3p,hsa-mir-136-3p,0.007,FALSE,NA,NA,NA,mirtarbase,tarbase,0.3214732673267327,FALSE
7049,TGFBR3,hsa-mir-106a-5p,hsa-mir-141-5p,0.006,FALSE,NA,NA,NA,tarbase,tarbase,0.31130201342281877,FALSE
7057,THBS1,hsa-mir-202-3p,hsa-mir-509-3-5p,0.0045,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/11134136'>PubMedLink</a>,mirtarbase,mirtarbase,0.27904812834224596,FALSE
7057,THBS1,hsa-mir-202-3p,hsa-mir-509-5p,0.0075,FALSE,NA,NA,<a href='https://pubmed.ncbi.nlm.nih.gov/11134136'>PubMedLink</a>,mirtarbase,mirtarbase,0.32757062146892657,FALSE
7128,TNFAIP3,hsa-mir-513a-5p,hsa-mir-125b-5p,0,FALSE,NA,NA,NA,tarbase,mirtarbase,0,TRUE
7188,TRAF5,hsa-mir-125b-2-3p,hsa-mir-223-5p,0.001,FALSE,NA,NA,NA,tarbase,mirtarbase,0.1599448275862069,FALSE
7248,TSC1,hsa-mir-21-3p,hsa-mir-451a,0.009,FALSE,NA,NA,NA,tarbase,mirtarbase,0.336658064516129,FALSE
7381,UQCRB,hsa-mir-616-5p,hsa-mir-130b-3p,0.0025,FALSE,NA,NA,NA,mirtarbase,mirtarbase,0.230996015936255,FALSE
7414,VCL,hsa-mir-29b-2-5p,hsa-mir-380-5p,0.005,FALSE,NA,NA,NA,tarbase,tarbase,0.2906265664160401,FALSE
