"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12"
23328,"SASH1","hsa-mir-136-5p","hsa-mir-345-5p",5e-04,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29805606'>PubMedLink</a>","tarbase","tarbase","hsa-mir-345-5p","hsa-mir-136-5p",23328,14.227877549582,14.8567905530724,"13.9252233674824","""""","""""","""""","""""","""""","""""",""""""
23405,"DICER1","hsa-mir-342-5p","hsa-mir-193b-3p",0.005,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/25195038'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25195038'>PubMedLink</a>","tarbase","tarbase","hsa-mir-193b-3p","hsa-mir-342-5p",23405,16.677327538269,15.5312228834227,"15.6726363971573","15.5703294389405","""""","""""","""""","""""","""""",""""""
23499,"MACF1","hsa-mir-766-3p","hsa-mir-181a-2-3p",0,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-181a-2-3p","hsa-mir-766-3p",23499,15.1136562383339,14.7621406628026,"13.9365749696392","17.301945930872","15.2986532880274","16.4912959855863","""""","""""","""""",""""""
23603,"CORO1C","hsa-mir-133a-3p","hsa-mir-146a-3p",5e-04,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-146a-3p","hsa-mir-133a-3p",23603,17.853537025968,18.1196038683987,"17.9073306698491","17.3072399378613","""""","""""","""""","""""","""""",""""""
25976,"TIPARP","hsa-mir-96-5p","hsa-mir-182-5p",0,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-182-5p","hsa-mir-96-5p",25976,16.413443231172,15.8470103225496,"15.7805826802037","15.6526903601347","16.2047132904016","15.9651997521002","16.3165415888145","""""","""""",""""""
25987,"TSKU","hsa-mir-106a-5p","hsa-mir-20b-5p",0.003,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-20b-5p","hsa-mir-106a-5p",25987,15.2090803177153,14.8035694677024,"14.5740559910469","15.0322473939759","14.2891471634993","15.7577194797403","16.2594305124144","15.3843819276984","""""",""""""
26043,"UBXN7","hsa-mir-18a-3p","hsa-mir-141-5p",0.009,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-141-5p","hsa-mir-18a-3p",26043,15.8495108165892,17.1475160672071,"15.2106129120759","""""","""""","""""","""""","""""","""""",""""""
26278,"SACS","hsa-mir-183-5p","hsa-mir-30b-5p",0.009,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-30b-5p","hsa-mir-183-5p",26278,13.4295884861017,12.6706930260839,"13.9894608712934","12.6524663308666","13.1881580190727","""""","""""","""""","""""",""""""
26278,"SACS","hsa-mir-30b-5p","hsa-mir-182-5p",0.0045,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-182-5p","hsa-mir-30b-5p",26278,13.4295884861017,12.6706930260839,"13.9894608712934","12.6524663308666","13.1881580190727","""""","""""","""""","""""",""""""
27154,"BRPF3","hsa-mir-18b-5p","hsa-mir-625-5p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-625-5p","hsa-mir-18b-5p",27154,15.8378968718507,15.3798224329351,"15.4139713527076","15.4073995713161","16.1406354033257","16.2581334520841","""""","""""","""""",""""""
27161,"AGO2","hsa-mir-138-5p","hsa-mir-505-5p",0.0025,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29458013'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30429351'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30429351'>PubMedLink</a>","tarbase","mirtarbase","hsa-mir-505-5p","hsa-mir-138-5p",27161,15.4296158562278,15.5405469333922,"15.2380172982972","15.1159283751051","16.5209716667861","15.792685882209","""""","""""","""""",""""""
28962,"OSTM1","hsa-mir-106a-5p","hsa-mir-17-5p",0.001,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-17-5p","hsa-mir-106a-5p",28962,17.1045467584829,17.3481214085495,"16.4234710820796","16.1437525941542","16.432767377327","16.0685303762329","""""","""""","""""",""""""
29959,"NRBP1","hsa-mir-30b-5p","hsa-mir-20b-5p",0.007,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-20b-5p","hsa-mir-30b-5p",29959,18.7903118262234,18.8079436577503,"18.3755155890386","18.1394173160022","""""","""""","""""","""""","""""",""""""
30000,"TNPO2","hsa-mir-150-5p","hsa-mir-345-5p",0.0085,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31407831'>PubMedLink</a>","tarbase","tarbase","hsa-mir-345-5p","hsa-mir-150-5p",30000,17.6354014085041,17.3913097288792,"16.6487673413399","17.7561396097134","""""","""""","""""","""""","""""",""""""
30000,"TNPO2","hsa-mir-296-5p","hsa-mir-505-5p",0.002,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31407831'>PubMedLink</a>","tarbase","tarbase","hsa-mir-505-5p","hsa-mir-296-5p",30000,17.5979455885929,17.3913097288792,"17.6008517118801","16.6487673413399","17.1323147747921","17.7561396097134","""""","""""","""""",""""""
51479,"ANKFY1","hsa-mir-9-5p","hsa-mir-204-5p",0.001,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-204-5p","hsa-mir-9-5p",51479,15.3768428012386,15.5413325541429,"15.182054911874","16.3348588008782","14.0151150980976","""""","""""","""""","""""",""""""
51559,"NT5DC3","hsa-mir-34a-3p","hsa-mir-505-5p",0,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-505-5p","hsa-mir-34a-3p",51559,13.6106691606163,14.035115122641,"12.5346836464438","14.0656260840047","""""","""""","""""","""""","""""",""""""
54149,"C21orf91","hsa-mir-30b-5p","hsa-mir-624-5p",0.009,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-624-5p","hsa-mir-30b-5p",54149,16.988619012767,16.9718265164921,"16.9902816576425","17.3660598116395","16.8654440268408","16.7562168179223","""""","""""","""""",""""""
54726,"OTUD4","hsa-mir-331-5p","hsa-mir-183-5p",0.007,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-183-5p","hsa-mir-331-5p",54726,16.3369423284636,14.7470409548978,"15.5830966964053","""""","""""","""""","""""","""""","""""",""""""
54880,"BCOR","hsa-mir-30b-5p","hsa-mir-182-5p",0.008,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28440018'>PubMedLink</a>","tarbase","tarbase","hsa-mir-182-5p","hsa-mir-30b-5p",54880,15.7259822158839,16.5091894441834,"16.0467682982164","16.8438320538145","15.8923398285288","""""","""""","""""","""""",""""""
54880,"BCOR","hsa-mir-505-5p","hsa-mir-296-3p",0.001,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28440018'>PubMedLink</a>","tarbase","tarbase","hsa-mir-296-3p","hsa-mir-505-5p",54880,16.5091894441834,15.8857272256758,"16.0467682982164","16.5813001226433","16.8438320538145","""""","""""","""""","""""",""""""
54989,"ZNF770","hsa-mir-183-5p","hsa-mir-30b-5p",0.0035,TRUE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-30b-5p","hsa-mir-183-5p",54989,13.3209085807277,12.6840850629615,"12.7134937845838","13.7498821188684","11.7366548906036","""""","""""","""""","""""",""""""
55183,"RIF1","hsa-mir-26b-3p","hsa-mir-628-3p",0.0045,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-628-3p","hsa-mir-26b-3p",55183,15.2074987576962,14.8568185488434,"15.3544430228194","16.0767307736609","15.488582684726","""""","""""","""""","""""",""""""
55432,"YOD1","hsa-mir-221-3p","hsa-mir-651-5p",0.005,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-651-5p","hsa-mir-221-3p",55432,12.1853112955362,12.5889868729306,"13.3297251895176","""""","""""","""""","""""","""""","""""",""""""
55556,"ENOSF1","hsa-mir-425-3p","hsa-mir-129-5p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-129-5p","hsa-mir-425-3p",55556,13.5243587671221,15.813801825318,"13.9182979551952","14.0953533568778","14.6954275379375","14.5123942255451","12.9826735127233","""""","""""",""""""
56919,"DHX33","hsa-mir-193b-3p","hsa-mir-664a-3p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-664a-3p","hsa-mir-193b-3p",56919,16.6743982067997,16.1927578605089,"15.2114848084443","16.3663890982558","15.942785270526","17.682588133187","15.9567903641065","""""","""""",""""""
57649,"PHF12","hsa-mir-939-5p","hsa-mir-181d-5p",0.002,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-181d-5p","hsa-mir-939-5p",57649,15.7272184097865,15.7108666547976,"""""","""""","""""","""""","""""","""""","""""",""""""
57674,"RNF213","hsa-mir-134-5p","hsa-mir-18b-5p",0.0085,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-18b-5p","hsa-mir-134-5p",57674,15.8927906980697,16.5037202378677,"16.3705436691957","""""","""""","""""","""""","""""","""""",""""""
57674,"RNF213","hsa-mir-17-5p","hsa-mir-17-3p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-17-3p","hsa-mir-17-5p",57674,18.4333507155713,17.3026318186416,"15.1222922259795","16.8031954943182","15.8927906980697","17.1068964806229","17.6139561027194","16.5037202378677","16.3510146530214","17.7508623153009"
57700,"FAM160B1","hsa-mir-320b","hsa-mir-133a-3p",5e-04,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-133a-3p","hsa-mir-320b",57700,16.4568446618305,15.5431703726275,"16.0516617925604","16.1052426391752","16.2421272512731","""""","""""","""""","""""",""""""
64282,"TENT4B","hsa-mir-193b-5p","hsa-mir-129-5p",0.0015,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-129-5p","hsa-mir-193b-5p",64282,14.3743606738736,14.033840240127,"14.7896696045326","15.0379452651226","""""","""""","""""","""""","""""",""""""
64778,"FNDC3B","hsa-mir-1-3p","hsa-mir-190a-5p",0.0045,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-190a-5p","hsa-mir-1-3p",64778,14.462061452931,14.275669964548,"""""","""""","""""","""""","""""","""""","""""",""""""
64778,"FNDC3B","hsa-mir-335-5p","hsa-mir-363-3p",0.005,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-363-3p","hsa-mir-335-5p",64778,14.275669964548,14.378856924655,"""""","""""","""""","""""","""""","""""","""""",""""""
64866,"CDCP1","hsa-mir-939-5p","hsa-mir-370-3p",0.009,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-370-3p","hsa-mir-939-5p",64866,12.1131278076819,13.6897287004372,"11.8982266198969","12.6299679819752","14.6718932866649","""""","""""","""""","""""",""""""
65125,"WNK1","hsa-mir-139-3p","hsa-mir-181a-2-3p",0.0015,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26498772'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29896252'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30688264'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31579948'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31599399'>PubMedLink</a>","tarbase","mirtarbase tarbase","hsa-mir-181a-2-3p","hsa-mir-139-3p",65125,16.716634151825,16.8161533892694,"17.2604295339464","""""","""""","""""","""""","""""","""""",""""""
65125,"WNK1","hsa-mir-181a-2-3p","hsa-mir-181c-5p",0.001,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26498772'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29896252'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30688264'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31579948'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31599399'>PubMedLink</a>","mirtarbase tarbase","tarbase","hsa-mir-181c-5p","hsa-mir-181a-2-3p",65125,16.8161533892694,16.5923404191392,"17.6224079221835","17.3560487470712","""""","""""","""""","""""","""""",""""""
65125,"WNK1","hsa-mir-214-3p","hsa-mir-18a-3p",0.005,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26498772'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29896252'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30688264'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31579948'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31599399'>PubMedLink</a>","tarbase","mirtarbase tarbase","hsa-mir-18a-3p","hsa-mir-214-3p",65125,18.2832998000235,16.8850285666485,"16.716634151825","17.3560487470712","""""","""""","""""","""""","""""",""""""
79026,"AHNAK","hsa-mir-432-5p","hsa-mir-9-5p",0,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-9-5p","hsa-mir-432-5p",79026,18.5178939280629,16.0068057410414,"""""","""""","""""","""""","""""","""""","""""",""""""
79026,"AHNAK","hsa-mir-939-5p","hsa-mir-182-5p",0.008,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-182-5p","hsa-mir-939-5p",79026,17.0499005517363,16.8116348731971,"16.5088854025778","16.0193904734442","15.7848699847761","16.7633419545211","""""","""""","""""",""""""
79026,"AHNAK","hsa-mir-96-5p","hsa-mir-182-5p",0.007,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-182-5p","hsa-mir-96-5p",79026,17.0499005517363,16.8116348731971,"16.5088854025778","16.0193904734442","17.991642228177","17.4093091425824","18.0746817926514","""""","""""",""""""
79158,"GNPTAB","hsa-mir-25-5p","hsa-mir-577",5e-04,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-577","hsa-mir-25-5p",79158,16.3151819690525,17.0675549147894,"16.5123051369772","15.8184231229261","""""","""""","""""","""""","""""",""""""
79572,"ATP13A3","hsa-mir-181a-2-3p","hsa-mir-664a-3p",0.005,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-664a-3p","hsa-mir-181a-2-3p",79572,16.5170318530187,15.5604054781428,"15.712356391336","""""","""""","""""","""""","""""","""""",""""""
79572,"ATP13A3","hsa-mir-505-5p","hsa-mir-150-5p",0.004,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-150-5p","hsa-mir-505-5p",79572,17.1243808016847,16.1762014021218,"16.5170318530187","15.4651561324843","15.5604054781428","15.712356391336","""""","""""","""""",""""""
79572,"ATP13A3","hsa-mir-505-5p","hsa-mir-181a-2-3p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-181a-2-3p","hsa-mir-505-5p",79572,16.5170318530187,15.5604054781428,"18.2883662885273","15.712356391336","16.8743525195959","""""","""""","""""","""""",""""""
79591,"ARMH3","hsa-mir-181a-2-3p","hsa-mir-214-3p",0.006,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-214-3p","hsa-mir-181a-2-3p",79591,17.2071208668564,16.841558164177,"""""","""""","""""","""""","""""","""""","""""",""""""
79646,"PANK3","hsa-mir-30b-5p","hsa-mir-183-5p",0,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-183-5p","hsa-mir-30b-5p",79646,15.8102607151888,16.348996965901,"15.6723839311564","15.8482999171908","15.1355917466947","""""","""""","""""","""""",""""""
79718,"TBL1XR1","hsa-mir-628-3p","hsa-mir-326",0.0035,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/22496164'>PubMedLink</a>","tarbase","mirtarbase","hsa-mir-326","hsa-mir-628-3p",79718,18.4874218829108,18.7057814117055,"17.7435620883915","17.5991247873729","""""","""""","""""","""""","""""",""""""
79745,"CLIP4","hsa-mir-17-5p","hsa-mir-106a-5p",0.001,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-106a-5p","hsa-mir-17-5p",79745,14.6023137819814,14.7034908946073,"14.5284537431803","13.334686969249","13.894853709418","13.6352717087998","""""","""""","""""",""""""
79807,"GSTCD","hsa-mir-129-5p","hsa-mir-181d-5p",0.003,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-181d-5p","hsa-mir-129-5p",79807,14.2054539801853,12.6098062128072,"13.963766303911","""""","""""","""""","""""","""""","""""",""""""
79901,"CYBRD1","hsa-mir-146b-5p","hsa-mir-148a-3p",0.0075,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-148a-3p","hsa-mir-146b-5p",79901,16.0827104701544,16.0771220208711,"15.9070297144244","""""","""""","""""","""""","""""","""""",""""""
80012,"PHC3","hsa-mir-18a-5p","hsa-mir-296-3p",0.0085,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-296-3p","hsa-mir-18a-5p",80012,14.5690953932159,14.8737282643992,"14.4984953418607","15.7772617595827","14.7272262521607","14.4266060633316","14.9230873329658","""""","""""",""""""
80012,"PHC3","hsa-mir-18b-5p","hsa-mir-17-5p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-17-5p","hsa-mir-18b-5p",80012,15.7099976904616,14.5690953932159,"14.4984953418607","14.8138167623734","15.7772617595827","14.7272262521607","14.4266060633316","""""","""""",""""""
80012,"PHC3","hsa-mir-491-5p","hsa-mir-296-3p",0.001,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-296-3p","hsa-mir-491-5p",80012,14.5690953932159,14.4984953418607,"14.9899922024988","14.7272262521607","14.4266060633316","""""","""""","""""","""""",""""""
80018,"NAA25","hsa-mir-301b-3p","hsa-mir-744-3p",0.006,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-744-3p","hsa-mir-301b-3p",80018,16.8756439759482,15.3234192748749,"15.6964801933532","15.2922465245019","15.4357295937271","15.0819255140434","""""","""""","""""",""""""
80045,"GPR157","hsa-mir-106a-5p","hsa-mir-20b-5p",0.005,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase","hsa-mir-20b-5p","hsa-mir-106a-5p",80045,14.4150815618269,15.4468266333885,"14.7800482796206","14.8123829535141","14.0673652452522","14.7294745207478","17.0142588928881","13.6269221379994","""""",""""""
80124,"VCPIP1","hsa-mir-127-3p","hsa-mir-127-5p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-127-5p","hsa-mir-127-3p",80124,15.7096565617531,16.4178129837241,"16.1783689656391","15.4541623389297","15.6445117186321","15.2357780553045","15.9225196343889","15.3270125923647","15.9653309959964",""""""
80167,"ABHD18","hsa-mir-133a-3p","hsa-mir-150-5p",0.0055,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-150-5p","hsa-mir-133a-3p",80167,15.0779468700912,15.4652778585238,"15.0632133467659","14.5792326930418","14.8319594811844","""""","""""","""""","""""",""""""
80218,"NAA50","hsa-mir-181d-5p","hsa-mir-155-5p",0.0015,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-155-5p","hsa-mir-181d-5p",80218,18.8774333216452,18.8177719778021,"18.4578106262493","18.6329777470417","""""","""""","""""","""""","""""",""""""
81796,"SLCO5A1","hsa-mir-17-5p","hsa-mir-30b-5p",0,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-30b-5p","hsa-mir-17-5p",81796,12.934834441586,9.89270754271372,"11.934426389879","12.7539388693512","12.3331281531502","8.93237335325525","""""","""""","""""",""""""
84056,"KATNAL1","hsa-mir-129-5p","hsa-mir-30b-3p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-30b-3p","hsa-mir-129-5p",84056,14.5202686467243,13.991403960568,"14.3456160180691","15.712884875346","14.6823389761503","16.0030570486273","""""","""""","""""",""""""
84061,"MAGT1","hsa-mir-130b-5p","hsa-mir-129-5p",0.0085,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-129-5p","hsa-mir-130b-5p",84061,17.7925217170393,18.0125901192493,"18.1975736776226","17.6076835352162","18.2957491083595","""""","""""","""""","""""",""""""
84301,"DDI2","hsa-mir-181c-5p","hsa-mir-181a-2-3p",0,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-181a-2-3p","hsa-mir-181c-5p",84301,16.4496337143203,16.4093595020461,"16.4664569333717","15.4458518531812","""""","""""","""""","""""","""""",""""""
84874,"ZNF514","hsa-mir-296-3p","hsa-mir-17-5p",0.0075,TRUE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-17-5p","hsa-mir-296-3p",84874,14.220123961039,13.8864619736205,"13.588398808678","14.2812970566619","14.458037653706","13.9876619129413","15.0988383087725","""""","""""",""""""
85379,"KIAA1671","hsa-mir-766-3p","hsa-mir-432-5p",0.0025,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-432-5p","hsa-mir-766-3p",85379,12.5634071279489,14.0547868452012,"12.5732999665023","""""","""""","""""","""""","""""","""""",""""""
85463,"ZC3H12C","hsa-mir-654-3p","hsa-mir-1271-5p",0.0015,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-1271-5p","hsa-mir-654-3p",85463,14.0477303471558,12.9568329314374,"14.8166429983956","13.1046668782515","""""","""""","""""","""""","""""",""""""
91663,"MYADM","hsa-mir-766-3p","hsa-mir-18b-5p",0.0045,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-18b-5p","hsa-mir-766-3p",91663,17.6107673580869,17.6431058772324,"17.6115664710857","""""","""""","""""","""""","""""","""""",""""""
114823,"LENG8","hsa-mir-505-5p","hsa-mir-138-5p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-138-5p","hsa-mir-505-5p",114823,20.3843844569716,18.5722056653814,"17.3170703576357","16.7348607539027","17.2511088908062","18.6221263543265","""""","""""","""""",""""""
115294,"PCMTD1","hsa-mir-182-5p","hsa-mir-9-3p",0.005,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-9-3p","hsa-mir-182-5p",115294,16.3833826554941,16.4872906985157,"16.5226879641537","16.4645035264057","""""","""""","""""","""""","""""",""""""
116987,"AGAP1","hsa-mir-30b-3p","hsa-mir-30d-3p",0.009,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-30d-3p","hsa-mir-30b-3p",116987,13.0969530815537,12.4397622531875,"12.2366707455417","11.4708710335608","12.8561104870672","11.5300230994636","12.1987373972086","12.5353909617306","12.3287322319412",""""""
125950,"RAVER1","hsa-mir-342-5p","hsa-mir-138-5p",0.006,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-138-5p","hsa-mir-342-5p",125950,17.580949994215,14.7192402413462,"15.0102820289176","15.840277104149","15.7122106909951","18.1828536847619","""""","""""","""""",""""""
128178,"EDARADD","hsa-mir-32-3p","hsa-mir-181a-2-3p",0,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-181a-2-3p","hsa-mir-32-3p",128178,12.0745494053917,12.2733206309814,"11.9962077191965","13.4100615487938","11.9703905705466","""""","""""","""""","""""",""""""
132864,"CPEB2","hsa-mir-30b-5p","hsa-mir-183-5p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-183-5p","hsa-mir-30b-5p",132864,12.4683852790196,13.2239074678241,"13.5358233793285","12.0079844443551","12.9406269046069","""""","""""","""""","""""",""""""
133396,"IL31RA","hsa-mir-1271-5p","hsa-mir-182-5p",0.0015,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31776466'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31776466'>PubMedLink</a>","mirtarbase","mirtarbase","hsa-mir-182-5p","hsa-mir-1271-5p",133396,-2,10.0386238651906,"8.62205326123528","""""","""""","""""","""""","""""","""""",""""""
133746,"JMY","hsa-mir-18a-5p","hsa-mir-17-5p",0.0015,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-17-5p","hsa-mir-18a-5p",133746,13.2420930006324,13.9210056740645,"13.9206279410355","12.6946453953027","14.6050260841963","14.2543747936149","14.7225185152369","14.2596167647826","15.5005131564372",""""""
133746,"JMY","hsa-mir-18b-5p","hsa-mir-17-5p",0.0065,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-17-5p","hsa-mir-18b-5p",133746,13.2420930006324,13.9210056740645,"12.6946453953027","14.6050260841963","14.2543747936149","14.7225185152369","14.2596167647826","""""","""""",""""""
157680,"VPS13B","hsa-mir-339-5p","hsa-mir-335-5p",0.008,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-335-5p","hsa-mir-339-5p",157680,14.1006047839167,15.0502903067537,"14.3125718271302","14.1233913038457","14.4530323341243","""""","""""","""""","""""",""""""
158158,"RASEF","hsa-mir-17-3p","hsa-mir-17-5p",0.007,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-17-5p","hsa-mir-17-3p",158158,9.37322132963492,-2,"-2","9.95847941247248","-2","-2","8.38572875094586","8.27800058146953","-2","5.86714108608224"
161742,"SPRED1","hsa-mir-148a-3p","hsa-mir-17-5p",5e-04,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-17-5p","hsa-mir-148a-3p",161742,15.4172332020521,15.4060488694525,"16.0879146110261","15.6004656377073","16.4190835565872","""""","""""","""""","""""",""""""
162655,"ZNF519","hsa-mir-181d-5p","hsa-mir-129-5p",0.0095,TRUE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-129-5p","hsa-mir-181d-5p",162655,11.1724246359168,11.6640049051737,"11.4279625158424","""""","""""","""""","""""","""""","""""",""""""
163702,"IFNLR1","hsa-mir-381-3p","hsa-mir-379-5p",0.001,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-379-5p","hsa-mir-381-3p",163702,16.8830749498952,15.7307890132041,"16.6918436319681","15.9594309802172","15.5629123691718","14.9392679703916","17.3362096297138","15.0037877441884","15.6030090278666",""""""
192669,"AGO3","hsa-mir-150-5p","hsa-mir-143-5p",0.002,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-143-5p","hsa-mir-150-5p",192669,13.950429561595,13.7127560792687,"12.9677436625162","""""","""""","""""","""""","""""","""""",""""""
200424,"TET3","hsa-mir-26b-3p","hsa-mir-589-3p",0.003,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31120187'>PubMedLink</a>","tarbase","tarbase","hsa-mir-589-3p","hsa-mir-26b-3p",200424,15.6882780450394,14.3689608610449,"15.5582719107982","15.5352271538425","""""","""""","""""","""""","""""",""""""
201725,"C4orf46","hsa-mir-30b-5p","hsa-mir-335-5p",0.004,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-335-5p","hsa-mir-30b-5p",201725,15.4272755842635,16.8401346815975,"15.5341496723152","15.3165084069762","14.7832380421933","16.5616750356582","""""","""""","""""",""""""
253461,"ZBTB38","hsa-mir-127-5p","hsa-mir-381-3p",0.006,TRUE,NA,NA,NA,"tarbase","tarbase","hsa-mir-381-3p","hsa-mir-127-5p",253461,15.6038206387047,15.5183148741666,"15.3967298399028","17.0220803834086","15.4478135739072","15.3999537221164","""""","""""","""""",""""""
