"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17"
79026,"AHNAK","hsa-mir-3615","hsa-mir-3200-3p",0.0095,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/22138691'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22138691'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22138691'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22138691'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22138691'>PubMedLink</a>","tarbase","tarbase",0.585899960885714,-0.139765213495442,0.804702369295804,0.0649630978988862,0.82539496110194,0.0169052829539663,"hsa-mir-3200-3p","hsa-mir-3615",79026,18.8351789432943,20.7575313692333,"19.024205567605","19.596577022247","19.3498957230139","19.0192627216013","20.6050887079742","19.4388626690449","""""","""""","""""","""""","""""","""""",""""""
79071,"ELOVL6","hsa-mir-335-5p","hsa-mir-204-5p",0.0045,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26708577'>PubMedLink</a>'>PubMedLink</a>",NA,"mirtarbase tarbase","mirtarbase",9.14371672772996e-10,-1.35157373194338,1.66648719744921e-17,-1.27818300980535,0.624725197300402,0.0414489823773784,"hsa-mir-204-5p","hsa-mir-335-5p",79071,14.6928276520588,15.1920814693532,"15.7260498676436","15.3014976585113","15.9193031996057","15.7201444710602","15.6356011679401","16.2282996969706","""""","""""","""""","""""","""""","""""",""""""
79642,"ARSJ","hsa-mir-181d-5p","hsa-mir-106a-5p",5e-04,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/24977165'>PubMedLink</a>'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29072688'>PubMedLink</a>'>PubMedLink</a>",NA,"mirtarbase","mirtarbase",0.00174788597184081,-0.575019966337691,0.0292168360672743,-0.369485019756277,0.0716516329827005,0.149192507712794,"hsa-mir-106a-5p","hsa-mir-181d-5p",79642,17.816788840041,15.8720784137373,"13.317012965441","14.8770291828","18.8187034808301","16.0589437395509","""""","""""","""""","""""","""""","""""","""""","""""",""""""
79944,"L2HGDH","hsa-mir-487b-3p","hsa-mir-155-5p",0.0065,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/25182153'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30108105'>PubMedLink</a>","mirtarbase","mirtarbase tarbase",4.43692675575818e-05,-1.1205968023954,0.7913250259509,0.0384976324517198,0.780847570494551,0.0234782052754816,"hsa-mir-155-5p","hsa-mir-487b-3p",79944,16.5964888901718,16.1458825903724,"14.7364162084635","14.1984057193193","14.7535193346149","15.9967395138867","""""","""""","""""","""""","""""","""""","""""","""""",""""""
80255,"SLC35F5","hsa-mir-203a-3p","hsa-mir-218-5p",0.0015,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.190509641640438,-0.139902045805269,7.5939039152046e-06,0.601585701615049,0.586332695983083,-0.0438144160680388,"hsa-mir-218-5p","hsa-mir-203a-3p",80255,17.0375767422058,17.7171632535876,"17.5312689459752","17.8942392647631","17.39435579712","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
81619,"TSPAN14","hsa-mir-146a-5p","hsa-mir-940",5e-04,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.250651451189555,-0.182061591378815,0.711072562779607,-0.111543759616759,0.425274869121005,0.0643739189412792,"hsa-mir-940","hsa-mir-146a-5p",81619,19.7193139327101,16.5395237286022,"18.3376323862567","18.5866505828507","16.994762081445","16.1224645019391","18.1412124988519","16.9210198679203","16.7961584255414","17.9819445844619","""""","""""","""""","""""",""""""
84612,"PARD6B","hsa-mir-18a-5p","hsa-mir-335-5p",0.0055,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30018727'>PubMedLink</a>",NA,NA,"mirtarbase tarbase","mirtarbase tarbase",0.712565478684646,-0.0828362956900203,9.14371672772996e-10,-1.35157373194338,0.974589888125172,-0.00259007704144186,"hsa-mir-335-5p","hsa-mir-18a-5p",84612,15.9419149641152,18.2724943978229,"16.8596568464293","15.1045409462751","17.7115219664329","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
84747,"UNC119B","hsa-mir-193b-3p","hsa-mir-3065-3p",0.0075,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.278501614684647,0.160208853100491,2.34653486639016e-13,-1.23836793812995,0.641421459404955,0.037046740064179,"hsa-mir-3065-3p","hsa-mir-193b-3p",84747,17.3222816450753,18.3760788559412,"17.7762309514866","17.2353309432763","18.8352809067735","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
91748,"MIDEAS","hsa-mir-181d-5p","hsa-mir-34a-5p",0,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.00174788597184081,-0.575019966337691,0.440730082467716,0.102563025348855,0.489218811041288,0.0575496323889316,"hsa-mir-34a-5p","hsa-mir-181d-5p",91748,15.5750041119559,15.6987825010005,"15.8470859057344","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
117177,"RAB3IP","hsa-mir-155-5p","hsa-mir-424-5p",0.009,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/24977165'>PubMedLink</a>'>PubMedLink</a>",NA,"mirtarbase","mirtarbase",0.7913250259509,0.0384976324517198,0.786462490125794,0.0321708126732386,0.786484925362014,-0.0224583848570177,"hsa-mir-424-5p","hsa-mir-155-5p",117177,14.8175390791198,16.201857891297,"12.8582452212168","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
122525,"C14orf28","hsa-mir-34a-5p","hsa-mir-181d-5p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase",0.440730082467716,0.102563025348855,0.00174788597184081,-0.575019966337691,0.471203131170413,0.0641578473879847,"hsa-mir-181d-5p","hsa-mir-34a-5p",122525,14.2482785493701,14.1408273668436,"14.0139313930408","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
124935,"SLC43A2","hsa-mir-493-3p","hsa-mir-150-5p",0.004,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",2.31546402563233e-05,-1.16239351429239,0.471989218013451,-0.0876976286870773,0.244379656190628,0.0910667739015086,"hsa-mir-150-5p","hsa-mir-493-3p",124935,19.0551774713232,19.4215456669672,"19.9861096768137","20.959501404992","18.9692575443885","16.1643660639133","18.8094403131152","20.1891551982065","19.3986336948633","""""","""""","""""","""""","""""",""""""
143686,"SESN3","hsa-mir-511-5p","hsa-mir-584-5p",0.0035,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.255012865235525,-0.260028094385711,0.010690983959619,0.385653127819819,0.778074413184798,0.023253616596873,"hsa-mir-584-5p","hsa-mir-511-5p",143686,17.0516844726293,16.642238697276,"16.425991421975","14.1267846157947","17.1694666473173","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
148206,"ZNF714","hsa-mir-106a-5p","hsa-mir-501-3p",0.005,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/24977165'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29072688'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.0292168360672743,-0.369485019756277,0.776002826227632,-0.0379131767582298,0.0582248487123802,0.171407637340435,"hsa-mir-501-3p","hsa-mir-106a-5p",148206,15.2327892949658,14.1830369263998,"14.447237998145","14.3411617305808","14.3772363648119","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
148206,"ZNF714","hsa-mir-20b-5p","hsa-mir-501-3p",0.005,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/26708577'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.15270823885516,-0.208113811789293,0.776002826227632,-0.0379131767582298,0.0582248487123802,0.171407637340435,"hsa-mir-501-3p","hsa-mir-20b-5p",148206,15.2327892949658,14.1830369263998,"14.447237998145","14.3411617305808","14.3772363648119","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
150094,"SIK1","hsa-mir-20b-5p","hsa-mir-142-3p",0.001,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/26708577'>PubMedLink</a>",NA,NA,"mirtarbase tarbase","mirtarbase",0.15270823885516,-0.208113811789293,0.1895109565555,0.146577698733406,0.743871076294274,-0.0385908006169281,"hsa-mir-142-3p","hsa-mir-20b-5p",150094,8.78715021567987,16.1389343451835,"8.43343919956981","6.40059803049151","9.37121846165531","8.83600425428002","11.3055746756778","6.86158916683131","""""","""""","""""","""""","""""","""""",""""""
163227,"ZNF100","hsa-mir-18a-5p","hsa-mir-455-5p",0,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30018727'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.712565478684646,-0.0828362956900203,2.85401692692002e-13,-1.27337575869427,0.231723719130734,0.104965274235882,"hsa-mir-455-5p","hsa-mir-18a-5p",163227,15.4267244795687,15.1172467624007,"14.4029564450621","13.9734466390051","14.9749576974686","14.4859073987203","15.728119811405","""""","""""","""""","""""","""""","""""","""""",""""""
221037,"JMJD1C","hsa-mir-141-5p","hsa-mir-33a-3p",0.004,FALSE,NA,NA,NA,"tarbase","tarbase",0.00112279725588573,0.400269372156654,0.532766963161619,0.171229391445413,0.668059908044015,-0.0355170687734229,"hsa-mir-33a-3p","hsa-mir-141-5p",221037,15.9787608740097,15.9327981821631,"17.1049839230844","16.2162310630301","16.2488448777563","16.6132200434728","""""","""""","""""","""""","""""","""""","""""","""""",""""""
222236,"NAPEPLD","hsa-mir-34a-5p","hsa-mir-193b-3p",0.0065,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30668544'>PubMedLink</a>'>PubMedLink</a>",NA,"tarbase","mirtarbase",0.440730082467716,0.102563025348855,0.278501614684647,0.160208853100491,0.219621970136368,-0.10277019912761,"hsa-mir-193b-3p","hsa-mir-34a-5p",222236,15.4693012697949,15.4643538876577,"15.4578693356714","15.3623895338764","15.9476518716241","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
258010,"SVIP","hsa-mir-369-3p","hsa-mir-214-5p",0.002,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.00147150561679276,-0.849689661669382,2.92636802979646e-10,-1.30935364225621,0.340582393865876,0.0760452011412309,"hsa-mir-214-5p","hsa-mir-369-3p",258010,18.4934005701218,18.2784468750321,"18.1602274245322","18.2459655954537","14.6734770438612","18.233253309864","16.3079240272073","17.968847290836","""""","""""","""""","""""","""""","""""",""""""
286128,"ZFP41","hsa-mir-21-3p","hsa-mir-335-5p",0.004,TRUE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.371044689306518,-0.105047482371395,9.14371672772996e-10,-1.35157373194338,0.376580881609286,0.0777251993524366,"hsa-mir-335-5p","hsa-mir-21-3p",286128,14.3652197730004,14.0100547203727,"14.0601846590702","16.017633956275","15.5515898865168","15.3844577746547","""""","""""","""""","""""","""""","""""","""""","""""",""""""
390927,"ZNF793","hsa-mir-21-3p","hsa-mir-676-5p",0.004,TRUE,NA,NA,NA,"mirtarbase","mirtarbase",0.371044689306518,-0.105047482371395,0.078753164429995,0.733147782874998,0.973875970726413,0.00299224077036399,"hsa-mir-676-5p","hsa-mir-21-3p",390927,13.9328147041351,13.8314014746627,"12.1227034599627","13.0851732779673","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
552889,"ATXN7L3B","hsa-mir-421","hsa-mir-204-5p",0.0015,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/24977165'>PubMedLink</a>'>PubMedLink</a>",NA,"tarbase","tarbase",0.823003380574504,-0.0705079383685902,1.66648719744921e-17,-1.27818300980535,0.668727603751846,0.0336588417222052,"hsa-mir-204-5p","hsa-mir-421",552889,19.4405344841843,18.1002083436698,"18.5290891567151","18.3782108818896","18.4036193697789","17.7850304263906","18.1426850242967","""""","""""","""""","""""","""""","""""","""""",""""""
100113407,"TMEM170B","hsa-mir-651-5p","hsa-mir-18a-5p",0.0045,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26893725'>PubMedLink</a>'>PubMedLink</a>",NA,"tarbase","tarbase",1.11655255318339e-07,1.102418758837,0.712565478684646,-0.0828362956900203,0.38139086854952,-0.0786403083338277,"hsa-mir-18a-5p","hsa-mir-651-5p",100113407,13.3827320066097,13.1985334976284,"12.8906925742765","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
