"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40"
7046,"TGFBR1","hsa-let-7c-5p","hsa-mir-96-5p",0.0025,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11910473'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22314103'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.183336087410241,-0.173707089910041,0.151923927204803,0.303901529773666,0.9942405086225,0.00075931881708169,"hsa-mir-96-5p","hsa-let-7c-5p",7046,18.3994534041963,18.6086947550189,"17.214916098677","18.4603339680958","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7049,"TGFBR3","hsa-mir-106a-5p","hsa-mir-130a-5p",0.005,FALSE,NA,NA,NA,"tarbase","tarbase",0.540073673841997,-0.128986623206974,0.0228033980384699,1.27472173730288,0.13345239935679,-0.162994533531406,"hsa-mir-130a-5p","hsa-mir-106a-5p",7049,17.1449141685049,16.835091846585,"16.8023830787137","18.0303153470134","16.7603733815246","16.2870053584802","18.2788274359123","17.1924640466805","17.6524526912305","16.9216585691743","16.1176658924672","19.7451147056056","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7049,"TGFBR3","hsa-mir-106a-5p","hsa-mir-196a-5p",0.003,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.540073673841997,-0.128986623206974,1.56777392647817e-11,1.49751659043811,0.13345239935679,-0.162994533531406,"hsa-mir-196a-5p","hsa-mir-106a-5p",7049,16.835091846585,17.320296023487,"16.0807643644988","16.5741908891429","16.7603733815246","16.2870053584802","18.2788274359123","16.8636517006418","17.1924640466805","19.7451147056056","17.7977250450314","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7049,"TGFBR3","hsa-mir-182-5p","hsa-mir-130a-5p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase",0.756471969257837,-0.0354651886100591,0.0228033980384699,1.27472173730288,0.13345239935679,-0.162994533531406,"hsa-mir-130a-5p","hsa-mir-182-5p",7049,17.1449141685049,15.1429082419456,"18.0303153470134","16.7603733815246","18.2788274359123","17.6524526912305","16.9216585691743","18.1686671536842","19.7451147056056","13.4909502227491","13.9673381211771","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7049,"TGFBR3","hsa-mir-335-3p","hsa-mir-940",0.003,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31085718'>PubMedLink</a>",NA,"tarbase","tarbase",0.0247774085189889,0.411528170680462,0.00588018389893562,1.08526486306288,0.13345239935679,-0.162994533531406,"hsa-mir-940","hsa-mir-335-3p",7049,15.0955612459536,17.320296023487,"13.7186529851387","11.5630668986932","16.5741908891429","18.0303153470134","16.7603733815246","15.3259868238695","17.3511272747867","17.4361385606614","14.7854875650536","16.845824129737","17.1924640466805","17.6524526912305","16.9216585691743","18.1686671536842","19.7451147056056","16.2373203110607","12.1387093124226","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7057,"THBS1","hsa-mir-19a-3p","hsa-mir-3065-5p",0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/19698122'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28151721'>PubMedLink</a>","mirtarbase tarbase","mirtarbase",0.321989538623403,0.182199266719142,0.545810348001736,-0.17500247236015,0.920185778099645,-0.0101095257709512,"hsa-mir-3065-5p","hsa-mir-19a-3p",7057,20.3455638688917,19.4206304473817,"21.0453603694422","17.4183471501205","19.3977260896354","21.4944408765354","21.8622673918153","19.7011324927647","21.3903691806342","21.3613479400512","20.5887677327374","22.0027104007488","23.3466284260507","19.4681732997456","18.6145312205197","21.0052703306187","20.6592980518645","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7068,"THRB","hsa-mir-15b-3p","hsa-mir-429",0.0015,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10825004'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23136537'>PubMedLink</a>","mirtarbase","tarbase",0.0695599127327244,0.373448895361652,0.87706802253632,0.0242341317434676,0.0820537811807219,-0.192222270395689,"hsa-mir-429","hsa-mir-15b-3p",7068,14.1709733307948,16.0129422468703,"16.5298206755385","16.7143852269796","15.407825291508","15.6487319688779","15.7036305011652","15.6017723188334","16.159262643261","14.9798595110381","15.3012757889391","16.6779540452658","17.4467780987097","15.5680970413186","12.0569913888838","12.5527674102535","16.781825942912","13.9425515468836","15.9681269761559","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7077,"TIMP2","hsa-mir-671-5p","hsa-mir-31-5p",0.0095,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26202395'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28510611'>PubMedLink</a>","tarbase","tarbase",0.17005467722345,0.371223641911052,0.670338844687304,0.0900157853765638,0.946025507556346,0.00683502276024116,"hsa-mir-31-5p","hsa-mir-671-5p",7077,20.1612534984603,21.71344242544,"21.5700358948169","19.9977532743253","20.6726788266803","20.9707721065461","21.4343204220226","21.2027429048293","21.7679314684265","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7171,"TPM4","hsa-mir-30a-5p","hsa-mir-335-3p",0.0065,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/20428818'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31239699'>PubMedLink</a>","tarbase","tarbase",0.0112130238173474,-0.281283688952853,0.0247774085189889,0.411528170680462,0.552323927343174,0.0587980467601817,"hsa-mir-335-3p","hsa-mir-30a-5p",7171,21.1510253460189,21.7467754591892,"21.7931427053136","21.7660752078616","21.8121903633926","21.7462693205485","21.0617529741215","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7204,"TRIO","hsa-mir-627-5p","hsa-let-7f-5p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase",0.451930860671166,0.277020269618375,0.448637560671287,-0.0869838972190063,0.687141112469746,0.0434296234005087,"hsa-let-7f-5p","hsa-mir-627-5p",7204,17.4615576654562,17.0059696069958,"17.8322869883239","19.2865165269942","18.2962827156572","18.2240285142743","19.3466180563456","16.59258625021","18.6758832326538","17.4284642592445","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7227,"TRPS1","hsa-mir-18a-5p","hsa-mir-17-5p",0.007,TRUE,NA,NA,NA,"tarbase","tarbase",0.0164332564847604,0.502776551997288,0.441381002128842,0.109186348390277,0.843562890658347,0.0222343111403547,"hsa-mir-17-5p","hsa-mir-18a-5p",7227,15.9200775542238,14.4028861111396,"14.1876577742899","15.9378375276453","15.791296868814","17.1133091520894","16.2564696350781","14.9464570855982","13.4355513520798","16.3920872507718","15.1660490849011","18.3001486414892","15.9870926689808","14.7149896037573","16.5764731041982","17.7831358935625","15.9860999202405","17.3535153489907","16.50216875132","16.6171130151903","15.8668006698269","16.7340981999876","16.1989399358219","18.0621449645181","17.0761278667938","17.2158880804651","16.3520045496282","15.9926968985716","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7357,"UGCG","hsa-mir-33a-5p","hsa-mir-429",0.0045,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/31401160'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.899115456865563,-0.0265006015525863,0.87706802253632,0.0242341317434676,0.755990626161406,-0.0321110685237202,"hsa-mir-429","hsa-mir-33a-5p",7357,17.5233352056609,18.1676295198652,"18.9456479708537","19.0883184259697","19.4950813170252","18.2811479582779","18.4862303419313","19.5451597080375","18.6167610128839","18.6524791208872","18.7173782270322","19.7280490106838","17.8271371965604","16.5481896896159","18.0444362658124","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7422,"VEGFA","hsa-mir-199a-5p","hsa-mir-218-5p",0.009,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/26717044'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10416597'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10457902'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10938383'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12119553'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12239588'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12579092'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14991568'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15958546'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16702519'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16984727'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17511025'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17511025'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18641541'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18780893'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18837095'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19366059'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19440651'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19584152'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20181455'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22258871'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22994764'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23155356'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23206445'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23838139'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24122254'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24206575'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24206575'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24284961'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24284961'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24654773'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24945674'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25624724'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25640399'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26014353'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26099724'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26323923'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27340350'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28356983'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28435293'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28536606'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28599478'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28818096'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29800478'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29805549'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30015941'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30126380'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30854051'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31096474'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31289557'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31595395'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31824776'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31824776'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9635853'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9635853'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9683819'>PubMedLink</a>","mirtarbase","tarbase",0.804599200127734,-0.0350535613796693,0.164045750577955,-0.261253019890433,0.731759550891854,0.0362263799954867,"hsa-mir-218-5p","hsa-mir-199a-5p",7422,17.8582756593556,18.310920199469,"19.4725864228913","18.4680802150266","18.6240558217982","18.719605201099","18.5219067347616","17.59245082037","18.7885615564541","21.2260431837283","19.1653363611031","19.8875880966923","18.4583362409166","20.0355448524455","17.670646786774","18.1568683314912","18.0915270346058","19.0088608395999","18.2776793393662","18.3919653630703","17.7116123275311","18.3722630016884","18.2091591921798","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7832,"BTG2","hsa-mir-2355-5p","hsa-mir-940",0.0095,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31085718'>PubMedLink</a>",NA,"tarbase","tarbase",0.711525672980465,0.0698343229071695,0.00588018389893562,1.08526486306288,0.398810597918411,-0.0836072531823548,"hsa-mir-940","hsa-mir-2355-5p",7832,22.680216082163,19.7018051780761,"19.8308691662001","20.2923289413189","20.3078936300873","19.8111437738014","18.6823484655621","19.2698674756462","19.6223923126609","20.5954076680348","21.0012529581646","20.4872897289466","20.3834714598588","19.9854626049107","20.8181561549243","19.4211188307233","19.9803410134436","21.6022168355784","19.8390523677003","20.1759752060004","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7837,"PXDN","hsa-let-7c-5p","hsa-mir-203a-3p",0.0065,FALSE,NA,NA,NA,"tarbase","tarbase",0.183336087410241,-0.173707089910041,0.979725449690497,-0.00288658619650277,0.257169050551704,0.124483961273412,"hsa-mir-203a-3p","hsa-let-7c-5p",7837,16.9115022233864,20.132044120648,"16.8018995352294","18.2949343214804","19.2946859546082","17.9815311337776","19.0427999093964","17.9550728420768","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7837,"PXDN","hsa-mir-18a-3p","hsa-mir-532-5p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase",0.00438714948725353,1.06229147718367,0.430196586413313,-0.106409409742072,0.257169050551704,0.124483961273412,"hsa-mir-532-5p","hsa-mir-18a-3p",7837,18.3208646653957,16.1695313523184,"18.5533846117024","16.6770813720911","16.6970516920527","16.9925002575821","18.9777382656336","17.8615306318027","18.5846390405674","18.5565037894014","18.8493670853715","19.9898777831281","17.2374890189534","18.4628125767838","16.6924495615731","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7837,"PXDN","hsa-mir-33a-3p","hsa-mir-532-5p",0.0045,FALSE,NA,NA,NA,"tarbase","tarbase",0.928037588668743,0.0305053885936759,0.430196586413313,-0.106409409742072,0.257169050551704,0.124483961273412,"hsa-mir-532-5p","hsa-mir-33a-3p",7837,16.1695313523184,17.323516558421,"19.6423925119061","16.8238916347908","16.9925002575821","19.4556373152746","17.8615306318027","19.3004830031636","18.5846390405674","18.5565037894014","17.2374890189534","18.9366930513559","18.4628125767838","18.934065423255","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7837,"PXDN","hsa-mir-532-3p","hsa-mir-532-5p",0.0035,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.812388885842357,-0.0465769541710914,0.430196586413313,-0.106409409742072,0.257169050551704,0.124483961273412,"hsa-mir-532-5p","hsa-mir-532-3p",7837,20.4787478745974,18.3208646653957,"16.1695313523184","16.8714577529131","18.5533846117024","16.6770813720911","14.4102538183358","16.6970516920527","19.6423925119061","16.8238916347908","16.9925002575821","18.9829292348005","19.4556373152746","18.9777382656336","17.8615306318027","17.6485128509339","19.3004830031636","18.5565037894014","18.8493670853715","19.9898777831281","17.2374890189534","18.4628125767838","16.6924495615731","18.934065423255","18.5311916641804","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8091,"HMGA2","hsa-mir-222-5p","hsa-mir-508-3p",0.001,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/21598109'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27119517'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28169242'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28487599'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28710822'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28968424'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29997523'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30556870'>PubMedLink</a>","mirtarbase","mirtarbase",0.0282396828469628,0.610079916261338,0.279947331016009,0.328834996493578,0.00635403041056611,0.34954754952503,"hsa-mir-508-3p","hsa-mir-222-5p",8091,15.9923793656276,10.7791319067098,"14.1523384435881","13.8551540827673","17.5495646004925","15.2550854658974","16.5771838353497","13.7413386036885","16.5750378156263","17.5666666907947","14.7537814048751","16.5755401276414","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8323,"FZD6","hsa-mir-301a-3p","hsa-mir-30a-3p",0.0035,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31748958'>PubMedLink</a>","mirtarbase tarbase","mirtarbase tarbase",0.0534041557798386,0.48363707023578,0.00854527198380856,-0.322021901271022,0.414001477071792,0.0853090495760885,"hsa-mir-30a-3p","hsa-mir-301a-3p",8323,21.0552965369694,21.8095124952858,"18.1445367333823","20.0632516049874","20.942806536156","20.300146967301","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8334,"H2AC6","hsa-mir-218-5p","hsa-mir-34b-3p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase",0.164045750577955,-0.261253019890433,0.0269048142254407,1.01352320200928,0.484092504548298,0.0731596185616913,"hsa-mir-34b-3p","hsa-mir-218-5p",8334,19.1094698651896,15.9643462713923,"20.2198962458064","20.4733527846861","20.1633009153203","17.986533504824","17.7081321602732","19.6377560956012","19.2743680538475","19.91429732283","19.8235749304084","20.3743653312503","18.3699611408694","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
