"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40","_c41","_c42","_c43","_c44","_c45","_c46","_c47","_c48","_c49","_c50","_c51","_c52","_c53","_c54","_c55","_c56","_c57","_c58","_c59","_c60","_c61","_c62","_c63","_c64","_c65","_c66","_c67","_c68","_c69","_c70","_c71","_c72","_c73","_c74","_c75","_c76","_c77","_c78","_c79","_c80","_c81","_c82","_c83","_c84","_c85","_c86","_c87","_c88","_c89","_c90","_c91","_c92","_c93"
54989,"ZNF770","hsa-mir-182-5p","hsa-mir-940",0.0045,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/29669588'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/31021172'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/25940592'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/27807540'>PubMedLink</a>",NA,"tarbase","mirtarbase",9.31e-18,3.672049043,2.2e-07,1.094532621,0.40928957,-0.0581525,"hsa-mir-940","hsa-mir-182-5p",54989,15.9643648811315,14.9413966304668,16.492471711301,15.9767789052884,"17.6207437089285","14.7749304904081","17.7394532429455","16.1793995661836","15.1141579361193","14.3797196063438","18.2099795895571","15.8405263434512","13.3961423979019","16.3669411848427","16.032430866581","14.2023758778807","13.4818828892103","15.6771341850101","16.4753850493908","14.5876480121607","15.9016189087714","13.9857490354692","12.8910685284306","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55215,"FANCI","hsa-mir-22-5p","hsa-mir-505-3p",0.0075,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28284560'>PubMedLink</a>","tarbase","mirtarbase",0.007181203,-0.43871847,2.47e-05,-0.692690771,0.01073796,0.1929935,"hsa-mir-505-3p","hsa-mir-22-5p",55215,14.8732300455921,14.0998311891736,17.6579249412967,18.020467001563,"13.9515512556216","16.3765758016355","13.7816066325604","17.2721048202261","15.9897429509337","16.7795287095779","14.5844767714799","17.169146590452","14.576987306149","13.6085199467338","15.665243004033","14.9134735510971","16.5842182223463","14.2627011582728","14.2989213952984","13.6953514360221","15.0580538120664","15.1675484503808","13.9190235335664","15.7874801611958","16.3915364123331","14.5026273537837","13.5611652650641","13.8501055909657","14.4869443531509","14.1563813938853","14.056880185171","13.781667330239","16.0498990061893","17.6709928285548","15.4869724285802","15.4737541645765","16.0865994204291","13.7773857019374","14.1718784977783","13.5613008144055","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55350,"VNN3","hsa-mir-514a-3p","hsa-mir-135a-5p",0.006,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27302923'>PubMedLink</a>",NA,"mirtarbase","mirtarbase",0.000969,1.427023762,2.13e-12,3.595838122,0.00218659,-0.2155567,"hsa-mir-135a-5p","hsa-mir-514a-3p",55350,15.7113267577748,11.3854602227344,15.6782502021601,16.479945942538,"14.5919183357346","17.480980580741","13.2459195793993","16.7757634030127","17.4181743138686","13.2878061539877","12.3425007531108","15.5387045593242","17.7206518988101","16.3274386920568","18.6681655820524","16.6317394087307","10.1719387808881","14.2832656192854","11.069514404914","14.9807651563926","11.514880973824","14.9817946841931","12.0425003513766","15.6846065893452","7.48268083676851","14.500992590124","18.0823697931191","7.65126866754378","19.5192918600267","9.42283996162131","10.692658811909","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55553,"SOX6","hsa-mir-19a-3p","hsa-mir-548b-3p",0.0025,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30021351'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/30671469'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/23731550'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28892647'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.852501749,0.032127244,0.013257122,0.558736317,0.0068384,-0.2082853,"hsa-mir-548b-3p","hsa-mir-19a-3p",55553,15.3183951748273,11.4502130409983,15.2462909689975,13.9988988108469,"11.710722242735","14.3713502440955","11.4830588628204","13.7292753649805","11.514870428328","12.4214871552472","13.4369670017358","12.681085780763","9.92664296611141","13.5552493700418","13.9017606465346","11.2158730876025","13.0241899920725","14.1800695513298","7.36802904688123","13.4047568578416","14.5244063500209","7.66665944849247","11.439607648572","11.1555073248832","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55553,"SOX6","hsa-mir-19b-3p","hsa-mir-548b-3p",0.005,TRUE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30671469'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/23731550'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28892647'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.739734879,-0.049846715,0.013257122,0.558736317,0.0068384,-0.2082853,"hsa-mir-548b-3p","hsa-mir-19b-3p",55553,15.3183951748273,15.2462909689975,13.9988988108469,11.710722242735,"14.3713502440955","11.4830588628204","13.7292753649805","11.514870428328","12.4214871552472","16.3141172938769","13.4369670017358","12.681085780763","9.92664296611141","13.5552493700418","5.34355335987075","11.2158730876025","13.0241899920725","14.1800695513298","7.36802904688123","13.4047568578416","14.5244063500209","7.66665944849247","11.439607648572","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57118,"CAMK1D","hsa-mir-200a-5p","hsa-mir-130b-5p",0.003,FALSE,NA,NA,NA,"tarbase","tarbase",0.150839273,0.5649838,0.000775,0.745031251,0.9475048,-0.0046476,"hsa-mir-130b-5p","hsa-mir-200a-5p",57118,15.6949716845474,16.9618449113203,16.8586849918232,14.5680829960132,"16.5162965238895","16.5823087059575","12.4369030469589","14.9781096657752","13.215383776125","15.8970422277886","14.7954155763653","14.4238201371418","13.6274306378804","14.3436008302845","16.9883974279078","16.8821350671222","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57553,"MICAL3","hsa-mir-19a-3p","hsa-mir-338-3p",0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30021351'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/21671467'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/22942717'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/25531114'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/25755720'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/27694002'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29069716'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29069716'>PubMedLink</a>",NA,"tarbase","tarbase",0.852501749,0.032127244,0.00031,0.925158371,0.97910295,-0.001953,"hsa-mir-338-3p","hsa-mir-19a-3p",57553,14.6021243410149,14.1420602413362,15.2196733685839,12.9284457736949,"14.1003122168161","13.6223462522326","15.0868381770221","12.9606358600055","14.772481667682","14.785086168998","14.0608579805844","15.6117015251697","15.6915673807318","14.5507463529654","14.565255887991","12.6842657384821","13.7716876547848","14.2820463381566","15.538293498722","14.9840655578662","14.8474609105564","15.8287057643057","13.6239331120303","14.8547767726344","13.0304374173095","13.6949597787219","12.8627279793061","14.2263618891444","12.5622153546834","16.0152710104676","13.4855676981649","13.7764363738242","13.4523547019518","14.7202426143187","13.7947224168833","15.2875600617067","15.2142119211839","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57834,"CYP4F11","hsa-mir-342-3p","hsa-mir-223-5p",0.001,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/28537676'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29615839'>PubMedLink</a>",NA,NA,"mirtarbase","mirtarbase",0.223682553,-0.198045618,0.000151,-0.838458675,0.52714238,-0.0408228,"hsa-mir-223-5p","hsa-mir-342-3p",57834,20.6920020194297,20.1019396573125,18.1700401158637,19.8588633348741,"19.0228081252288","17.9096546640518","9.89243778383096","16.5441962243471","17.6861120078133","10.806332326518","18.6260333303512","18.6086539851204","18.3392540324124","11.969308857492","13.4385634727033","18.4857912872146","17.3519203916028","20.2301817439437","20.318458267197","19.0245592265791","19.3025672041101","18.8815526388962","18.3644119246812","16.8791851810356","12.3664657978057","18.234001858595","15.6870721297635","18.8668099840359","18.0776737122425","18.8050502195224","21.1330266893728","13.7892060911545","18.4081763216212","16.3845304086776","20.4896302274753","20.0869726958025","19.9342001169094","17.1574033617303","20.9425318336804","18.7674646697495","15.3991460750725","20.4650367340312","19.706730657918","20.5179123256098","20.3873890429928","20.0291118060206","20.6025576101296","20.2961600615294","20.0725716251555","19.5554941908818","17.7860273974735","19.3040408592813","18.0978733313714","20.3538276642702","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
64393,"ZMAT3","hsa-mir-27a-5p","hsa-mir-130b-3p",0.002,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.041857527,-0.563058674,9.09e-08,1.207825819,0.94291193,-0.0050466,"hsa-mir-130b-3p","hsa-mir-27a-5p",64393,16.5971875285916,15.6455145284185,16.0818191818275,15.4572101435134,"15.9257727670555","16.3374720691302","15.594736205333","15.5970489875322","16.6986411667853","17.3969786349043","16.5565344768045","15.5955832137097","16.1715627933337","15.4938111340735","17.2032717594383","15.3717512113396","14.5475296111522","15.5055206509012","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
64393,"ZMAT3","hsa-mir-369-3p","hsa-mir-130b-3p",0.0065,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase",0.167398407,-0.315965499,9.09e-08,1.207825819,0.94291193,-0.0050466,"hsa-mir-130b-3p","hsa-mir-369-3p",64393,14.9837990921935,16.2697346997452,16.0818191818275,15.1596927765089,"16.3374720691302","15.594736205333","15.2491339226011","15.5970489875322","16.886362715935","15.5821133083775","15.994863833857","15.4995612964323","16.0203592706303","15.4938111340735","16.0091567329429","18.0109759731758","15.5203151301737","15.2480460463041","16.4203923639173","14.5475296111522","16.6337500237137","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
65059,"RAPH1","hsa-mir-155-5p","hsa-mir-136-3p",0.002,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/28132399'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/18653827'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21963149'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28551662'>PubMedLink</a>","mirtarbase","tarbase",0.066144774,0.392181094,0.000414,-0.834968157,0.20525076,-0.0966794,"hsa-mir-136-3p","hsa-mir-155-5p",65059,12.3323465294209,15.2128804171369,13.9651512542053,10.5411079413132,"11.9236455185077","11.6619881729825","12.183746215655","14.7775781257453","15.8426141891983","14.5761617575387","11.2560848888632","13.2763823120404","12.7820394457268","11.6642945547492","15.3550166039202","14.3332993271318","13.5275427603489","14.2130124080961","11.707738749585","12.8881844260442","11.7492246349717","13.3223624954301","14.8259680205775","11.0675709595804","12.7997576983444","12.0211417974134","13.9472436864282","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
65059,"RAPH1","hsa-mir-17-5p","hsa-mir-338-3p",0.007,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/20209605'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/22583011'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/30281815'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/21671467'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/22942717'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/25531114'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/25755720'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/27694002'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29069716'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29069716'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/18653827'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21963149'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28551662'>PubMedLink</a>","tarbase","tarbase",0.004778207,0.503502931,0.00031,0.925158371,0.20525076,-0.0966794,"hsa-mir-338-3p","hsa-mir-17-5p",65059,15.1672802790465,13.2020038975779,13.9651512542053,10.9785392113438,"14.7089156683122","11.6619881729825","12.183746215655","12.5147954489702","11.1972821151064","13.8509743393849","12.9222836024374","12.3526222884081","15.8426141891983","12.3286914036526","13.3728809605426","12.7820394457268","11.7992669225219","11.6662861856456","13.9419501947114","12.4578339963503","10.9106600647399","14.8955070513263","14.2615297535646","12.154762323721","14.0140595341901","13.1846072052216","13.2514481718799","11.4006417525865","14.227443362046","12.7474875222997","12.2335906536614","13.7770465438512","12.5186170374296","12.9730412601868","12.7719792500871","16.271485342896","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
65059,"RAPH1","hsa-mir-21-3p","hsa-mir-501-5p",0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/24098708'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/30774424'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/25917358'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/18653827'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21963149'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28551662'>PubMedLink</a>","tarbase","tarbase",0.285949913,-0.23411547,7.4e-08,1.008031022,0.20525076,-0.0966794,"hsa-mir-501-5p","hsa-mir-21-3p",65059,12.3323465294209,14.4270607759776,14.1368647355326,11.3664589362605,"10.9007706041249","11.9236455185077","13.6691261629993","11.6619881729825","12.4291650946555","12.183746215655","10.5728611102586","11.9019443814968","14.4196056723385","15.0928945697544","13.6315253400184","11.6078326357605","11.0102183962179","12.154762323721","11.4006417525865","13.6318652854658","14.227443362046","12.7393309527773","12.1953051315735","11.0675709595804","12.0211417974134","12.4262718953748","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
65059,"RAPH1","hsa-mir-21-3p","hsa-mir-589-3p",0.0045,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/24098708'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/30774424'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/18653827'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21963149'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28551662'>PubMedLink</a>","tarbase","tarbase",0.285949913,-0.23411547,0.000488,0.858082507,0.20525076,-0.0966794,"hsa-mir-589-3p","hsa-mir-21-3p",65059,11.5123801668083,10.9785392113438,12.7210649695322,15.1570661105262,"10.9007706041249","11.9236455185077","13.6691261629993","11.6619881729825","12.4291650946555","12.183746215655","12.5147954489702","10.5678226178512","10.5728611102586","11.9019443814968","15.0928945697544","13.6315253400184","13.3728809605426","11.8146400228471","15.1655775760473","11.0102183962179","12.154762323721","13.5275427603489","11.4006417525865","13.1718822371953","12.2690681722628","12.7393309527773","11.0675709595804","13.3467959875918","13.7754425766531","12.5186170374296","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
65059,"RAPH1","hsa-mir-370-3p","hsa-mir-296-5p",0.005,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/18653827'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21963149'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28551662'>PubMedLink</a>","tarbase","tarbase",0.140107766,-0.296046893,0.091125504,0.460287279,0.20525076,-0.0966794,"hsa-mir-296-5p","hsa-mir-370-3p",65059,13.9651512542053,13.6392597869069,15.7865296382903,13.3550382227956,"10.5411079413132","14.7089156683122","11.3664589362605","14.2889431957516","10.9007706041249","11.9236455185077","11.6619881729825","12.183746215655","10.5678226178512","13.0823739638713","12.5345486324737","13.3728809605426","11.6078326357605","11.8146400228471","13.8391267416751","10.762221216991","12.631946367285","12.4578339963503","11.1250188688193","11.2850602363494","14.6980606145983","14.8075900468919","11.8642716225655","13.2659820006475","12.7474875222997","11.0675709595804","14.0622348214495","12.9730412601868","12.4030208717835","12.0211417974134","16.271485342896","13.9472436864282","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
65059,"RAPH1","hsa-mir-370-3p","hsa-mir-501-5p",0.0075,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/25917358'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/18653827'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21963149'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28551662'>PubMedLink</a>","tarbase","tarbase",0.140107766,-0.296046893,7.4e-08,1.008031022,0.20525076,-0.0966794,"hsa-mir-501-5p","hsa-mir-370-3p",65059,13.9651512542053,13.3550382227956,11.3664589362605,10.9007706041249,"11.9236455185077","13.6691261629993","11.6619881729825","12.183746215655","12.5345486324737","13.0072472839931","11.9019443814968","15.8426141891983","11.6078326357605","12.7820394457268","12.631946367285","11.2850602363494","13.3664625523017","14.8075900468919","12.154762323721","14.2130124080961","10.3790841248235","12.0535036948727","12.8881844260442","12.7474875222997","12.2335906536614","11.0675709595804","12.4030208717835","12.0211417974134","13.9472436864282","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
65059,"RAPH1","hsa-mir-501-5p","hsa-mir-382-5p",0.0025,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/25917358'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/18653827'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21963149'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28551662'>PubMedLink</a>","tarbase","mirtarbase",7.4e-08,1.008031022,0.6358813,-0.095256294,0.20525076,-0.0966794,"hsa-mir-382-5p","hsa-mir-501-5p",65059,13.9651512542053,14.6905386532521,13.3550382227956,11.3664589362605,"10.9007706041249","11.9236455185077","13.6691261629993","11.6619881729825","12.183746215655","12.5345486324737","14.283740974747","13.0072472839931","15.8426141891983","12.7820394457268","12.631946367285","11.2850602363494","13.3664625523017","14.8075900468919","12.154762323721","14.2130124080961","10.3790841248235","12.0535036948727","12.8881844260442","12.7474875222997","12.2335906536614","11.0675709595804","12.4030208717835","12.0211417974134","13.9472436864282","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
65267,"WNK3","hsa-mir-106a-5p","hsa-mir-200c-3p",0.0085,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.208565523,0.176798534,2.58e-06,2.406871692,0.81121706,-0.0176304,"hsa-mir-200c-3p","hsa-mir-106a-5p",65267,12.6398705140799,16.6124093377656,8.89166444060349,13.3574177527805,"14.7632335457988","13.9137414847155","15.4573943865719","12.8672513008294","14.1459831601766","14.1167429311524","14.9876152269485","14.2179140745612","12.9183085041194","7.15980677240011","13.5632646577855","15.7536983816613","14.648893368468","12.4051637725297","12.4471561972771","13.0914641269739","13.8157554408954","12.8505555738416","14.7219055813292","15.3650947008861","16.3007270345233","15.4329708397072","14.460262135831","10.5896158086479","13.04225280596","13.7592232238433","14.6199957421044","15.9028848388431","16.6327897625286","16.0333562462212","14.6309206202795","16.07584159333","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
79056,"PRRG4","hsa-mir-92b-3p","hsa-mir-19b-3p",5e-04,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase",0.000303,0.753072179,0.739734879,-0.049846715,0.13964077,-0.100978,"hsa-mir-19b-3p","hsa-mir-92b-3p",79056,15.8409775300425,16.6531540422906,15.591695445969,17.1019054148965,"15.5520981504219","14.3635504874528","16.9762979853002","18.1710728995495","15.991989923008","15.6121288806577","17.7747174254715","17.4541797814487","16.6732563863171","18.2494359615604","14.372083453811","15.3685823865541","15.6719114345856","15.6208237945758","17.198995211379","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
