"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16"
23321,"TRIM2","hsa-mir-493-5p","hsa-mir-335-5p",0.007,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase",9.87484665678077e-05,-1.0303630246589,9.14371672772996e-10,-1.35157373194338,0.246242016182352,0.0898150905175563,"hsa-mir-335-5p","hsa-mir-493-5p",23321,21.0805158896508,19.9566990647867,"20.2098359887769","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23576,"DDAH1","hsa-mir-193b-3p","hsa-mir-509-3p",0.0045,FALSE,NA,"NA NA",NA,"mirtarbase","mirtarbase",0.278501614684647,0.160208853100491,0.00777800390909182,-0.475154676094712,0.102590823544925,-0.128114992083513,"hsa-mir-509-3p","hsa-mir-193b-3p",23576,19.8467446619924,19.9676336725608,"20.2407952904393","19.2009344884593","17.9781476574228","20.0521450002175","""""","""""","""""","""""","""""","""""","""""",""""""
23677,"SH3BP4","hsa-mir-155-5p","hsa-mir-424-5p",0.0015,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase",0.7913250259509,0.0384976324517198,0.786462490125794,0.0321708126732386,0.444691815486347,0.0596127784301646,"hsa-mir-424-5p","hsa-mir-155-5p",23677,20.4360877397503,20.382187168591,"20.0301470299574","20.1144324899679","19.3426699409558","""""","""""","""""","""""","""""","""""","""""","""""",""""""
25897,"RNF19A","hsa-mir-181d-5p","hsa-mir-34a-5p",0.0035,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/23935100'>PubMedLink</a>","tarbase","tarbase",0.00174788597184081,-0.575019966337691,0.440730082467716,0.102563025348855,0.665455627976985,-0.0349784450018491,"hsa-mir-34a-5p","hsa-mir-181d-5p",25897,18.1327487591544,18.5004995508702,"18.3137360216896","18.1692579025616","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
26137,"ZBTB20","hsa-mir-204-5p","hsa-mir-34a-5p",0.0035,TRUE,NA,NA,NA,"mirtarbase","tarbase",1.66648719744921e-17,-1.27818300980535,0.440730082467716,0.102563025348855,0.766037367588388,-0.0281438971349487,"hsa-mir-34a-5p","hsa-mir-204-5p",26137,12.6272079558447,14.3165325519203,"12.5908296218429","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
26137,"ZBTB20","hsa-mir-335-5p","hsa-mir-34a-5p",5e-04,TRUE,NA,NA,NA,"mirtarbase tarbase","tarbase",9.14371672772996e-10,-1.35157373194338,0.440730082467716,0.102563025348855,0.766037367588388,-0.0281438971349487,"hsa-mir-34a-5p","hsa-mir-335-5p",26137,14.3821843057469,11.6252947149659,"14.3165325519203","13.8192813471468","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
26267,"FBXO10","hsa-mir-125b-5p","hsa-mir-20b-5p",0.009,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.19939002908266,0.135078442147528,0.15270823885516,-0.208113811789293,0.207557390356444,0.111343408366915,"hsa-mir-20b-5p","hsa-mir-125b-5p",26267,16.6762633326665,16.1403439657482,"14.7611380263353","16.2003587923032","15.6478391197039","16.9949675875125","15.3115055846423","""""","""""","""""","""""","""""","""""",""""""
27086,"FOXP1","hsa-mir-136-5p","hsa-mir-34a-5p",0.0065,TRUE,NA,NA,NA,"tarbase","mirtarbase tarbase",4.3022546554082e-08,-1.02490185085411,0.440730082467716,0.102563025348855,0.0566149840209244,0.160177560456487,"hsa-mir-34a-5p","hsa-mir-136-5p",27086,19.113701777942,17.6084795750333,"16.7039045933396","17.8453984909682","17.8401675698878","17.5184441199753","17.5984636516061","""""","""""","""""","""""","""""","""""",""""""
28966,"SNX24","hsa-mir-32-3p","hsa-mir-21-3p",0.002,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.0316450884923146,-0.733799819865913,0.371044689306518,-0.105047482371395,0.104122614163519,0.13234688830883,"hsa-mir-21-3p","hsa-mir-32-3p",28966,18.4052922657109,19.168584195072,"18.1722891729218","19.1253734547417","18.9415550708237","""""","""""","""""","""""","""""","""""","""""","""""",""""""
54205,"CYCS","hsa-mir-193b-5p","hsa-mir-940",5e-04,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.0688668838885053,0.413710729772575,0.711072562779607,-0.111543759616759,0.125622270886537,0.115484563376769,"hsa-mir-940","hsa-mir-193b-5p",54205,22.2076359299685,22.4006284677441,"22.4028824452779","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
54545,"MTMR12","hsa-mir-218-5p","hsa-let-7f-2-3p",0.0085,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26708577'>PubMedLink</a>'>PubMedLink</a>",NA,"tarbase","tarbase",7.5939039152046e-06,0.601585701615049,0.809290024493884,-0.0926514727661976,0.814776650442272,0.0188124208801297,"hsa-let-7f-2-3p","hsa-mir-218-5p",54545,18.8958922171297,18.5876700916533,"19.0620727909336","18.7086420601338","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55161,"TMEM33","hsa-mir-20b-5p","hsa-mir-421",0.0065,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/26708577'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.15270823885516,-0.208113811789293,0.823003380574504,-0.0705079383685902,0.0607778190629513,0.149671512913839,"hsa-mir-421","hsa-mir-20b-5p",55161,19.2126906423513,19.8861432363069,"19.9336550605963","19.4197876508249","20.4573761129956","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55568,"GALNT10","hsa-mir-3127-5p","hsa-mir-642a-5p",0.0045,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.83550665113465,0.0530340803538865,0.239173749367689,0.285959437811951,0.140549852270004,0.122282313881235,"hsa-mir-642a-5p","hsa-mir-3127-5p",55568,19.3907189414611,18.3886067332509,"18.1013294770721","18.5310866495008","18.7767264000969","17.7876286665455","""""","""""","""""","""""","""""","""""","""""",""""""
56889,"TM9SF3","hsa-mir-410-3p","hsa-mir-193b-3p",0.006,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase",0.00744753338200867,-0.593472842491182,0.278501614684647,0.160208853100491,0.933609038791697,0.00645854547900187,"hsa-mir-193b-3p","hsa-mir-410-3p",56889,20.0958305284578,20.2817060615626,"20.3384043395462","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
56990,"CDC42SE2","hsa-mir-155-5p","hsa-mir-424-5p",0.0035,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.7913250259509,0.0384976324517198,0.786462490125794,0.0321708126732386,0.977818317102995,-0.00219786687249925,"hsa-mir-424-5p","hsa-mir-155-5p",56990,18.8625912789492,18.1172811001969,"18.6648912422425","18.9824442354889","19.2141879671773","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57224,"NHSL1","hsa-mir-218-5p","hsa-mir-9-5p",0.002,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",7.5939039152046e-06,0.601585701615049,0.00487172866555441,-0.311555474503904,0.0274761570995991,-0.190667305056905,"hsa-mir-9-5p","hsa-mir-218-5p",57224,16.9935975537986,17.4478243665537,"17.1257378633371","17.7201080734903","12.8719993522146","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57551,"TAOK1","hsa-mir-33a-3p","hsa-mir-9-5p",0.001,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30018727'>PubMedLink</a>'>PubMedLink</a>",NA,"tarbase","mirtarbase tarbase",0.532766963161619,0.171229391445413,0.00487172866555441,-0.311555474503904,0.94192015674763,-0.00611142774933007,"hsa-mir-9-5p","hsa-mir-33a-3p",57551,17.8168960791523,17.104033398014,"17.0933346708612","16.1109930509158","17.2820944005871","""""","""""","""""","""""","""""","""""","""""","""""",""""""
63891,"RNF123","hsa-mir-2355-3p","hsa-mir-155-5p",0.0055,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.581713791791983,-0.15283555154994,0.7913250259509,0.0384976324517198,0.564550099357439,0.0477569801640767,"hsa-mir-155-5p","hsa-mir-2355-3p",63891,16.8823826120105,17.443200058804,"18.0699851827506","18.2173390005032","17.7220178512864","18.1039165711732","17.8128156547468","""""","""""","""""","""""","""""","""""",""""""
64430,"PCNX4","hsa-mir-421","hsa-mir-486-5p",0.002,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.823003380574504,-0.0705079383685902,0.0160874667844828,0.282753052830852,0.0908335084977575,0.141000816029898,"hsa-mir-486-5p","hsa-mir-421",64430,18.3664360873725,18.868715010575,"19.2316309289076","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
79026,"AHNAK","hsa-mir-3615","hsa-mir-3200-3p",0.0095,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/22138691'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22138691'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22138691'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22138691'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22138691'>PubMedLink</a>","tarbase","tarbase",0.585899960885714,-0.139765213495442,0.804702369295804,0.0649630978988862,0.82539496110194,0.0169052829539663,"hsa-mir-3200-3p","hsa-mir-3615",79026,20.610516613006,20.00990529428,"21.1188185752468","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
79071,"ELOVL6","hsa-mir-335-5p","hsa-mir-204-5p",0.0045,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26708577'>PubMedLink</a>'>PubMedLink</a>",NA,"mirtarbase tarbase","mirtarbase",9.14371672772996e-10,-1.35157373194338,1.66648719744921e-17,-1.27818300980535,0.624725197300402,0.0414489823773784,"hsa-mir-204-5p","hsa-mir-335-5p",79071,16.679055916644,17.5029558246873,"16.7270040352399","16.562859154505","16.6163759936915","17.4511810266576","""""","""""","""""","""""","""""","""""","""""",""""""
79642,"ARSJ","hsa-mir-181d-5p","hsa-mir-106a-5p",5e-04,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/24977165'>PubMedLink</a>'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29072688'>PubMedLink</a>'>PubMedLink</a>",NA,"mirtarbase","mirtarbase",0.00174788597184081,-0.575019966337691,0.0292168360672743,-0.369485019756277,0.0716516329827005,0.149192507712794,"hsa-mir-106a-5p","hsa-mir-181d-5p",79642,19.7708837560279,19.7546406533038,"19.7593330550506","19.3879614371392","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
79944,"L2HGDH","hsa-mir-487b-3p","hsa-mir-155-5p",0.0065,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/25182153'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30108105'>PubMedLink</a>","mirtarbase","mirtarbase tarbase",4.43692675575818e-05,-1.1205968023954,0.7913250259509,0.0384976324517198,0.780847570494551,0.0234782052754816,"hsa-mir-155-5p","hsa-mir-487b-3p",79944,17.0855872003381,16.7952942664197,"16.9057583629278","16.436958579717","16.7559419295144","16.8406200806866","16.7617686903081","""""","""""","""""","""""","""""","""""",""""""
80255,"SLC35F5","hsa-mir-203a-3p","hsa-mir-218-5p",0.0015,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.190509641640438,-0.139902045805269,7.5939039152046e-06,0.601585701615049,0.586332695983083,-0.0438144160680388,"hsa-mir-218-5p","hsa-mir-203a-3p",80255,18.6917224356093,18.9661106126384,"18.6964781104003","18.0901915351257","19.6650941743978","17.4506451284769","""""","""""","""""","""""","""""","""""","""""",""""""
