"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21"
27327,"TNRC6A","hsa-mir-328-3p","hsa-mir-30c-2-3p",0.009,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-30c-2-3p","hsa-mir-328-3p",27327,16.6268969328689,16.3113717579609,"16.6304484835333","15.5741027276559","17.3228848010961","17.0238713088162","16.940946465555","16.442925335511","16.6039271055191","16.8757141421701","15.6983050923036","16.8873502340619","""""","""""","""""","""""","""""","""""",""""""
28962,"OSTM1","hsa-mir-149-5p","hsa-mir-146b-3p",0.005,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-146b-3p","hsa-mir-149-5p",28962,21.142628055647,20.4216871231099,"17.1159769061906","20.6563523400897","19.9407077247938","20.5186103639733","20.4790515385151","19.7436821280473","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
28996,"HIPK2","hsa-mir-182-5p","hsa-mir-383-5p",0.0075,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-383-5p","hsa-mir-182-5p",28996,19.5051531920835,19.4928118063803,"17.8016361376818","17.79991724399","18.8867439878089","18.7992543270537","19.1288540151325","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
29979,"UBQLN1","hsa-mir-582-5p","hsa-mir-92b-3p",0.0095,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-92b-3p","hsa-mir-582-5p",29979,20.41498925264,20.2150560401813,"20.3536917359615","19.4085303196181","19.5143109087323","20.5683584532722","20.1559309488349","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
30836,"DNTTIP2","hsa-mir-143-3p","hsa-mir-203a-3p",0.009,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-203a-3p","hsa-mir-143-3p",30836,16.73799302415,17.2799154501536,"17.375337277193","17.3517489584401","16.4624689539179","15.2034986327566","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
51430,"SUCO","hsa-mir-197-3p","hsa-mir-181a-5p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-181a-5p","hsa-mir-197-3p",51430,17.1623372889765,16.4826855076501,"17.0625785519532","14.7762832738008","16.6305486444302","17.0682066078698","15.9976333147006","16.8712307449415","16.801797922178","16.625112479786","16.9983187836351","16.0566040295137","""""","""""","""""","""""","""""","""""",""""""
51804,"SIX4","hsa-mir-374a-3p","hsa-mir-30a-5p",0.005,TRUE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-30a-5p","hsa-mir-374a-3p",51804,11.7972750058737,11.5416893073882,"10.4121095795861","-2","9.12566315914249","8.22136323565065","13.6200280892399","10.356887964061","9.72465039081908","11.2817411876189","10.6390826371406","""""","""""","""""","""""","""""","""""","""""",""""""
54407,"SLC38A2","hsa-mir-194-3p","hsa-mir-495-3p",0.002,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-495-3p","hsa-mir-194-3p",54407,18.0226331606352,19.1894069225476,"18.6719431793939","19.4410856877675","17.5019148569527","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
54407,"SLC38A2","hsa-mir-30a-3p","hsa-mir-328-3p",0.007,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-328-3p","hsa-mir-30a-3p",54407,18.6680045376215,17.2669445502568,"18.9081622856824","16.8383075535919","18.9285004181898","19.3399610920438","19.462930126072","19.1894069225476","18.6719431793939","18.4413771656866","17.7665902962068","17.2372369174397","""""","""""","""""","""""","""""","""""",""""""
54407,"SLC38A2","hsa-mir-320b","hsa-mir-181b-5p",0.0045,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-181b-5p","hsa-mir-320b",54407,17.2669445502568,18.9081622856824,"18.9285004181898","19.1358405907651","19.1894069225476","19.4410856877675","18.4413771656866","17.7665902962068","17.5019148569527","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
54407,"SLC38A2","hsa-mir-335-3p","hsa-mir-181b-5p",0.0055,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-181b-5p","hsa-mir-335-3p",54407,17.2669445502568,19.0652608902886,"18.9081622856824","18.9285004181898","19.3399610920438","19.1894069225476","18.6719431793939","19.4410856877675","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
54443,"ANLN","hsa-mir-335-3p","hsa-mir-142-5p",0.0075,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-142-5p","hsa-mir-335-3p",54443,13.2895272708712,15.3547032856395,"13.3063582487993","14.6404307324133","13.8841206399563","14.7506265900497","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
54502,"RBM47","hsa-mir-149-5p","hsa-mir-3680-3p",0.0015,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-3680-3p","hsa-mir-149-5p",54502,16.4080279387234,14.9834154244866,"13.9896310178746","17.2145069568611","14.1970229838653","14.6534490937609","15.4390528448472","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
54891,"INO80D","hsa-mir-34c-5p","hsa-mir-181b-5p",0.006,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-181b-5p","hsa-mir-34c-5p",54891,16.3642777692778,15.3527429517437,"15.8693121652968","15.5206614354983","15.651227433366","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
54906,"TASOR2","hsa-mir-486-5p","hsa-mir-149-5p",0.009,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-149-5p","hsa-mir-486-5p",54906,17.2553861229708,15.8390441632736,"17.3410832718241","17.6976107117848","16.1393710743538","17.5028980321125","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
54928,"BPNT2","hsa-mir-378a-5p","hsa-mir-181c-5p",0.0045,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-181c-5p","hsa-mir-378a-5p",54928,18.6257756284511,19.4635871985459,"18.5766865862079","18.0440332465263","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55084,"SOBP","hsa-mir-144-5p","hsa-mir-20a-5p",0.004,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-20a-5p","hsa-mir-144-5p",55084,16.8670530325612,17.9181652493557,"15.7667808833244","17.7231687462947","16.7685752037489","17.6942629277502","17.5757013474725","16.2303737381676","17.3414164559441","16.9441382998221","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55084,"SOBP","hsa-mir-144-5p","hsa-mir-30e-5p",0,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-30e-5p","hsa-mir-144-5p",55084,16.8670530325612,17.9181652493557,"17.7231687462947","15.4619214664645","17.0843145403931","16.2303737381676","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55187,"VPS13D","hsa-mir-20a-5p","hsa-mir-550a-3p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-550a-3p","hsa-mir-20a-5p",55187,16.452361237227,16.3508013137782,"16.8027428822023","16.1286320165908","17.0447436982225","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55187,"VPS13D","hsa-mir-301a-3p","hsa-mir-550a-3p",0.0055,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-550a-3p","hsa-mir-301a-3p",55187,16.452361237227,16.0956898505308,"16.8027428822023","16.1286320165908","17.0447436982225","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55632,"G2E3","hsa-mir-383-5p","hsa-mir-548v",0.0055,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-548v","hsa-mir-383-5p",55632,12.5916444855749,14.1882690638326,"14.7827847266213","14.0740329163183","13.9168125997787","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55680,"RUFY2","hsa-mir-767-5p","hsa-mir-130a-5p",0.004,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-130a-5p","hsa-mir-767-5p",55680,14.0298480079424,15.2135734324984,"15.9368246718246","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55728,"N4BP2","hsa-mir-197-3p","hsa-mir-181a-5p",0.0085,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-181a-5p","hsa-mir-197-3p",55728,14.2694179899508,13.9787544790693,"14.2745722710977","11.8291506259615","14.4050491978832","15.8007423296569","13.6909031587123","14.2124350811847","14.6036156733902","11.9282607561753","14.0910987711135","13.87522219794","""""","""""","""""","""""","""""","""""",""""""
55839,"CENPN","hsa-mir-548b-3p","hsa-mir-195-5p",0.0075,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-195-5p","hsa-mir-548b-3p",55839,15.9530232093944,16.2246530435655,"16.1453675304895","16.2469668252155","15.3759404538499","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57493,"HEG1","hsa-mir-30a-3p","hsa-mir-222-3p",0,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-222-3p","hsa-mir-30a-3p",57493,15.6467677986439,14.5366285744904,"15.6875321056932","15.8603096296511","15.5515435104402","15.1886101881913","15.4521203437736","17.5247006018015","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57524,"CASKIN1","hsa-mir-3150b-3p","hsa-mir-2355-5p",0.0035,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-2355-5p","hsa-mir-3150b-3p",57524,16.0097221119438,15.5817969579831,"15.9807730517333","15.4407807750809","17.1257804327299","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57546,"PDP2","hsa-mir-450b-5p","hsa-let-7b-5p",0,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-let-7b-5p","hsa-mir-450b-5p",57546,15.6878634841597,15.999575624836,"16.0134631505315","15.9682848207457","15.379434249017","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57551,"TAOK1","hsa-mir-125b-2-3p","hsa-mir-374b-3p",0.0035,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-374b-3p","hsa-mir-125b-2-3p",57551,17.0956621690652,17.1403660410285,"17.8909058414435","16.8958576339631","16.6610595171058","16.6682844870001","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
58190,"CTDSP1","hsa-mir-96-5p","hsa-mir-15a-5p",0.0085,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-15a-5p","hsa-mir-96-5p",58190,21.7452675487952,21.4663190630213,"22.4450345938607","22.2076488957113","20.593420995976","21.8019693774199","20.9351849253866","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
59338,"PLEKHA1","hsa-mir-497-5p","hsa-mir-582-5p",0.0025,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-582-5p","hsa-mir-497-5p",59338,14.3598242831419,13.7481953326689,"14.2509936179736","14.5643940678345","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
64093,"SMOC1","hsa-mir-10a-5p","hsa-mir-199a-3p",0.002,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-199a-3p","hsa-mir-10a-5p",64093,14.4938930310009,14.7915377716723,"13.5375092563648","13.4174874820897","12.4476805547559","15.0059865844553","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
64332,"NFKBIZ","hsa-mir-20b-5p","hsa-mir-1304-5p",0.003,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-1304-5p","hsa-mir-20b-5p",64332,14.4792076641927,12.9464454363126,"13.0293708716567","14.4451753246702","12.5673102985852","10.2057631574943","14.3236359901057","15.2584552380429","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
64393,"ZMAT3","hsa-mir-195-5p","hsa-mir-15a-5p",0.0065,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-15a-5p","hsa-mir-195-5p",64393,17.3282801402428,17.0820310926257,"18.1586995117921","17.6597969783265","17.8859199191408","18.0832994993701","17.5990624414631","17.9047842382821","17.6923362593527","17.3110310498399","19.0690504535381","17.3816986894355","""""","""""","""""","""""","""""","""""",""""""
64778,"FNDC3B","hsa-mir-211-5p","hsa-let-7b-5p",0.0085,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-let-7b-5p","hsa-mir-211-5p",64778,16.1519945848757,16.9817473056514,"15.8357151404477","16.2677381172794","14.9837099908964","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
64778,"FNDC3B","hsa-mir-335-3p","hsa-mir-129-5p",0,FALSE,NA,NA,NA,"tarbase",NA,"hsa-mir-129-5p","hsa-mir-335-3p",64778,16.2534143683602,16.5766949024447,"16.1519945848757","16.9817473056514","15.847767731307","16.4432019026543","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
65979,"PHACTR4","hsa-mir-3065-3p","hsa-mir-149-5p",0.0055,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-149-5p","hsa-mir-3065-3p",65979,16.5193701868547,17.3420553640001,"17.5616430197299","17.4514365489943","17.4242404276586","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
65997,"RASL11B","hsa-mir-20a-5p","hsa-mir-106a-5p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-106a-5p","hsa-mir-20a-5p",65997,14.6651706855559,12.2039015113436,"-2","11.1395498463932","14.8964116291901","16.13724474623","16.1927363650402","13.7108637595994","14.6464095454894","12.1537133249743","14.1975687919464","""""","""""","""""","""""","""""","""""","""""",""""""
79618,"HMBOX1","hsa-mir-548v","hsa-mir-221-3p",0.0015,TRUE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-221-3p","hsa-mir-548v",79618,17.2895533595562,17.4477256280622,"16.8234496146508","18.5114064278394","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
79618,"HMBOX1","hsa-mir-548v","hsa-mir-222-3p",5e-04,TRUE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-222-3p","hsa-mir-548v",79618,17.2895533595562,17.4477256280622,"17.646063074517","16.8234496146508","18.5114064278394","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
79960,"JADE1","hsa-mir-199a-3p","hsa-mir-92b-3p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-92b-3p","hsa-mir-199a-3p",79960,18.3742869761551,17.7479346391359,"17.3206673443124","17.6922845948863","17.5756961089018","17.1678407693235","16.5190556103945","17.4693778042696","16.9346925693673","17.0739323107726","""""","""""","""""","""""","""""","""""","""""","""""",""""""
80000,"GREB1L","hsa-mir-101-3p","hsa-mir-362-3p",0.0055,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/30186385'>PubMedLink</a>",NA,NA,"tarbase","mirtarbase","hsa-mir-362-3p","hsa-mir-101-3p",80000,11.8595355807577,12.1854073279877,"-2","-2","10.5533067427615","13.1291091018916","12.183142385445","-2","9.01373342641476","10.1673634563535","8.7686681050413","12.1135464920242","12.194238283287","""""","""""","""""","""""","""""",""""""
80031,"SEMA6D","hsa-mir-221-3p","hsa-mir-222-3p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-222-3p","hsa-mir-221-3p",80031,13.7355925942971,15.5447034123281,"12.9360340510908","14.3444248008769","12.9316389405472","15.424943524058","14.8230471887828","14.9421855264594","15.576742747071","17.1561714681978","17.802785970246","15.7592334006176","17.6053736650097","15.8255458534671","16.619450140133","15.6244128371422","16.5717245352861","""""",""""""
80034,"CSRNP3","hsa-mir-145-5p","hsa-mir-362-3p",0.0085,TRUE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-362-3p","hsa-mir-145-5p",80034,13.0490352821968,12.2881556841588,"11.5188014923977","14.4550727271853","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
80727,"TTYH3","hsa-mir-133a-3p","hsa-mir-222-5p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-222-5p","hsa-mir-133a-3p",80727,21.2708946692612,23.0262090573953,"22.2348454855703","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
81539,"SLC38A1","hsa-mir-195-5p","hsa-mir-629-3p",0.0045,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-629-3p","hsa-mir-195-5p",81539,13.6220062309116,16.6935291968475,"17.0479550736972","18.1520504873032","17.181054586606","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
81539,"SLC38A1","hsa-mir-340-5p","hsa-mir-629-3p",0.002,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-629-3p","hsa-mir-340-5p",81539,16.6935291968475,17.0479550736972,"18.1520504873032","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
81539,"SLC38A1","hsa-mir-378b","hsa-mir-125b-2-3p",0.0095,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-125b-2-3p","hsa-mir-378b",81539,13.8004797976347,15.6299143473585,"14.1956201174045","16.3610413731892","14.8766579926644","18.1520504873032","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
81796,"SLCO5A1","hsa-mir-30a-5p","hsa-mir-548b-3p",0.005,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-548b-3p","hsa-mir-30a-5p",81796,16.0701385755976,16.0708325315421,"11.925788626491","14.8110709266532","17.6381516498349","15.8449350104219","17.3425733005434","14.5949846995465","13.9161703430428","13.1984504164621","12.0558212015951","12.5975505555716","""""","""""","""""","""""","""""","""""",""""""
83857,"TMTC1","hsa-mir-335-3p","hsa-mir-125b-2-3p",0.0085,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-125b-2-3p","hsa-mir-335-3p",83857,15.3594126654462,16.6631993334504,"18.4396774210021","17.0574599982064","17.2670072755164","17.7572987884737","18.6756675353238","16.5668686808216","17.0069864031546","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
84168,"ANTXR1","hsa-mir-155-5p","hsa-mir-642a-5p",0.009,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase","hsa-mir-642a-5p","hsa-mir-155-5p",84168,17.6591705941608,16.6149559471099,"17.0688375785096","18.6488632700602","17.4782927509712","18.7785520603553","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
84458,"LCOR","hsa-mir-582-5p","hsa-let-7b-5p",0.0065,TRUE,NA,NA,NA,"tarbase","tarbase","hsa-let-7b-5p","hsa-mir-582-5p",84458,13.7240262642872,14.304407172119,"14.292339495419","13.9341635352433","14.4289036062934","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
84612,"PARD6B","hsa-mir-582-5p","hsa-mir-92b-3p",0.006,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-92b-3p","hsa-mir-582-5p",84612,13.0678654375485,13.6205882481825,"13.7240140805474","11.9228575099014","13.9990427502891","12.5229503737989","13.2851989429257","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
85301,"COL27A1","hsa-mir-1229-3p","hsa-mir-3200-3p",0.0065,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-3200-3p","hsa-mir-1229-3p",85301,16.5054926656399,16.4993849164779,"16.7499449106884","16.5016501181578","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
85463,"ZC3H12C","hsa-mir-550a-3p","hsa-mir-889-3p",0.001,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-889-3p","hsa-mir-550a-3p",85463,18.11443051981,17.1962262821271,"17.8551240461621","17.0653041074745","17.1670883440799","16.1106217889029","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
91526,"ANKRD44","hsa-mir-335-3p","hsa-mir-383-5p",5e-04,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-383-5p","hsa-mir-335-3p",91526,16.5979844006216,15.6518609358029,"17.5299824837307","16.3131080590847","16.2269941971449","15.7036350230422","16.5110574073717","16.1897391696041","15.8050719096839","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
91947,"ARRDC4","hsa-mir-195-5p","hsa-mir-145-3p",0.0095,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-145-3p","hsa-mir-195-5p",91947,14.8116611107222,16.5201260115153,"17.2486459804204","16.286399492831","16.830124443676","16.6892593262537","17.3393419088157","16.2369556790416","16.5651090373756","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
116984,"ARAP2","hsa-mir-629-3p","hsa-mir-338-5p",0.0065,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/31289501'>PubMedLink</a>",NA,"tarbase","mirtarbase","hsa-mir-338-5p","hsa-mir-629-3p",116984,15.3334550351348,13.2624746395592,"13.9291879881688","12.6518921892602","13.6805324777206","14.6530204385835","12.57137235462","14.7825168175062","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
126731,"CCSAP","hsa-mir-203a-3p","hsa-mir-221-3p",0.007,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-221-3p","hsa-mir-203a-3p",126731,16.1059993721574,16.9275843035539,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
130026,"ICA1L","hsa-mir-378a-5p","hsa-mir-20b-5p",5e-04,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-20b-5p","hsa-mir-378a-5p",130026,14.0012366421143,11.3655204710185,"12.5784420736406","12.5232601333795","10.7534678819038","13.3576355495403","14.3519467352544","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
140901,"STK35","hsa-mir-143-5p","hsa-mir-142-5p",0.007,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-142-5p","hsa-mir-143-5p",140901,17.3012702426596,19.0379906015357,"19.6733755584909","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
144455,"E2F7","hsa-mir-10a-5p","hsa-mir-30a-5p",0.007,TRUE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-30a-5p","hsa-mir-10a-5p",144455,11.9646631708844,11.0424807127012,"10.7892338719832","11.6398885406904","11.7017917161409","12.1553910371499","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
153222,"CREBRF","hsa-mir-33b-5p","hsa-mir-320c",0.0065,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-320c","hsa-mir-33b-5p",153222,16.3555124822582,16.1710600352372,"15.6528505602897","15.6653797680129","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
153241,"CEP120","hsa-mir-199a-5p","hsa-let-7b-5p",0.0025,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase","hsa-let-7b-5p","hsa-mir-199a-5p",153241,14.7204037868346,14.944556771374,"13.5285880416035","15.6380135860398","15.6023406604015","16.7502611976073","15.740667269098","16.4015463004237","16.0693985804138","15.991284846299","16.0146473192401","""""","""""","""""","""""","""""","""""","""""",""""""
163702,"IFNLR1","hsa-let-7b-5p","hsa-mir-379-5p",0.0045,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase","hsa-mir-379-5p","hsa-let-7b-5p",163702,13.9753892563817,13.8759804027271,"14.1519173113481","14.3298466544435","14.5383731402481","12.8480639518462","12.9919468109024","13.9097944714909","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
170959,"ZNF431","hsa-mir-3614-5p","hsa-mir-495-3p",0.008,TRUE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-495-3p","hsa-mir-3614-5p",170959,14.4440129364687,12.4146884780255,"14.6249707844704","14.0920454162819","14.6195879967217","14.7586549853393","15.0256211505812","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
192683,"SCAMP5","hsa-mir-195-5p","hsa-mir-15a-5p",0.001,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-15a-5p","hsa-mir-195-5p",192683,17.7459493621044,18.245953393563,"14.9647504294143","14.3817139327846","18.3737197179552","18.3332886094058","15.5212351340576","15.6928431657374","16.0750368977564","21.0673690347887","16.5759601586345","16.352579552597","""""","""""","""""","""""","""""","""""",""""""
204851,"HIPK1","hsa-mir-491-5p","hsa-mir-320b",0.0095,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-320b","hsa-mir-491-5p",204851,17.1435890007445,16.9773136860645,"16.6342927776384","16.9107178711083","17.8498200145586","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
221178,"SPATA13","hsa-mir-30a-5p","hsa-mir-20a-3p",0.007,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-20a-3p","hsa-mir-30a-5p",221178,14.4392194201149,15.1720621050753,"13.4681476175261","12.6063921179206","13.7973664366193","15.2742106961337","16.0414827221006","15.5650906339907","13.0655140088389","15.8514768477126","15.2754853069501","""""","""""","""""","""""","""""","""""","""""",""""""
253943,"YTHDF3","hsa-mir-3150b-3p","hsa-mir-20b-5p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-20b-5p","hsa-mir-3150b-3p",253943,18.7783393168556,18.6196369292444,"19.2275838042986","19.1755031079938","18.9440228096536","18.0391799437493","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
285172,"FAM126B","hsa-mir-320c","hsa-mir-33b-5p",0.0055,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-33b-5p","hsa-mir-320c",285172,14.9763377213109,14.988297075025,"14.3209642555957","14.62746788838","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
346653,"FAM71F2","hsa-mir-3130-5p","hsa-mir-760",0.006,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-760","hsa-mir-3130-5p",346653,9.97816625965947,11.0259253750434,"10.346589608608","10.7955113012741","11.2780402040366","10.7959820117157","9.78306454431791","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
729830,"FAM160A1","hsa-mir-424-5p","hsa-mir-146b-5p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-146b-5p","hsa-mir-424-5p",729830,13.4159474023799,13.3923901157903,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
