"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16"
57169,"ZNFX1","hsa-mir-424-5p","hsa-mir-218-5p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-218-5p","hsa-mir-424-5p",57169,17.3914730524179,17.1402716005015,"17.3402297782293","17.9611234749845","16.9981216288485","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57446,"NDRG3","hsa-mir-130a-3p","hsa-mir-203a-3p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-203a-3p","hsa-mir-130a-3p",57446,19.2420362743058,19.4081777084291,"18.8346046685976","18.6691605966769","19.3466368162393","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57474,"ZNF490","hsa-mir-766-3p","hsa-mir-149-3p",0.008,TRUE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-149-3p","hsa-mir-766-3p",57474,12.7455562460504,11.6639014486641,"12.2413998541115","11.9329998722219","11.6939024657735","12.2716696949408","""""","""""","""""","""""","""""","""""","""""",""""""
57493,"HEG1","hsa-mir-199b-5p","hsa-mir-20b-3p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-20b-3p","hsa-mir-199b-5p",57493,16.5775179183026,17.1962017959526,"16.1308770823216","15.7299193202727","16.970918465674","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57515,"SERINC1","hsa-mir-141-3p","hsa-mir-3065-5p",0.0045,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-3065-5p","hsa-mir-141-3p",57515,20.2946601743979,20.9783976518987,"20.7454905504809","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57515,"SERINC1","hsa-mir-3065-5p","hsa-mir-200a-3p",0.0085,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-200a-3p","hsa-mir-3065-5p",57515,20.9783976518987,20.9349822393041,"20.7454905504809","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57532,"NUFIP2","hsa-mir-320c","hsa-mir-141-5p",0.0055,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-141-5p","hsa-mir-320c",57532,18.5317578723174,18.825094013039,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57532,"NUFIP2","hsa-mir-320c","hsa-mir-200a-5p",0.0095,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-200a-5p","hsa-mir-320c",57532,18.5317578723174,18.825094013039,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57532,"NUFIP2","hsa-mir-425-5p","hsa-mir-32-3p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-32-3p","hsa-mir-425-5p",57532,18.2659671745069,17.9468558962604,"18.5317578723174","18.7038969510393","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57551,"TAOK1","hsa-mir-32-3p","hsa-mir-1262",0.0035,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-1262","hsa-mir-32-3p",57551,17.3220150306174,17.852348385543,"16.8725289139386","16.3008153961284","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57551,"TAOK1","hsa-mir-615-3p","hsa-mir-618",0.0075,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-618","hsa-mir-615-3p",57551,16.3701588349613,17.6410119135008,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57551,"TAOK1","hsa-mir-627-5p","hsa-mir-769-3p",0.007,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-769-3p","hsa-mir-627-5p",57551,16.9674287046557,17.3220150306174,"16.3778170922161","17.0382206523944","17.3192518052546","16.3701588349613","""""","""""","""""","""""","""""","""""","""""",""""""
57674,"RNF213","hsa-mir-130a-5p","hsa-mir-18a-5p",0.0075,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-18a-5p","hsa-mir-130a-5p",57674,17.9268548843316,16.558292562105,"18.1135585365533","16.8347012925736","17.8099303893724","16.9431392070615","16.1710465089988","14.5563275382028","16.4695441670782","""""","""""","""""","""""",""""""
57674,"RNF213","hsa-mir-18a-5p","hsa-mir-130b-5p",0.0095,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-130b-5p","hsa-mir-18a-5p",57674,17.9268548843316,16.558292562105,"18.1135585365533","16.8347012925736","17.8099303893724","17.3442012881731","16.1710465089988","14.5563275382028","""""","""""","""""","""""","""""",""""""
57674,"RNF213","hsa-mir-362-3p","hsa-mir-18a-5p",0.005,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-18a-5p","hsa-mir-362-3p",57674,17.9268548843316,16.6393462144143,"18.1135585365533","17.8099303893724","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57674,"RNF213","hsa-mir-548o-3p","hsa-mir-20b-5p",0.008,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-20b-5p","hsa-mir-548o-3p",57674,17.9268548843316,18.1135585365533,"17.8099303893724","16.9431392070615","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
59084,"ENPP5","hsa-mir-130a-3p","hsa-mir-20a-5p",0.0085,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-20a-5p","hsa-mir-130a-3p",59084,17.3085191712934,17.1838430148542,"16.5027528746928","16.3804376212884","15.8490540884001","""""","""""","""""","""""","""""","""""","""""","""""",""""""
59084,"ENPP5","hsa-mir-17-5p","hsa-mir-301b-3p",0.005,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-301b-3p","hsa-mir-17-5p",59084,17.3085191712934,17.1838430148542,"16.5027528746928","16.4254954311574","16.3804376212884","15.323179255487","15.8490540884001","""""","""""","""""","""""","""""","""""",""""""
59084,"ENPP5","hsa-mir-301b-3p","hsa-mir-20a-5p",0.003,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-20a-5p","hsa-mir-301b-3p",59084,17.3085191712934,17.1838430148542,"16.5027528746928","16.4254954311574","16.3804376212884","15.8490540884001","""""","""""","""""","""""","""""","""""","""""",""""""
59277,"NTN4","hsa-mir-17-5p","hsa-mir-20a-5p",0.006,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase","hsa-mir-20a-5p","hsa-mir-17-5p",59277,15.6002576666592,14.544594956233,"16.3742587983278","17.9083809371168","17.4349400089112","17.1506891999574","15.9224540802974","15.9497801917325","15.5827573302814","18.3684732796602","14.6181061735317","16.1493023566604","16.6282789483561",""""""
60412,"EXOC4","hsa-mir-192-5p","hsa-mir-877-3p",0.0055,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-877-3p","hsa-mir-192-5p",60412,17.8713744344713,18.4531661341929,"17.9899216655068","18.044324350428","18.8254960249923","18.4812796969844","""""","""""","""""","""""","""""","""""","""""",""""""
63971,"KIF13A","hsa-let-7b-3p","hsa-mir-429",0.003,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-429","hsa-let-7b-3p",63971,16.0018252488496,15.0613413648847,"17.2829730176511","17.053920877015","17.5810817847565","17.4107661577125","17.7376653614219","""""","""""","""""","""""","""""","""""",""""""
64282,"TENT4B","hsa-mir-410-3p","hsa-mir-570-3p",0,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-570-3p","hsa-mir-410-3p",64282,15.7070229053763,16.0973321302087,"15.6030148680354","15.2519547623467","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
64599,"GIGYF1","hsa-mir-1266-5p","hsa-mir-326",5e-04,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-326","hsa-mir-1266-5p",64599,18.8733381315548,18.5592318096578,"19.4082387835653","18.6556955003708","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
64599,"GIGYF1","hsa-mir-185-3p","hsa-mir-33b-5p",0.005,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-33b-5p","hsa-mir-185-3p",64599,18.8733381315548,18.2377149836734,"18.9662922390849","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
64778,"FNDC3B","hsa-mir-642a-5p","hsa-mir-330-5p",0.008,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-330-5p","hsa-mir-642a-5p",64778,17.8401483371995,17.0979349618439,"17.1133301813687","17.5064898172647","17.4677868808002","17.9881738720614","17.8684486440502","17.7891589642821","""""","""""","""""","""""","""""",""""""
64859,"NABP1","hsa-mir-154-5p","hsa-mir-410-3p",0.003,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-410-3p","hsa-mir-154-5p",64859,15.2973531277786,14.4732496911131,"14.9120640535798","15.0689033502065","15.2273846852536","14.948605502344","16.0259967001023","15.7469386039951","16.156159326191","15.5117867203543","15.2444903741229","""""","""""",""""""
65059,"RAPH1","hsa-mir-17-5p","hsa-mir-320b",0,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-320b","hsa-mir-17-5p",65059,12.2115992982441,12.6817725467606,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
65059,"RAPH1","hsa-mir-204-5p","hsa-mir-17-5p",0.0085,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30910254'>PubMedLink</a>",NA,NA,"tarbase","tarbase","hsa-mir-17-5p","hsa-mir-204-5p",65059,13.1123019633729,12.4161357689153,"11.7213740130282","11.3175540463191","13.9275243487382","11.8407416253992","""""","""""","""""","""""","""""","""""","""""",""""""
65125,"WNK1","hsa-mir-200a-5p","hsa-mir-708-5p",0.0025,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/22711307'>PubMedLink</a>","tarbase","tarbase","hsa-mir-708-5p","hsa-mir-200a-5p",65125,18.8768119061613,21.7726017058859,"19.1988839816072","18.0538815056554","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
65125,"WNK1","hsa-mir-200b-3p","hsa-mir-708-5p",0.008,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/22711307'>PubMedLink</a>","tarbase","tarbase","hsa-mir-708-5p","hsa-mir-200b-3p",65125,18.8768119061613,21.7726017058859,"19.1988839816072","18.0538815056554","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
65258,"MPPE1","hsa-mir-17-5p","hsa-mir-106a-5p",0,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-106a-5p","hsa-mir-17-5p",65258,15.0300883214907,15.2007256932112,"15.1646874864986","16.0309644200128","15.7884633312113","16.4029034238066","15.6850026319386","15.7103856220206","""""","""""","""""","""""","""""",""""""
65258,"MPPE1","hsa-mir-17-5p","hsa-mir-20a-5p",0.004,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-20a-5p","hsa-mir-17-5p",65258,15.0300883214907,14.4651247157657,"15.6968155342274","15.2007256932112","15.405854349234","15.1646874864986","16.0309644200128","15.7884633312113","16.4029034238066","15.6850026319386","15.7103856220206","15.8728027194411","14.5259084832104",""""""
65986,"ZBTB10","hsa-mir-497-5p","hsa-mir-210-3p",0.0055,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-210-3p","hsa-mir-497-5p",65986,17.8093767933549,16.2988208528097,"17.1505875917508","17.4510336360622","16.7574622476368","""""","""""","""""","""""","""""","""""","""""","""""",""""""
79026,"AHNAK","hsa-mir-3200-3p","hsa-mir-421",0.0035,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-421","hsa-mir-3200-3p",79026,19.3816269489656,19.8979458605205,"19.2643647623583","19.5620410159758","18.3859564101474","""""","""""","""""","""""","""""","""""","""""","""""",""""""
79056,"PRRG4","hsa-mir-130a-3p","hsa-mir-130b-3p",0.002,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-130b-3p","hsa-mir-130a-3p",79056,15.881110377307,16.5339005801657,"9.71484891929925","15.8249973942691","12.5948432130625","14.3150286561042","15.8029543659073","15.4863028899832","17.7008216000208","10.7118447479424","15.8601774976079","16.015218056785","""""",""""""
79056,"PRRG4","hsa-mir-17-5p","hsa-mir-130b-3p",0.001,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase","hsa-mir-130b-3p","hsa-mir-17-5p",79056,15.881110377307,16.5339005801657,"15.8249973942691","14.3437582285509","15.4863028899832","16.015218056785","""""","""""","""""","""""","""""","""""","""""",""""""
79056,"PRRG4","hsa-mir-20a-5p","hsa-mir-130b-3p",0,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase","hsa-mir-130b-3p","hsa-mir-20a-5p",79056,15.881110377307,16.5339005801657,"15.8249973942691","14.3437582285509","15.4863028899832","""""","""""","""""","""""","""""","""""","""""","""""",""""""
79056,"PRRG4","hsa-mir-301b-3p","hsa-mir-130a-3p",0.0015,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-130a-3p","hsa-mir-301b-3p",79056,15.881110377307,16.5339005801657,"9.71484891929925","15.8249973942691","12.5948432130625","14.3150286561042","15.8029543659073","15.4863028899832","15.8601774976079","16.015218056785","14.5057003000877","""""","""""",""""""
79056,"PRRG4","hsa-mir-301b-3p","hsa-mir-20a-5p",0.0015,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase","hsa-mir-20a-5p","hsa-mir-301b-3p",79056,15.881110377307,16.5339005801657,"15.8249973942691","14.3437582285509","15.4863028899832","14.5057003000877","""""","""""","""""","""""","""""","""""","""""",""""""
79056,"PRRG4","hsa-mir-766-3p","hsa-mir-130b-3p",0.002,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase","hsa-mir-130b-3p","hsa-mir-766-3p",79056,15.881110377307,15.8249973942691,"15.8029543659073","14.3437582285509","15.4863028899832","16.015218056785","""""","""""","""""","""""","""""","""""","""""",""""""
79443,"FYCO1","hsa-mir-218-5p","hsa-mir-130b-3p",0.006,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-130b-3p","hsa-mir-218-5p",79443,16.1150209413337,15.9797986636568,"15.5634474057691","16.853215811152","16.8313106990877","17.0252909608175","17.0128102743533","""""","""""","""""","""""","""""","""""",""""""
79465,"ULBP3","hsa-mir-30b-3p","hsa-mir-326",0.0035,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-326","hsa-mir-30b-3p",79465,15.8546457679029,16.5882419392617,"16.4473697306037","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
79651,"RHBDF2","hsa-mir-424-5p","hsa-mir-502-5p",0.0045,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-502-5p","hsa-mir-424-5p",79651,18.3549676887198,16.3146728033419,"15.7738041473459","17.009312263943","16.5848661588559","18.1235249968715","""""","""""","""""","""""","""""","""""","""""",""""""
79738,"BBS10","hsa-mir-200a-3p","hsa-mir-141-3p",0.0095,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-141-3p","hsa-mir-200a-3p",79738,16.963637534022,14.9577705246002,"17.4553403317734","17.2862764053568","17.0688433521577","16.579014888556","17.3759322588566","16.4552943214346","17.0773801361207","""""","""""","""""","""""",""""""
79888,"LPCAT1","hsa-mir-378a-3p","hsa-mir-362-3p",0.008,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-362-3p","hsa-mir-378a-3p",79888,19.4279825643027,19.5376903272033,"18.9830104472202","18.7210733983264","19.6628121740017","18.5430967672809","19.3997040327117","""""","""""","""""","""""","""""","""""",""""""
79888,"LPCAT1","hsa-mir-501-5p","hsa-mir-378a-3p",0.008,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-378a-3p","hsa-mir-501-5p",79888,19.4279825643027,19.5376903272033,"18.9830104472202","19.6628121740017","18.5430967672809","18.88826020413","18.1174486776047","19.3997040327117","""""","""""","""""","""""","""""",""""""
79901,"CYBRD1","hsa-mir-17-5p","hsa-mir-106a-5p",0.002,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-106a-5p","hsa-mir-17-5p",79901,19.3701963342885,17.9611095863126,"19.4357717751166","18.8062360397225","18.7741040436649","20.5158480588721","19.5932723821521","15.9096216309976","""""","""""","""""","""""","""""",""""""
79901,"CYBRD1","hsa-mir-20a-5p","hsa-mir-106a-5p",0.002,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-106a-5p","hsa-mir-20a-5p",79901,19.3701963342885,17.9611095863126,"19.4357717751166","18.8062360397225","18.7741040436649","20.5158480588721","19.5932723821521","15.9096216309976","""""","""""","""""","""""","""""",""""""
80012,"PHC3","hsa-mir-18a-5p","hsa-mir-33a-5p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-33a-5p","hsa-mir-18a-5p",80012,15.1288593611429,15.5661016211755,"15.5881151785609","15.2019413332732","15.4579726318209","14.5018071699789","""""","""""","""""","""""","""""","""""","""""",""""""
80223,"RAB11FIP1","hsa-mir-17-5p","hsa-mir-301b-3p",0.003,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase","hsa-mir-301b-3p","hsa-mir-17-5p",80223,15.9135743208487,16.260696058879,"14.0560082257618","14.8777305513351","16.2212679916671","15.5670878883881","16.0564373956026","""""","""""","""""","""""","""""","""""",""""""
80223,"RAB11FIP1","hsa-mir-20a-5p","hsa-mir-301b-3p",0.0045,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase","hsa-mir-301b-3p","hsa-mir-20a-5p",80223,15.9135743208487,16.260696058879,"14.0560082257618","14.8777305513351","16.2212679916671","16.0564373956026","""""","""""","""""","""""","""""","""""","""""",""""""
80311,"KLHL15","hsa-mir-135b-5p","hsa-mir-141-3p",0.006,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-141-3p","hsa-mir-135b-5p",80311,17.3815995324863,14.9473579656121,"16.5274504968117","16.0777432299989","17.6749352886401","16.2225572767421","17.411663954269","16.9339274947726","16.1716924129982","17.0316023659689","""""","""""","""""",""""""
80311,"KLHL15","hsa-mir-135b-5p","hsa-mir-744-5p",0,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-744-5p","hsa-mir-135b-5p",80311,16.5274504968117,16.0777432299989,"17.6749352886401","16.2225572767421","15.4003394160009","17.411663954269","15.6500927780502","16.9339274947726","17.0316023659689","""""","""""","""""","""""",""""""
80311,"KLHL15","hsa-mir-193a-3p","hsa-mir-491-3p",0.0025,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-491-3p","hsa-mir-193a-3p",80311,16.0777432299989,17.6749352886401,"16.3345401455597","17.411663954269","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
80315,"CPEB4","hsa-mir-203a-3p","hsa-mir-92b-3p",0.0015,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-92b-3p","hsa-mir-203a-3p",80315,16.526610264855,15.2931808550533,"18.1301869500598","17.1184919341771","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
81839,"VANGL1","hsa-mir-362-3p","hsa-mir-20b-5p",0.004,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-20b-5p","hsa-mir-362-3p",81839,16.9388916052586,16.8359419425249,"17.4311820218689","17.5085932773465","16.576300763125","""""","""""","""""","""""","""""","""""","""""","""""",""""""
81839,"VANGL1","hsa-mir-362-3p","hsa-mir-34b-3p",0.008,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-34b-3p","hsa-mir-362-3p",81839,16.9388916052586,17.4139275266487,"17.4311820218689","16.576300763125","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
81839,"VANGL1","hsa-mir-362-3p","hsa-mir-378a-3p",0.0015,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-378a-3p","hsa-mir-362-3p",81839,16.8100689207675,16.9388916052586,"17.4139275266487","16.6320475632369","15.8783925851056","17.4311820218689","16.4786938440565","""""","""""","""""","""""","""""","""""",""""""
83606,"GUCD1","hsa-mir-149-5p","hsa-mir-205-5p",0,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-205-5p","hsa-mir-149-5p",83606,19.3883524211642,19.0241385359692,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
83667,"SESN2","hsa-mir-149-3p","hsa-mir-130b-3p",0,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-130b-3p","hsa-mir-149-3p",83667,18.4799616106071,18.0268453553734,"18.162587978313","17.6847922092536","18.405263719865","18.3888606512298","""""","""""","""""","""""","""""","""""","""""",""""""
83667,"SESN2","hsa-mir-149-3p","hsa-mir-301b-3p",0,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-301b-3p","hsa-mir-149-3p",83667,17.0740866612776,18.4799616106071,"18.0268453553734","18.162587978313","17.6847922092536","18.405263719865","18.3888606512298","17.1504900775995","""""","""""","""""","""""","""""",""""""
83992,"CTTNBP2","hsa-mir-218-5p","hsa-mir-424-5p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-424-5p","hsa-mir-218-5p",83992,15.8110183199774,15.032513088553,"14.560096979696","15.017589336749","16.1329847097708","""""","""""","""""","""""","""""","""""","""""","""""",""""""
84033,"OBSCN","hsa-mir-330-5p","hsa-mir-940",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-940","hsa-mir-330-5p",84033,14.7295908984678,17.0907281274354,"15.0429528527212","18.0316090766236","16.8958805946554","""""","""""","""""","""""","""""","""""","""""","""""",""""""
84159,"ARID5B","hsa-mir-584-5p","hsa-mir-542-3p",0.004,TRUE,NA,NA,NA,"tarbase","tarbase","hsa-mir-542-3p","hsa-mir-584-5p",84159,15.572390539574,18.5405578446042,"18.1018581609078","18.40924762075","19.389179218578","18.3909324863836","17.8134736884695","""""","""""","""""","""""","""""","""""",""""""
84193,"SETD3","hsa-mir-135a-5p","hsa-mir-205-5p",0.0095,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-205-5p","hsa-mir-135a-5p",84193,18.896796759229,18.6569693033594,"18.5618264826692","18.6803289127928","18.4764766798985","18.2084679770609","18.7542939622946","19.2005738816949","""""","""""","""""","""""","""""",""""""
84247,"RTL6","hsa-mir-182-5p","hsa-mir-320d",0.004,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-320d","hsa-mir-182-5p",84247,16.8086259523471,17.8375514184416,"17.9444531594363","19.0447981892543","18.6512794038466","17.862769611159","""""","""""","""""","""""","""""","""""","""""",""""""
84336,"TMEM101","hsa-mir-20b-3p","hsa-mir-424-5p",0.009,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-424-5p","hsa-mir-20b-3p",84336,17.3601711501715,17.0680588388376,"17.4232322556535","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
84451,"MAP3K21","hsa-mir-551a","hsa-mir-18a-5p",0.007,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-18a-5p","hsa-mir-551a",84451,16.0613212566907,15.7550376462884,"14.2108213622385","15.2612640480554","16.1749678498067","16.4739519249581","14.6574506812613","16.2904399345048","16.397197782144","12.4482071262397","""""","""""","""""",""""""
84451,"MAP3K21","hsa-mir-551a","hsa-mir-218-5p",5e-04,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase","hsa-mir-218-5p","hsa-mir-551a",84451,16.0613212566907,15.7550376462884,"16.1749678498067","16.4739519249581","15.6591974370636","16.2904399345048","""""","""""","""""","""""","""""","""""","""""",""""""
90594,"ZNF439","hsa-mir-376b-3p","hsa-mir-376a-3p",0.001,TRUE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-376a-3p","hsa-mir-376b-3p",90594,15.2350620417906,15.7299178982681,"16.2015365107402","15.865305571976","12.748762860266","""""","""""","""""","""""","""""","""""","""""","""""",""""""
91409,"CCDC74B","hsa-mir-379-3p","hsa-mir-411-3p",0.0015,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-411-3p","hsa-mir-379-3p",91409,14.8235196755894,16.8948374029758,"15.2564511251233","16.2052010150635","16.5665585548828","15.9908028795273","12.784630565194","15.8847959862553","""""","""""","""""","""""","""""",""""""
91663,"MYADM","hsa-mir-34c-5p","hsa-mir-18a-5p",0.005,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-18a-5p","hsa-mir-34c-5p",91663,20.0068154012755,19.9981152312005,"18.9248896226079","19.9667056372724","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
91748,"MIDEAS","hsa-mir-221-3p","hsa-mir-30a-5p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-30a-5p","hsa-mir-221-3p",91748,17.1393704550138,17.0270318729121,"17.1261151025557","16.9242522674031","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
91754,"NEK9","hsa-mir-205-5p","hsa-mir-31-5p",0.009,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-31-5p","hsa-mir-205-5p",91754,17.4463200557545,17.7294306174745,"17.6184910370945","16.2953409269591","17.7604687175722","""""","""""","""""","""""","""""","""""","""""","""""",""""""
92399,"MRRF","hsa-mir-362-3p","hsa-mir-377-3p",0.007,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-377-3p","hsa-mir-362-3p",92399,15.5742683436254,16.5434625854384,"16.1915234015144","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
112939,"NACC1","hsa-mir-362-3p","hsa-mir-138-5p",0.009,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase","hsa-mir-138-5p","hsa-mir-362-3p",112939,18.7544964509884,20.8888601860064,"20.4778973451021","19.2301657060778","18.5929219394132","19.8352606726214","""""","""""","""""","""""","""""","""""","""""",""""""
112939,"NACC1","hsa-mir-362-3p","hsa-mir-199a-3p",0.0085,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-199a-3p","hsa-mir-362-3p",112939,19.7883104825466,19.9677447947052,"19.3394921828027","20.8888601860064","20.4778973451021","19.2301657060778","18.9613060143567","19.8352606726214","""""","""""","""""","""""","""""",""""""
112939,"NACC1","hsa-mir-362-3p","hsa-mir-199b-3p",0.0055,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase","hsa-mir-199b-3p","hsa-mir-362-3p",112939,19.7883104825466,19.9677447947052,"19.3394921828027","20.8888601860064","20.4778973451021","19.2301657060778","18.9613060143567","19.8352606726214","""""","""""","""""","""""","""""",""""""
113178,"SCAMP4","hsa-mir-424-5p","hsa-mir-382-5p",0.0065,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-382-5p","hsa-mir-424-5p",113178,18.9728954863905,18.4866495840965,"17.3922188764953","18.5726852249496","19.0163379189763","17.756962602631","""""","""""","""""","""""","""""","""""","""""",""""""
114569,"MAL2","hsa-mir-130a-3p","hsa-mir-17-5p",0.0085,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-17-5p","hsa-mir-130a-3p",114569,19.8072148956143,18.5208473330985,"20.5699947613596","19.9032368120891","20.569551972412","19.2510244970692","""""","""""","""""","""""","""""","""""","""""",""""""
