"entrezgene_id","hgnc_symbol","mirna1","mirna2","Two_Var_XZ","Two_Var_YZ","Lancaster_XY_Z","is_mrna_tf","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","median1","median2","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC"
4194,"MDM4","hsa-mir-514a-3p","hsa-mir-3170",0.0435,0.0445,0.006,FALSE,"NA","mirtarbase  ","mirtarbase  ",18.8061868610035,17.0776568559731,0.434996293756033,0.468359928898971,0.415521482720514,1.18245984353997,0.689837569011503,-0.093882348078106
4247,"MGAT2","hsa-mir-3662","hsa-mir-7-5p",0.16,0.252,0.0045,FALSE,"NA"," tarbase "," tarbase ",15.3685830738032,13.961531987692,0.967570488027407,0.0421793274695032,0.841388010355371,-0.154874986345296,0.60657858685715,-0.135284174437339
4288,"MKI67","hsa-mir-31-5p","hsa-mir-30a-3p",0.014,0.0175,0.003,FALSE,"NA"," tarbase "," tarbase ",19.2692396409613,16.0434389172339,0.221449037416584,1.06802768384458,0.411146973692862,-0.252816575669344,0.791475652475469,-0.0627368756069423
4288,"MKI67","hsa-mir-519d-3p","hsa-mir-182-5p",0.0665,0.1675,0.007,FALSE,"NA","mirtarbase  "," tarbase ",18.2537657643896,14.538500406611,0.134909240297518,2.30279849563169,0.69245340215736,0.112480408649869,0.791475652475469,-0.0627368756069423
4288,"MKI67","hsa-mir-519d-3p","hsa-mir-526b-5p",0.0725,0.073,0.006,FALSE,"NA","mirtarbase  "," tarbase ",18.9800553085665,17.4784198961795,0.134909240297518,2.30279849563169,0.0847589421754138,1.66815167246008,0.791475652475469,-0.0627368756069423
4548,"MTR","hsa-mir-135b-5p","hsa-mir-130b-3p",0.5525,0.1595,0.007,FALSE,"NA"," tarbase "," tarbase ",17.4946845625505,16.0682719819432,0.230527610762288,1.28977118818885,0.963627202200757,0.0207797759651326,0.895347318509438,-0.032652402768115
4548,"MTR","hsa-mir-18a-3p","hsa-mir-135b-5p",0.4295,0.538,0.002,FALSE,"NA"," tarbase "," tarbase ",17.8752715352842,16.0646069091404,0.969092342841478,-0.027282310746912,0.230527610762288,1.28977118818885,0.895347318509438,-0.032652402768115
4609,"MYC","hsa-let-7b-5p","hsa-mir-130a-3p",0.1865,0.0675,5e-04,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/22505225'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27041560'>PubMedLink</a>","mirtarbase tarbase ","mirtarbase tarbase ",19.8228379635875,18.4860159926287,0.784564546838161,-0.0733583306011839,0.951414196840403,0.0229481688594441,0.905284102360313,-0.027652744666988
4609,"MYC","hsa-let-7b-5p","hsa-mir-512-5p",0.154,0.099,0.0025,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/22505225'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27041560'>PubMedLink</a>","mirtarbase tarbase ","mirtarbase  ",19.6508713339713,18.1606271484864,0.784564546838161,-0.0733583306011839,0.0828714507782263,3.37555712110747,0.905284102360313,-0.027652744666988
4609,"MYC","hsa-let-7b-5p","hsa-mir-516a-5p",0.1175,0.1365,0.0025,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/22505225'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27041560'>PubMedLink</a>","mirtarbase tarbase ","mirtarbase tarbase ",19.6368573065835,18.3330438798137,0.784564546838161,-0.0733583306011839,0.0561370104305544,2.54478538316994,0.905284102360313,-0.027652744666988
4609,"MYC","hsa-mir-130a-3p","hsa-mir-195-3p",0.1555,0.061,0,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/22505225'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27041560'>PubMedLink</a>","mirtarbase tarbase ","mirtarbase  ",20.2259248260008,18.662531133681,0.951414196840403,0.0229481688594441,0.557761221280103,-0.297350921587978,0.905284102360313,-0.027652744666988
4609,"MYC","hsa-mir-130a-3p","hsa-mir-516a-5p",0.138,0.174,0.008,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/22505225'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27041560'>PubMedLink</a>","mirtarbase tarbase ","mirtarbase tarbase ",19.8228379635875,18.6569259496828,0.951414196840403,0.0229481688594441,0.0561370104305544,2.54478538316994,0.905284102360313,-0.027652744666988
4609,"MYC","hsa-mir-195-5p","hsa-mir-130a-3p",0.092,0.1785,5e-04,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/22505225'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27041560'>PubMedLink</a>"," tarbase ","mirtarbase tarbase ",21.9923387092854,18.6513207656846,0.802263159596797,-0.103260719790816,0.951414196840403,0.0229481688594441,0.905284102360313,-0.027652744666988
4609,"MYC","hsa-mir-323a-3p","hsa-mir-30a-5p",0.47,0.021,0.0075,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/22505225'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27041560'>PubMedLink</a>","mirtarbase  "," tarbase ",19.4890499429392,17.8912103790793,0.530535690725982,0.412519185104077,0.475664269893348,-0.200243585336464,0.905284102360313,-0.027652744666988
4609,"MYC","hsa-mir-497-5p","hsa-mir-130a-3p",0.041,0.121,0,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/22505225'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27041560'>PubMedLink</a>"," tarbase ","mirtarbase tarbase ",20.2997215699261,18.4860159926287,0.673062980095733,-0.182873834095652,0.951414196840403,0.0229481688594441,0.905284102360313,-0.027652744666988
4609,"MYC","hsa-mir-497-5p","hsa-mir-33b-5p",0.0405,0.0485,0.005,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/22505225'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27041560'>PubMedLink</a>"," tarbase ","mirtarbase  ",21.9923387092854,19.6508713339713,0.673062980095733,-0.182873834095652,0.521087665240162,0.40627145241052,0.905284102360313,-0.027652744666988
4681,"NBL1","hsa-mir-18a-3p","hsa-mir-106a-5p",0.0645,0.051,0.0025,FALSE,"NA"," tarbase ","mirtarbase tarbase ",18.7142425827039,17.3061474801005,0.969092342841478,-0.027282310746912,0.907423547545109,-0.0453476080533861,0.860046193546117,0.0423186672326232
4681,"NBL1","hsa-mir-20a-5p","hsa-mir-18a-3p",0.0175,0.0425,0.004,FALSE,"NA","mirtarbase tarbase "," tarbase ",18.7142425827039,17.2501508541958,0.956264637395162,-0.0176731706214748,0.969092342841478,-0.027282310746912,0.860046193546117,0.0423186672326232
4681,"NBL1","hsa-mir-20b-5p","hsa-mir-106a-5p",0.0165,0.055,0.002,FALSE,"NA","mirtarbase tarbase ","mirtarbase tarbase ",18.6850362107892,17.2849662993732,0.965618756843915,-0.0151982693215879,0.907423547545109,-0.0453476080533861,0.860046193546117,0.0423186672326232
4681,"NBL1","hsa-mir-20b-5p","hsa-mir-17-5p",0.026,0.0155,0.001,FALSE,"NA","mirtarbase tarbase ","mirtarbase tarbase ",18.8634000881537,17.263785118646,0.965618756843915,-0.0151982693215879,0.917479117921738,-0.0333613925829875,0.860046193546117,0.0423186672326232
4681,"NBL1","hsa-mir-20b-5p","hsa-mir-18a-3p",0.019,0.059,0.0065,FALSE,"NA","mirtarbase tarbase "," tarbase ",18.7142425827039,17.3061474801005,0.965618756843915,-0.0151982693215879,0.969092342841478,-0.027282310746912,0.860046193546117,0.0423186672326232
4681,"NBL1","hsa-mir-7-5p","hsa-mir-106a-5p",0.0365,0.0475,0.0015,FALSE,"NA","mirtarbase tarbase ","mirtarbase tarbase ",18.6964832210198,17.2781491671482,0.841388010355371,-0.154874986345296,0.907423547545109,-0.0453476080533861,0.860046193546117,0.0423186672326232
4681,"NBL1","hsa-mir-7-5p","hsa-mir-18a-3p",0.038,0.066,0.0075,FALSE,"NA","mirtarbase tarbase "," tarbase ",18.6996393967465,17.2781491671482,0.841388010355371,-0.154874986345296,0.969092342841478,-0.027282310746912,0.860046193546117,0.0423186672326232
4775,"NFATC3","hsa-mir-125a-5p","hsa-mir-125b-5p",0.0125,0.032,0.003,TRUE,"NA"," tarbase "," tarbase ",17.9215131179623,16.656792177342,0.746124833643418,-0.102278646080494,0.898710457879206,-0.0377813040274455,0.681494226411813,-0.0984600253803597
4775,"NFATC3","hsa-mir-195-5p","hsa-mir-30a-3p",0.4055,0.016,0.005,TRUE,"NA"," tarbase ","mirtarbase  ",18.5255952101978,17.0393301199985,0.802263159596797,-0.103260719790816,0.411146973692862,-0.252816575669344,0.681494226411813,-0.0984600253803597
4775,"NFATC3","hsa-mir-30a-3p","hsa-mir-30a-5p",0.024,0.013,0.006,TRUE,"NA","mirtarbase  "," tarbase ",18.1749391652957,16.6705532077219,0.411146973692862,-0.252816575669344,0.475664269893348,-0.200243585336464,0.681494226411813,-0.0984600253803597
4775,"NFATC3","hsa-mir-337-3p","hsa-mir-125b-5p",0.025,0.0455,0.001,TRUE,"NA","mirtarbase  "," tarbase ",18.4035107242295,17.2110594542891,0.351246065927267,-0.419202277782892,0.898710457879206,-0.0377813040274455,0.681494226411813,-0.0984600253803597
4775,"NFATC3","hsa-mir-519a-5p","hsa-mir-125b-5p",0.4265,0.0375,0,TRUE,"NA","mirtarbase  "," tarbase ",17.8524393079586,16.7038487072969,0.0697170925498752,1.41171266027316,0.898710457879206,-0.0377813040274455,0.681494226411813,-0.0984600253803597
4808,"NHLH2","hsa-mir-20b-5p","hsa-mir-431-5p",0.5365,0.68,0.0085,TRUE,"NA"," tarbase ","mirtarbase  ",12.1672496811832,8.11724541015277,0.965618756843915,-0.0151982693215879,0.866427538623732,0.16090123928058,0.864829692986193,0.0946032651934676
4808,"NHLH2","hsa-mir-431-5p","hsa-mir-106a-5p",0.7255,0.5485,0.0075,TRUE,"NA","mirtarbase  "," tarbase ",12.1672496811832,8.88847498908494,0.866427538623732,0.16090123928058,0.907423547545109,-0.0453476080533861,0.864829692986193,0.0946032651934676
4925,"NUCB2","hsa-let-7b-5p","hsa-mir-432-5p",0.0825,0.073,0.0035,FALSE,"NA","mirtarbase  ","mirtarbase  ",19.8747370349909,18.8409757724247,0.784564546838161,-0.0733583306011839,0.880745583857175,-0.0767753391995335,0.938035659648618,-0.018236679602311
5069,"PAPPA","hsa-mir-128-3p","hsa-mir-15a-5p",0.012,0.0145,0.009,FALSE,"NA"," tarbase "," tarbase ",12.6404716013548,10.9868386887164,0.590984413893149,-0.167027751373332,0.949587925630629,-0.0212972249625429,0.487385561947904,-0.197759518562203
5139,"PDE3A","hsa-mir-93-5p","hsa-mir-942-5p",0.011,0.1,0.003,FALSE,"NA"," tarbase ","mirtarbase  ",13.8674248707615,12.5917768104396,0.745306187188725,-0.0919957586453292,0.683486782445692,-0.184650981151469,0.66832933426466,-0.117740304695463
5150,"PDE7A","hsa-let-7b-5p","hsa-mir-30a-5p",0.0125,0.012,0,FALSE,"NA"," tarbase "," tarbase ",19.6308821561122,17.2774642490185,0.784564546838161,-0.0733583306011839,0.475664269893348,-0.200243585336464,0.802518634918953,-0.058560672066566
5150,"PDE7A","hsa-let-7b-5p","hsa-mir-96-5p",0.0125,0.817,0.0025,FALSE,"NA"," tarbase "," tarbase ",19.7498443805552,17.8955990063067,0.784564546838161,-0.0733583306011839,0.141074611889997,0.737875767045478,0.802518634918953,-0.058560672066566
5150,"PDE7A","hsa-mir-195-5p","hsa-mir-96-5p",0.028,0.8305,0.0065,FALSE,"NA"," tarbase "," tarbase ",19.7347514068851,18.0788291583235,0.802263159596797,-0.103260719790816,0.141074611889997,0.737875767045478,0.802518634918953,-0.058560672066566
5156,"PDGFRA","hsa-mir-181a-5p","hsa-mir-548e-3p",0.042,0.014,5e-04,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/21645144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27844328'>PubMedLink</a>","mirtarbase  "," tarbase ",13.1098712284451,11.2996298127574,0.533191609248144,-0.17139396372748,0.784473555950511,0.278040384735563,0.180671461094376,-0.35319293895504
5168,"ENPP2","hsa-mir-33b-5p","hsa-mir-212-3p",0.0105,0.046,0.003,FALSE,"NA"," tarbase "," tarbase ",18.2066996385693,16.818891540989,0.521087665240162,0.40627145241052,0.645626059233228,0.261740648801364,0.819779915855109,-0.0567910625519231
5208,"PFKFB2","hsa-mir-497-5p","hsa-mir-497-3p",0.0185,0.013,0.001,FALSE,"NA"," tarbase "," tarbase ",16.7944182487735,15.4853182406332,0.673062980095733,-0.182873834095652,0.138447287919007,1.47840276611464,0.803463285802993,0.063757391609772
5291,"PIK3CB","hsa-mir-181a-5p","hsa-mir-383-5p",0.032,0.0145,5e-04,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/23236232'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23592320'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23613505'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24698130'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24888963'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26766736'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27068875'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27117832'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27876891'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28192408'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28911139'>PubMedLink</a>"," tarbase "," tarbase ",17.0495471784408,16.0174953319801,0.533191609248144,-0.17139396372748,0.88977497628494,0.0962474630450894,0.901573908762134,-0.0308886770970834
5295,"PIK3R1","hsa-mir-221-3p","hsa-mir-15b-5p",0.177,0.086,0.0065,FALSE,"NA","mirtarbase  ","mirtarbase  ",19.822887054424,17.5030461380313,0.920801890455466,-0.0348982587041482,0.826141128703994,0.0749870131926227,0.880533459262049,-0.0360313731133708
5396,"PRRX1","hsa-mir-20b-5p","hsa-mir-9-5p",0.038,0.1195,0.0045,TRUE,"NA"," tarbase ","mirtarbase  ",18.5968040643495,16.2669753000079,0.965618756843915,-0.0151982693215879,0.574084582768252,-0.209489925845173,0.865140384947036,-0.0420956353649935
5396,"PRRX1","hsa-mir-9-5p","hsa-mir-93-5p",0.111,0.0455,5e-04,TRUE,"NA","mirtarbase  "," tarbase ",18.1716325245183,15.7309899695601,0.574084582768252,-0.209489925845173,0.745306187188725,-0.0919957586453292,0.865140384947036,-0.0420956353649935
5450,"POU2AF1","hsa-mir-195-5p","hsa-mir-15b-5p",0.0145,0.0305,0.003,TRUE,"NA","mirtarbase  ","mirtarbase  ",15.3004844928149,13.5753859862853,0.802263159596797,-0.103260719790816,0.826141128703994,0.0749870131926227,0.598870658714389,-0.135910084868533
5579,"PRKCB","hsa-mir-519d-3p","hsa-mir-525-5p",0.0755,0.0785,0,FALSE,"NA","mirtarbase  ","mirtarbase  ",17.7531884557805,16.2461017508531,0.134909240297518,2.30279849563169,0.0786771854930094,2.56558550215766,0.683621948245457,-0.098625159501939
5579,"PRKCB","hsa-mir-520a-5p","hsa-mir-519d-3p",0.0545,0.0585,0.0055,FALSE,"NA","mirtarbase  ","mirtarbase  ",17.7562840399783,15.6103743682597,0.105465025266243,2.26854196690349,0.134909240297518,2.30279849563169,0.683621948245457,-0.098625159501939
5763,"PTMS","hsa-mir-363-5p","hsa-mir-625-5p",0.037,0.0275,0.0045,FALSE,"NA","mirtarbase  "," tarbase ",22.2714125178925,20.6959613961535,0.852653304225587,0.160039511405476,0.896137870048175,-0.0770776769273163,0.703165213331539,0.08532923380142
5947,"RBP1","hsa-mir-93-5p","hsa-mir-17-5p",0.0235,0.0255,0.001,FALSE,"NA"," tarbase "," tarbase ",17.8058959202231,16.0738435254195,0.745306187188725,-0.0919957586453292,0.917479117921738,-0.0333613925829875,0.608254369809026,0.131033269534947
5947,"RBP1","hsa-mir-93-5p","hsa-mir-20a-5p",0.0285,0.0235,0.009,FALSE,"NA"," tarbase "," tarbase ",17.4539752844757,16.1095040786598,0.745306187188725,-0.0919957586453292,0.956264637395162,-0.0176731706214748,0.608254369809026,0.131033269534947
5947,"RBP1","hsa-mir-93-5p","hsa-mir-20b-5p",0.0275,0.169,0.002,FALSE,"NA"," tarbase "," tarbase ",17.4539752844757,16.0204875177469,0.745306187188725,-0.0919957586453292,0.965618756843915,-0.0151982693215879,0.608254369809026,0.131033269534947
5966,"REL","hsa-mir-3065-3p","hsa-mir-17-5p",0.2735,0.014,0.009,TRUE,"NA","mirtarbase  "," tarbase ",14.7186183903851,11.9457368994354,0.285670032601373,0.484868351928993,0.917479117921738,-0.0333613925829875,0.64362787987207,-0.128446588084657
5966,"REL","hsa-mir-3065-3p","hsa-mir-30a-5p",0.2225,0.045,0,TRUE,"NA","mirtarbase  "," tarbase ",13.250859880596,11.8829053901389,0.285670032601373,0.484868351928993,0.475664269893348,-0.200243585336464,0.64362787987207,-0.128446588084657
6223,"RPS19","hsa-mir-34b-5p","hsa-mir-508-5p",0.546,0.0565,0.003,FALSE,"NA","mirtarbase  ","mirtarbase  ",24.1284932749202,22.4072733697454,0.227921900406834,0.829287694326941,0.754564835221624,0.315768330442784,0.704919270497909,0.0815926235289138
6241,"RRM2","hsa-let-7b-5p","hsa-mir-127-5p",0.014,0.078,5e-04,FALSE,"NA","mirtarbase tarbase ","mirtarbase  ",19.7309431905295,16.9119150416171,0.784564546838161,-0.0733583306011839,0.975785009519243,-0.0112484308506849,0.905713345150527,-0.0279574007448194
6241,"RRM2","hsa-let-7b-5p","hsa-mir-31-3p",0.0105,0.0165,5e-04,FALSE,"NA","mirtarbase tarbase "," tarbase ",20.0827456722314,18.2451704118991,0.784564546838161,-0.0733583306011839,0.138246500307561,1.48442368635766,0.905713345150527,-0.0279574007448194
6241,"RRM2","hsa-let-7b-5p","hsa-mir-519d-3p",0.011,0.0845,0,FALSE,"NA","mirtarbase tarbase ","mirtarbase  ",19.3067536379361,16.9486044452954,0.784564546838161,-0.0733583306011839,0.134909240297518,2.30279849563169,0.905713345150527,-0.0279574007448194
6241,"RRM2","hsa-let-7b-5p","hsa-mir-526b-5p",0.011,0.0885,0,FALSE,"NA","mirtarbase tarbase "," tarbase ",19.5870652357455,17.9172080166444,0.784564546838161,-0.0733583306011839,0.0847589421754138,1.66815167246008,0.905713345150527,-0.0279574007448194
6241,"RRM2","hsa-mir-31-3p","hsa-mir-526b-5p",0.014,0.098,0,FALSE,"NA"," tarbase "," tarbase ",19.5870652357455,16.8490986333814,0.138246500307561,1.48442368635766,0.0847589421754138,1.66815167246008,0.905713345150527,-0.0279574007448194
6241,"RRM2","hsa-mir-518a-5p","hsa-mir-149-5p",0.0725,0.1205,0.005,FALSE,"NA"," tarbase ","mirtarbase  ",17.8524999064151,15.9196122402005,0.0832041706296033,3.43420751328978,0.967419768676354,0.0147877687748469,0.905713345150527,-0.0279574007448194
6241,"RRM2","hsa-mir-518a-5p","hsa-mir-31-3p",0.107,0.0125,0,FALSE,"NA"," tarbase "," tarbase ",19.8403646241531,15.5596943941454,0.0832041706296033,3.43420751328978,0.138246500307561,1.48442368635766,0.905713345150527,-0.0279574007448194
6241,"RRM2","hsa-mir-519d-3p","hsa-mir-30a-5p",0.088,0.017,0.0095,FALSE,"NA","mirtarbase  ","mirtarbase tarbase ",19.3635045396524,15.8503007451595,0.134909240297518,2.30279849563169,0.475664269893348,-0.200243585336464,0.905713345150527,-0.0279574007448194
6241,"RRM2","hsa-mir-519d-3p","hsa-mir-31-3p",0.102,0.011,0,FALSE,"NA","mirtarbase  "," tarbase ",19.6369495952713,15.7809892501185,0.134909240297518,2.30279849563169,0.138246500307561,1.48442368635766,0.905713345150527,-0.0279574007448194
6241,"RRM2","hsa-mir-519d-3p","hsa-mir-526b-5p",0.0935,0.1005,0.0095,FALSE,"NA","mirtarbase  "," tarbase ",19.3654213564271,17.486584280238,0.134909240297518,2.30279849563169,0.0847589421754138,1.66815167246008,0.905713345150527,-0.0279574007448194
6241,"RRM2","hsa-mir-527","hsa-let-7b-5p",0.0855,0.0165,0,FALSE,"NA"," tarbase ","mirtarbase tarbase ",19.4929292105343,18.0428408331158,0.0643830422804412,4.13334071954802,0.784564546838161,-0.0733583306011839,0.905713345150527,-0.0279574007448194
6241,"RRM2","hsa-mir-527","hsa-mir-149-5p",0.1,0.0965,0.002,FALSE,"NA"," tarbase ","mirtarbase  ",17.8524999064151,15.9196122402005,0.0643830422804412,4.13334071954802,0.967419768676354,0.0147877687748469,0.905713345150527,-0.0279574007448194
6303,"SAT1","hsa-mir-4326","hsa-mir-15b-5p",0.04,0.0515,0.0025,FALSE,"NA"," tarbase "," tarbase ",22.3174055977397,20.8748566703623,0.598438450279997,-0.311412673862128,0.826141128703994,0.0749870131926227,0.686777124334527,0.0901594447212282
6502,"SKP2","hsa-mir-30a-3p","hsa-let-7b-5p",0.32,0.0255,0.0055,FALSE,"NA"," tarbase "," tarbase ",17.9884866874643,16.910585754261,0.411146973692862,-0.252816575669344,0.784564546838161,-0.0733583306011839,0.971278394865265,0.0088205522193254
6502,"SKP2","hsa-mir-30a-5p","hsa-let-7b-5p",0.141,0.022,0.0025,FALSE,"NA","mirtarbase  "," tarbase ",17.9223888985827,16.910585754261,0.475664269893348,-0.200243585336464,0.784564546838161,-0.0733583306011839,0.971278394865265,0.0088205522193254
6541,"SLC7A1","hsa-mir-92b-3p","hsa-mir-940",0.1,0.0385,0.003,FALSE,"NA","mirtarbase  "," tarbase ",17.8568345970098,16.4987289505452,0.851739641894512,0.0782775852530279,0.783611553735118,0.234884659531064,0.979726900674767,0.00633142307434099
6645,"SNTB2","hsa-mir-625-5p","hsa-mir-9-5p",0.072,0.0305,0.0025,FALSE,"NA"," tarbase "," tarbase ",16.8865964123248,15.7659520375784,0.896137870048175,-0.0770776769273163,0.574084582768252,-0.209489925845173,0.84087144609168,-0.0504173444365256
6645,"SNTB2","hsa-mir-9-5p","hsa-mir-20b-5p",0.092,0.069,0.007,FALSE,"NA"," tarbase ","mirtarbase  ",16.8865964123248,15.6972728291709,0.574084582768252,-0.209489925845173,0.965618756843915,-0.0151982693215879,0.84087144609168,-0.0504173444365256
6653,"SORL1","hsa-mir-199b-5p","hsa-mir-1304-5p",0.1895,0.103,0.0035,FALSE,"NA"," tarbase "," tarbase ",18.3744782254636,17.1462538681253,0.0466429384748827,-0.75458313083709,0.45603751414603,-0.713700259527093,0.877931750974232,0.0382646921935044
6659,"SOX4","hsa-mir-125b-5p","hsa-mir-369-3p",0.013,0.495,0.0045,TRUE,"NA"," tarbase ","mirtarbase  ",20.1881985435869,19.13730242448,0.898710457879206,-0.0377813040274455,0.188613514755281,0.754800715304566,0.893181768980345,-0.0308625857607621
6659,"SOX4","hsa-mir-125b-5p","hsa-mir-376c-3p",0.0225,0.5355,0,TRUE,"NA"," tarbase "," tarbase ",20.2628948506358,19.13730242448,0.898710457879206,-0.0377813040274455,0.767671502378102,0.167284627957235,0.893181768980345,-0.0308625857607621
6659,"SOX4","hsa-mir-125b-5p","hsa-mir-519a-3p",0.0335,0.5805,0,TRUE,"NA"," tarbase ","mirtarbase  ",20.1423346225033,18.8601679536334,0.898710457879206,-0.0377813040274455,0.106505897246465,2.65624600012735,0.893181768980345,-0.0308625857607621
6659,"SOX4","hsa-mir-125b-5p","hsa-mir-519c-3p",0.0175,0.539,0,TRUE,"NA"," tarbase ","mirtarbase  ",20.1291139291857,18.9724014010696,0.898710457879206,-0.0377813040274455,0.15165817368692,2.3219792985222,0.893181768980345,-0.0308625857607621
6659,"SOX4","hsa-mir-125b-5p","hsa-mir-519d-3p",0.022,0.5375,0,TRUE,"NA"," tarbase ","mirtarbase  ",20.1186677888509,18.9724014010696,0.898710457879206,-0.0377813040274455,0.134909240297518,2.30279849563169,0.893181768980345,-0.0308625857607621
6659,"SOX4","hsa-mir-125b-5p","hsa-mir-539-5p",0.027,0.3335,0.0045,TRUE,"NA"," tarbase ","mirtarbase  ",20.3375911576848,19.2439428995947,0.898710457879206,-0.0377813040274455,0.603088058080552,0.29403365593933,0.893181768980345,-0.0308625857607621
6659,"SOX4","hsa-mir-3065-5p","hsa-mir-30a-5p",0.016,0.0205,0,TRUE,"NA","mirtarbase  ","mirtarbase tarbase ",20.3949347529739,19.034717464287,0.122236576919924,1.16203424095117,0.475664269893348,-0.200243585336464,0.893181768980345,-0.0308625857607621
6659,"SOX4","hsa-mir-376c-3p","hsa-mir-125a-5p",0.4455,0.0125,0,TRUE,"NA"," tarbase "," tarbase ",20.1291211600823,18.8601679536334,0.767671502378102,0.167284627957235,0.746124833643418,-0.102278646080494,0.893181768980345,-0.0308625857607621
6664,"SOX11","hsa-mir-128-3p","hsa-mir-616-5p",0.4665,0.276,0.0065,TRUE,"NA","mirtarbase tarbase "," tarbase ",9.77158973835872,8.06728421445397,0.590984413893149,-0.167027751373332,0.684794932917719,0.252086273159433,0.428642781737656,0.383119938981915
6664,"SOX11","hsa-mir-363-3p","hsa-mir-616-5p",0.1895,0.42,0.0045,TRUE,"NA","mirtarbase  "," tarbase ",9.73677892032739,7.62637253850261,0.976212753691403,0.0119831539503879,0.684794932917719,0.252086273159433,0.428642781737656,0.383119938981915
6664,"SOX11","hsa-mir-616-5p","hsa-mir-942-5p",0.449,0.3815,0.007,TRUE,"NA"," tarbase "," tarbase ",9.80640055639005,8.1766963648051,0.684794932917719,0.252086273159433,0.683486782445692,-0.184650981151469,0.428642781737656,0.383119938981915
6711,"SPTBN1","hsa-mir-33a-5p","hsa-mir-205-5p",0.0315,0.26,0.008,FALSE,"NA"," tarbase "," tarbase ",18.5357458248909,16.8395412616903,0.558551018792492,0.28093034426497,0.974007158644698,0.00925224676616562,0.55315100310876,-0.139256739900529
6790,"AURKA","hsa-mir-199a-3p","hsa-mir-154-5p",0.168,0.142,5e-04,FALSE,"NA"," tarbase ","mirtarbase  ",18.3572558205017,16.7557173319825,0.177591530502981,-0.425047939515951,0.893919592380435,0.0765105020340317,0.975032786763171,0.00773954334587799
6790,"AURKA","hsa-mir-519a-5p","hsa-mir-149-5p",0.018,0.0705,0.0085,FALSE,"NA","mirtarbase  ","mirtarbase  ",17.1567082631083,14.8371009382531,0.0697170925498752,1.41171266027316,0.967419768676354,0.0147877687748469,0.975032786763171,0.00773954334587799
6790,"AURKA","hsa-mir-519a-5p","hsa-mir-518c-5p",0.014,0.016,0.0055,FALSE,"NA","mirtarbase  ","mirtarbase  ",17.4230675870742,16.2495010814711,0.0697170925498752,1.41171266027316,0.0695633283687558,3.15005254038251,0.975032786763171,0.00773954334587799
7029,"TFDP2","hsa-mir-30c-2-3p","hsa-mir-199b-5p",0.0305,0.486,0.0075,TRUE,"NA","mirtarbase  ","mirtarbase  ",20.1132934001462,18.5170601918736,0.233657169534028,-0.52207528209998,0.0466429384748827,-0.75458313083709,0.78451478947147,-0.0631667270206183
7035,"TFPI","hsa-mir-195-5p","hsa-mir-100-5p",0.357,0.1075,0.0025,FALSE,"NA"," tarbase "," tarbase ",14.3024362294152,13.1372150306578,0.802263159596797,-0.103260719790816,0.436788585690355,-0.209092465591993,0.542223038140186,-0.159637165961063
7037,"TFRC","hsa-mir-125b-5p","hsa-mir-181c-5p",0.2105,0.452,0.0015,FALSE,"NA"," tarbase ","mirtarbase  ",17.8837759809239,16.8731925580678,0.898710457879206,-0.0377813040274455,0.96557342996809,-0.0169548893052903,0.844948785941294,-0.0478607186643295
