"entrezgene_id","hgnc_symbol","mirna1","mirna2","Two_Var_XZ","Two_Var_YZ","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB"
124540,"MSI2","hsa-mir-2355-3p","hsa-mir-106a-5p",0.0525,0.279,0.005,FALSE,"NA","NA","NA","mirtarbase  "," tarbase "
124935,"SLC43A2","hsa-mir-139-3p","hsa-mir-204-5p",0.0615,0.296,0,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  "
132720,"FAM241A","hsa-mir-513b-5p","hsa-mir-142-3p",0.3885,0.1725,0.0035,FALSE,"NA","NA","NA","mirtarbase  "," tarbase "
132864,"CPEB2","hsa-mir-182-5p","hsa-mir-183-5p",0.0645,0.063,0.008,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gov/29982598'>PubMedLink</a>","NA"," tarbase "," tarbase "
132864,"CPEB2","hsa-mir-182-5p","hsa-mir-96-5p",0.0635,0.1645,0.003,FALSE,"NA","NA","NA"," tarbase "," tarbase "
138151,"NACC2","hsa-mir-301b-3p","hsa-mir-130b-3p",0.1165,0.1825,0.0095,FALSE,"NA","NA","NA","mirtarbase tarbase ","mirtarbase tarbase "
140576,"S100A16","hsa-mir-182-5p","hsa-mir-96-5p",0.25,0.111,0.0025,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  "
140685,"ZBTB46","hsa-mir-23a-5p","hsa-mir-3940-3p",0.0585,0.1965,0.004,TRUE,"NA","NA","NA","mirtarbase  ","mirtarbase  "
140735,"DYNLL2","hsa-mir-146a-5p","hsa-mir-92a-1-5p",0.9775,0.5045,0.005,FALSE,"NA","NA","NA"," tarbase "," tarbase "
140735,"DYNLL2","hsa-mir-301a-3p","hsa-mir-942-5p",0.1145,0.03,0.007,FALSE,"NA","NA","NA"," tarbase "," tarbase "
140735,"DYNLL2","hsa-mir-92a-1-5p","hsa-mir-301b-3p",0.5585,0.1185,0.006,FALSE,"NA","NA","NA"," tarbase "," tarbase "
140735,"DYNLL2","hsa-mir-92a-1-5p","hsa-mir-345-5p",0.557,0.131,0.0085,FALSE,"NA","NA","NA"," tarbase "," tarbase "
143686,"SESN3","hsa-mir-1287-5p","hsa-mir-223-3p",0.34,0.5185,0,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  "
144165,"PRICKLE1","hsa-mir-766-3p","hsa-mir-215-5p",0.322,0.3195,0.007,FALSE,"NA","NA","NA"," tarbase ","mirtarbase tarbase "
145282,"MIPOL1","hsa-mir-96-5p","hsa-mir-183-5p",0.0115,0.0165,0.003,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gov/29982598'>PubMedLink</a>","NA","mirtarbase  ","mirtarbase  "
147687,"ZNF417","hsa-mir-92b-3p","hsa-mir-301a-3p",0.784,0.0925,0.002,TRUE,"NA","NA","NA","mirtarbase  ","mirtarbase  "
150864,"FAM117B","hsa-mir-616-5p","hsa-mir-508-5p",0.7005,0.035,0.004,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  "
151636,"DTX3L","hsa-mir-377-5p","hsa-mir-98-5p",0.063,0.026,0.006,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  "
151636,"DTX3L","hsa-mir-485-5p","hsa-mir-98-5p",0.081,0.0335,0.001,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  "
160897,"GPR180","hsa-mir-424-5p","hsa-mir-363-3p",0.1765,0.7365,0.0095,FALSE,"NA","NA","NA","mirtarbase  "," tarbase "
170959,"ZNF431","hsa-mir-301a-3p","hsa-mir-450b-5p",0.0825,0.2545,0.002,TRUE,"NA","NA","NA","mirtarbase tarbase "," tarbase "
170959,"ZNF431","hsa-mir-330-5p","hsa-mir-139-5p",0.4635,0.1415,0.0075,TRUE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gov/29516499'>PubMedLink</a>","NA"," tarbase ","mirtarbase tarbase "
171023,"ASXL1","hsa-mir-195-5p","hsa-mir-29b-1-5p",0.798,0.043,0,FALSE,"NA","NA","NA","mirtarbase tarbase "," tarbase "
192670,"AGO4","hsa-mir-3065-5p","hsa-mir-424-5p",0.0505,0.4875,0.0055,FALSE,"NA","NA","NA"," tarbase ","mirtarbase tarbase "
283373,"ANKRD52","hsa-mir-195-5p","hsa-mir-92a-1-5p",0.3165,0.533,0.0065,FALSE,"NA","NA","NA"," tarbase "," tarbase "
283373,"ANKRD52","hsa-mir-2355-5p","hsa-mir-106a-5p",0.045,0.855,0,FALSE,"NA","NA","NA"," tarbase ","mirtarbase tarbase "
283373,"ANKRD52","hsa-mir-3065-3p","hsa-mir-491-5p",0.7035,0.632,0.005,FALSE,"NA","NA","NA"," tarbase "," tarbase "
283373,"ANKRD52","hsa-mir-92a-1-5p","hsa-mir-199a-3p",0.467,0.1665,0.001,FALSE,"NA","NA","NA"," tarbase "," tarbase "
284058,"KANSL1","hsa-mir-513a-3p","hsa-mir-942-5p",0.28,0.2705,0.001,FALSE,"NA","NA","NA","mirtarbase  "," tarbase "
285636,"C5orf51","hsa-mir-2355-5p","hsa-mir-129-5p",0.5805,0.958,0.0075,FALSE,"NA","NA","NA"," tarbase "," tarbase "
340252,"ZNF680","hsa-mir-33b-5p","hsa-mir-194-5p",0.459,0.655,0.004,TRUE,"NA","NA","NA"," tarbase "," tarbase "
359948,"IRF2BP2","hsa-mir-3127-5p","hsa-mir-1226-3p",0.074,0.1305,0.007,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  "
359948,"IRF2BP2","hsa-mir-503-5p","hsa-mir-1226-3p",0.502,0.108,0.0065,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  "
374900,"ZNF568","hsa-mir-766-3p","hsa-mir-335-5p",0.5685,0.0845,0.002,TRUE,"NA","NA","NA"," tarbase ","mirtarbase tarbase "
494470,"RNF165","hsa-mir-708-5p","hsa-mir-335-3p",0.172,0.9775,0.007,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  "
642273,"FAM110C","hsa-mir-301a-3p","hsa-mir-363-3p",0.422,0.2855,0.0025,FALSE,"NA","NA","NA"," tarbase "," tarbase "
100463486,"MTRNR2L8","hsa-mir-450b-5p","hsa-mir-196a-5p",0.691,0.719,0.0035,FALSE,"NA","NA","NA"," tarbase "," tarbase "
